condition,split,sign,mechanism_class,receiver_scope,feature,n_proteins,n_bands,high_minus_low_macro_protein_mean,ci95_low,ci95_high,inference_eligible,protein_sign_p_two_sided,protein_sign_q_bh
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,absolute_backbone_orientation_cosine,131,326,0.010688770832745543,-0.010458425067585004,0.03183596673307609,True,0.6002946177102672,0.8445946363026358
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,absolute_sequence_separation,131,328,0.9553560998232289,-1.7756166476216615,3.6863288472681193,True,0.05417080038723309,0.11605025283474514
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,band_water_contact_count,131,327,0.0,0.0,0.0,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,direct_ca_contact,131,327,0.04581202785923999,0.022925351248853337,0.06869870446962664,True,3.778053497089468e-07,1.6595375573422173e-06
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,direct_putative_polar_contact,131,327,0.01978843122448968,0.00758984609022249,0.031987016358756865,True,0.012502546136489844,0.030764065976266245
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,direct_putative_polar_contact_count,131,327,0.08961402750673332,0.05057660888691872,0.1286514461265479,True,0.0007667649897412908,0.0024512795811034317
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,disorder,131,328,0.01142496529226187,-0.0011777428743307214,0.02402767345885446,True,1.1299164879007053e-08,5.959050012622828e-08
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,mean_query_contact_water_degree,123,312,-0.0020901720615981202,-0.0714150784439107,0.06723473432071447,True,0.5760121204363972,0.818075532969703
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,minimum_ca_distance_angstrom,131,327,-1.3912257748642711,-2.1055073492156238,-0.6769442005129187,True,0.00021577652478126048,0.0007538521625269353
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,minimum_heavy_atom_distance_angstrom,131,327,-1.3368631278913,-2.047895025989138,-0.6258312297934617,True,0.0008320420945381634,0.0026446481930042197
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,minimum_polar_atom_distance_angstrom,131,327,-1.0034334383887453,-1.7232898176382694,-0.28357705913922127,True,0.004981347901780474,0.013305019557013652
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,neq,131,328,-0.3789811723379579,-0.4196621248680007,-0.33830021980791514,True,1.4693679385278594e-39,3.2016754028975464e-38
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,nonlocal_contact_path_exists,131,327,0.0019821986631885996,-0.004665554148918117,0.008629951475295317,True,6.604194641113281e-05,0.00024089309087408796
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,normalized_query_position,131,328,-0.01656913738094865,-0.041653240863780444,0.008514966101883147,True,0.1154544882922597,0.22924776092563795
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,one_water_bridge,131,327,-0.0034857621016298255,-0.016656022206019576,0.009684498002759926,True,0.8776143287523154,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,ordinary_contact_path_exists,131,327,0.0,0.0,0.0,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,query_distance_to_band_domain_boundary_sequence,131,327,1.302180126147476,-1.7561460075821267,4.360506259877079,True,0.7268761029664557,0.9492956045050872
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,query_distance_to_community_boundary_edges,131,327,-0.3336604607506267,-0.41784744533500606,-0.2494734761662474,True,3.5019249165122216e-10,2.0419674865296617e-09
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,query_distance_to_ecod_boundary_sequence,131,327,1.0277289897923363,-1.986286060507922,4.041744040092595,True,0.3823543213561353,0.6219830610665619
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,query_in_any_band,131,328,0.38775310970573,0.32402788704126695,0.4514783323701931,True,1.606311290539171e-13,1.108354790472028e-12
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,query_to_band_contact_count,131,327,0.1846258028913355,0.11882522969954544,0.25042637608312557,True,2.2320673163199837e-09,1.2403702939013063e-08
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,query_to_band_contact_fraction,131,327,0.03548285132487381,0.022230390801526022,0.0487353118482216,True,2.2320673163199837e-09,1.2403702939013063e-08
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,query_water_contact_count,131,327,-0.2514622057614745,-0.3288800921532089,-0.1740443193697401,True,6.717865920862282e-07,2.9122476348031253e-06
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,reachable_query_water_entry_count,131,327,-7.909517925851068e-05,-0.018010509232905394,0.01785231887438837,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,relative_backbone_orientation_cosine,131,326,0.020849102326308662,-0.025622579792365346,0.06732078444498267,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,rsa,131,328,-0.11504272965710595,-0.13498722820613065,-0.09509823110808126,True,1.1776108395283483e-19,9.70210721521863e-19
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,same_community_as_band_apex,131,327,0.018904524079362304,-0.017265489577298013,0.055074537736022625,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,same_community_as_band_majority,127,304,-0.01578625619640933,-0.05555873662659572,0.023986224233777064,True,0.45185326866574166,0.7046835198262684
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,same_ecod_domain_as_band_apex,131,327,-0.0013656571556386547,-0.012144793685656826,0.009413479374379518,True,0.3019956131896606,0.5118779277810419
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,shared_water_count,131,327,-0.003161978122894612,-0.016391073943194265,0.010067117697405042,True,0.8776143287523154,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,shared_water_fraction_of_band_contacts,131,327,-0.0018864280413073199,-0.007414460174476353,0.003641604091861713,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,shared_water_fraction_of_query_contacts,131,327,5.455630621723194e-05,-0.01026551930057081,0.010374631913005273,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,shares_any_ecod_domain_with_band,131,327,-0.0013656571556386547,-0.012144793685656826,0.009413479374379518,True,0.3019956131896606,0.5118779277810419
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,shortest_nonlocal_contact_path_edges,131,327,-0.29853373042569775,-0.45834531989061134,-0.13872214096078414,True,0.0005157836706414046,0.0017048657855931457
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,shortest_ordinary_contact_path_edges,131,327,-0.26167373921285847,-0.41577026608622225,-0.10757721233949472,True,0.0002585265972682698,0.0008900624637759975
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,torsion_change_from_previous,131,328,-36.66035984773196,-41.85588336280295,-31.46483633266097,True,1.872620303580562e-26,2.3142233005443364e-25
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,water_path_at_most_1,131,327,-0.0034857621016298255,-0.016656022206019576,0.009684498002759926,True,0.8776143287523154,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,water_path_at_most_2,131,327,0.001292036470533914,-0.01456586891104892,0.017149941852116747,True,0.8938530948350216,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,water_path_at_most_3,131,327,0.0014447263473002408,-0.014542781737228016,0.017432234431828498,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,water_path_exists,131,327,0.0011458366160310503,-0.014887388437847107,0.017179061669909207,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,water_path_without_direct_ca_contact,131,327,-0.002646858764164362,-0.008414896037117134,0.0031211785087884095,True,0.14330665429588407,0.27821315300584293
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,all_eligible_queries,water_path_without_direct_polar_contact,131,327,0.0008724807553069161,-0.01231826053154976,0.014063222042163592,True,0.5681724128491652,0.8118149401882809
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,absolute_backbone_orientation_cosine,125,316,-0.0053267421327900496,-0.025115516204037368,0.01446203193845727,True,0.5916839270941626,0.8360312143924346
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,absolute_sequence_separation,127,320,1.879001115112264,-1.4393718335677372,5.197374063792266,True,0.1098495025660595,0.21957277682767878
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,band_water_contact_count,127,319,0.0,0.0,0.0,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,direct_ca_contact,127,319,0.033514549463502206,0.004659480481875582,0.06236961844512883,True,0.001110927323374987,0.003381793469685622
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,direct_putative_polar_contact,127,319,0.0024632811265440026,-0.006436062523141092,0.011362624776229097,True,0.34888887944907765,0.5800803055900328
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,direct_putative_polar_contact_count,127,319,0.0026042357249503787,-0.007168910721679422,0.01237738217158018,True,0.34888887944907765,0.5800803055900328
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,disorder,127,320,0.01687431139511119,0.0014542718524248547,0.03229435093779753,True,6.327437536723091e-09,3.446788342372842e-08
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,minimum_ca_distance_angstrom,127,319,-1.5673365074756223,-2.438508755226459,-0.6961642597247855,True,0.0024175519250980984,0.006950461784657033
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,minimum_heavy_atom_distance_angstrom,127,319,-1.5423845938391,-2.394280056661698,-0.690489131016502,True,0.0024175519250980984,0.006950461784657033
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,minimum_polar_atom_distance_angstrom,127,319,-1.2559672839828047,-2.1216401398979015,-0.390294428067708,True,0.0006846086250425259,0.002201382297224122
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,neq,127,320,-0.39713078511566235,-0.4423742298056549,-0.3518873404256698,True,1.1754943508222875e-38,2.4956649294380872e-37
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,nonlocal_contact_path_exists,127,319,-0.00022987960556674218,-0.01092277256683987,0.010463013355706386,True,0.00012111663818359375,0.0004313315114667339
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,normalized_query_position,127,320,-0.021234820338239015,-0.049273822843029155,0.006804182166551126,True,0.2139651540354208,0.39108862591904725
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,one_water_bridge,127,319,0.0033441571527240755,-0.006737895628843327,0.013426209934291477,True,0.7011080384254456,0.9327442355530615
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,ordinary_contact_path_exists,127,319,0.0,0.0,0.0,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,query_distance_to_band_domain_boundary_sequence,127,319,1.303439320155173,-2.2756104202604637,4.88248906057081,True,0.4779219422067188,0.7259140890353669
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,query_distance_to_community_boundary_edges,127,319,-0.34161094541071185,-0.4324511492203367,-0.25077074160108703,True,1.4292764071780264e-09,8.050618130227252e-09
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,query_distance_to_ecod_boundary_sequence,127,319,0.767347836941831,-2.6987396548911846,4.2334353287748465,True,0.4779219422067188,0.7259140890353669
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,query_in_any_band,127,320,0.4089035918872436,0.34345827989144273,0.4743489038830445,True,9.20254356955225e-14,6.430131709358028e-13
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,query_to_band_contact_count,127,319,0.059265898159421626,0.0199712318489988,0.09856056446984446,True,0.002314601521425493,0.006692494397388078
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,query_to_band_contact_fraction,127,319,0.011859281498167543,0.004038841707377637,0.01967972128895745,True,0.004609105461459271,0.01237062989331694
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,query_water_contact_count,127,319,-0.2512018163262591,-0.3317890144805676,-0.17061461817195062,True,1.1402294032528225e-06,4.8168874790476376e-06
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,reachable_query_water_entry_count,127,319,0.005198346939628931,-0.009483011345475467,0.019879705224733327,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,relative_backbone_orientation_cosine,125,316,0.005029266169322268,-0.04519271359170766,0.055251245930352196,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,rsa,127,320,-0.11301109774736476,-0.13454982926089776,-0.09147236623383176,True,2.0723909491809205e-20,1.7332724302240426e-19
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,same_community_as_band_apex,127,319,0.02937893431479106,-0.007098765429350482,0.0658566340589326,True,0.9226851594412753,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,same_community_as_band_majority,124,298,0.006004577840788955,-0.034169809313090375,0.04617896499466829,True,0.624143515844679,0.8654015468168654
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,same_ecod_domain_as_band_apex,127,319,-0.00398476611651798,-0.02010582953409336,0.012136297301057399,True,0.3019956131896606,0.5118779277810419
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,shared_water_count,127,319,0.0036622470364360885,-0.006498437656161633,0.01382293172903381,True,0.7011080384254456,0.9327442355530615
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,shared_water_fraction_of_band_contacts,127,319,0.00191685615649969,-0.0015520042793208397,0.005385716592320219,True,0.7011080384254456,0.9327442355530615
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,shared_water_fraction_of_query_contacts,127,319,0.0033020696943055878,-0.005375274159177889,0.011979413547789065,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,shares_any_ecod_domain_with_band,127,319,-0.00398476611651798,-0.02010582953409336,0.012136297301057399,True,0.3019956131896606,0.5118779277810419
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,shortest_nonlocal_contact_path_edges,127,319,-0.3524719805693503,-0.5410937299328975,-0.16385023120580317,True,0.0006180577056348096,0.002001090929649298
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,shortest_ordinary_contact_path_edges,127,319,-0.2998451516543028,-0.48420777637997414,-0.11548252692863148,True,0.0017094927839213705,0.005073333423250519
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,torsion_change_from_previous,127,320,-37.45926392814848,-42.85359836085614,-32.06492949544082,True,1.1142593600922467e-27,1.5249698349692237e-26
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,water_path_at_most_1,127,319,0.0033441571527240755,-0.006737895628843327,0.013426209934291477,True,0.7011080384254456,0.9327442355530615
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,water_path_at_most_2,127,319,0.004736978961702557,-0.008410153536765604,0.01788411146017072,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,water_path_at_most_3,127,319,0.005006269556427221,-0.00831560984566547,0.01832814895851991,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,water_path_exists,127,319,0.004697965975354276,-0.00868293226736963,0.018078864218078184,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,water_path_without_direct_ca_contact,127,319,-0.0008712641804205501,-0.00944858733363921,0.007706058972798109,True,0.6075913612730801,0.8512447498039092
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21,water_path_without_direct_polar_contact,127,319,0.005801727381319439,-0.00671102588615868,0.01831448064879756,True,0.8746293123804207,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,absolute_backbone_orientation_cosine,125,316,-0.00539872266179512,-0.025632022092979583,0.014834576769389343,True,0.8581193732635914,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,absolute_sequence_separation,125,317,-0.3957422270328169,-3.9703418743120134,3.1788574202463797,True,0.4744215734409512,0.7227618450949542
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,band_water_contact_count,125,317,0.0,0.0,0.0,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,direct_ca_contact,125,317,0.0,0.0,0.0,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,direct_putative_polar_contact,125,317,-0.002180320310163679,-0.008636670738819189,0.004276030118491832,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,direct_putative_polar_contact_count,125,317,-0.0015136536236287973,-0.008573120136136403,0.005545812888878808,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,disorder,125,317,-0.0015738053608265656,-0.012482282518478419,0.009334671796825287,True,4.56640478646766e-13,3.0865168679144673e-12
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,minimum_ca_distance_angstrom,125,317,-1.1810043161140835,-1.9813578086402377,-0.38065082358792934,True,0.007047316542566113,0.018110050079046938
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,minimum_heavy_atom_distance_angstrom,125,317,-1.2140627061984928,-2.0180368715999344,-0.41008854079705115,True,0.007047316542566113,0.018110050079046938
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,minimum_polar_atom_distance_angstrom,125,317,-0.8945695123301382,-1.701539475077766,-0.08759954958251037,True,0.004024733785229442,0.011126809930450678
esm2_frozen_bilstm_attn,test,-1,evidence_dominated,sequence_distal_ge21_no_direct_ca,neq,125,317,-0.3735350742645583,-0.41848820461118896,-0.3285819439179276,True,4.70197740328915e-38,9.381294674514256e-37
