condition,sign,evaluation_split,feature,feature_type,n_pairs,n_proteins,baseline_auroc,single_feature_auroc,delta_auroc_single_from_baseline,full_query_auroc,without_feature_auroc,delta_auroc_full_minus_without,baseline_macro_protein_auroc,single_feature_macro_protein_auroc,delta_macro_auroc_single_from_baseline,full_query_macro_protein_auroc,without_feature_macro_protein_auroc,delta_macro_auroc_full_minus_without,baseline_average_precision,single_feature_average_precision,full_query_average_precision,without_feature_average_precision
esm2_frozen_bilstm_attn,-1,validation,neq,numeric,5674,171,0.49363657067486155,0.7850845286907524,0.29144795801589085,0.9556226703156796,0.9384550222530241,0.01716764806265547,0.49669183292020525,0.8165130929755031,0.3198212600552979,0.942212687430827,0.9080782254184844,0.0341344620123426,0.5014235481852074,0.7118176892134919,0.9555715504107946,0.940716588958765
esm2_frozen_bilstm_attn,-1,validation,rsa,numeric,5674,171,0.49363657067486155,0.6965612147948288,0.20292464411996725,0.9556226703156796,0.9568919642734006,-0.0012692939577210183,0.49669183292020525,0.7107191476831114,0.21402731476290615,0.942212687430827,0.9441833665702601,-0.0019706791394331624,0.5014235481852074,0.6955027827027601,0.9555715504107946,0.952676499420714
esm2_frozen_bilstm_attn,-1,validation,disorder,numeric,5674,171,0.49363657067486155,0.7079339196818714,0.2142973490070098,0.9556226703156796,0.9558097843231511,-0.00018711400747151163,0.49669183292020525,0.7391615248477091,0.2424696919275039,0.942212687430827,0.9425806831487562,-0.0003679957179292259,0.5014235481852074,0.660270193679928,0.9555715504107946,0.955219088820448
esm2_frozen_bilstm_attn,-1,validation,torsion_change_from_previous,numeric,5674,171,0.49363657067486155,0.8930878271653011,0.39945125649043955,0.9556226703156796,0.9373088557729952,0.018313814542684437,0.49669183292020525,0.8966525865611255,0.3999607536409202,0.942212687430827,0.9200639575674837,0.022148729863343264,0.5014235481852074,0.8295585867641874,0.9555715504107946,0.9408488344823827
esm2_frozen_bilstm_attn,-1,validation,query_amino_acid_class,categorical,5674,171,0.49363657067486155,0.6101705781487368,0.11653400747387521,0.9556226703156796,0.9565461885212141,-0.0009235182055344904,0.49669183292020525,0.6183515159816888,0.12165968306148356,0.942212687430827,0.9423256482292829,-0.00011296079845590778,0.5014235481852074,0.580209632513286,0.9555715504107946,0.9550287793347705
esm2_frozen_bilstm_attn,-1,validation,normalized_query_position,numeric,5674,171,0.49363657067486155,0.4899582770552132,-0.003678293619648332,0.9556226703156796,0.9557096422979042,-8.697198222462621e-05,0.49669183292020525,0.5107101983652614,0.014018365445056191,0.942212687430827,0.9421699325700291,4.275486079785562e-05,0.5014235481852074,0.4953454527009426,0.9555715504107946,0.9555289592478124
esm2_frozen_bilstm_attn,-1,validation,query_in_any_band,numeric,5674,171,0.49363657067486155,0.8454033878568973,0.35176681718203573,0.9556226703156796,0.9119099308212428,0.04371273949443677,0.49669183292020525,0.748385724597411,0.2516938916772058,0.942212687430827,0.9186069701253934,0.023605717305433593,0.5014235481852074,0.8380019142946156,0.9555715504107946,0.884595105564198
esm2_frozen_bilstm_attn,-1,test,neq,numeric,5378,177,0.5167190231800147,0.8035006321369549,0.28678160895694016,0.9508592871851919,0.9255002291072894,0.025359058077902508,0.5291708175860304,0.8284286223972603,0.29925780481123,0.9342869931934988,0.8923001070030145,0.041986886190484296,0.5184879068851178,0.7349149875620965,0.9535009557681469,0.9269391834014317
esm2_frozen_bilstm_attn,-1,test,rsa,numeric,5378,177,0.5167190231800147,0.6845709207042591,0.16785189752424434,0.9508592871851919,0.9505238901574043,0.00033539702778750957,0.5291708175860304,0.6823067980347282,0.1531359804486978,0.9342869931934988,0.9348343581401829,-0.0005473649466840591,0.5184879068851178,0.7003221209439119,0.9535009557681469,0.950897770769142
esm2_frozen_bilstm_attn,-1,test,disorder,numeric,5378,177,0.5167190231800147,0.7119586812991054,0.19523965811909072,0.9508592871851919,0.9510516736864919,-0.00019238650130004586,0.5291708175860304,0.7370406470670569,0.2078698294810265,0.9342869931934988,0.9337185345715459,0.000568458621952983,0.5184879068851178,0.6553258776927802,0.9535009557681469,0.9534209250377876
