condition,split,sign,structural_cohort,q8,feature,feature_group,n_proteins,n_selected_segments,n_control_segments,selected_macro_protein_mean,control_macro_protein_mean,selected_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh,reference_80_effect,effect_difference_from_reference,effect_direction_preserved
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,E,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,9,11,106,136.01769238651787,133.41149546591058,2.6061969206072795,,,False,,,2.6061969206072795,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,E,ca_end_to_end_ratio,experimental_pdb_geometry,9,11,104,0.7163468518091236,0.8316092642305127,-0.11526241242138911,,,False,,,-0.11526241242138911,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,G,mean_contact_degree,contact_network,1,1,1,6.5,6.0,0.5,,,False,,,0.5,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,G,mean_inverse_distance_weighted_degree,contact_network,1,1,1,1.0218931503942794,0.9588894746699532,0.06300367572432619,,,False,,,0.06300367572432619,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,G,mean_betweenness,contact_network,1,1,1,0.0133470273535271,0.0161061242179612,-0.0027590968644340998,,,False,,,-0.0027590968644340998,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,G,mean_closeness,contact_network,1,1,1,0.262690046425884,0.2696147187418955,-0.006924672316011515,,,False,,,-0.006924672316011515,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,G,mean_ca_curvature_degrees,experimental_pdb_geometry,1,1,1,88.43940864759449,88.07513945562793,0.3642691919665566,,,False,,,0.3642691919665566,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,G,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,1,1,1,50.66492239991594,74.49142571610342,-23.826503316187484,,,False,,,-23.826503316187484,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,G,ca_end_to_end_ratio,experimental_pdb_geometry,1,1,1,1.0,0.7183281997026367,0.2816718002973633,,,False,,,0.2816718002973633,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,C,mean_contact_degree,contact_network,2,2,30,8.5,6.348280423280423,2.151719576719577,,,False,,,2.151719576719577,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,C,mean_inverse_distance_weighted_degree,contact_network,2,2,30,1.457338929689147,1.0235727076429981,0.43376622204614906,,,False,,,0.43376622204614906,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,C,mean_betweenness,contact_network,2,2,30,0.01593890845897045,0.01574060154283663,0.00019830691613381864,,,False,,,0.00019830691613381864,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,C,mean_closeness,contact_network,2,2,30,0.20561785316305456,0.19807169957774284,0.007546153585311702,,,False,,,0.007546153585311702,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,C,mean_ca_curvature_degrees,experimental_pdb_geometry,2,2,30,86.12088156490218,69.81566017260354,16.305221392298627,,,False,,,16.305221392298627,0.0,True
esm3_top4_bilstm_attn,test,-1,fully_resolved_local,C,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,2,2,30,45.909375863573175,103.52587015688965,-57.61649429331648,,,False,,,-57.61649429331648,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,H,mean_contact_degree,contact_network,674,2951,3130,5.950613087446585,5.5066417054532115,0.4439713819933739,0.3621315487638994,0.5258112152228483,True,4.747934167511661e-25,4.2203859266770314e-24,0.4510307081230418,-0.00705932612966792,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,H,mean_inverse_distance_weighted_degree,contact_network,674,2951,3130,0.9844039860180452,0.8992866364808038,0.0851173495372415,0.07196662712913032,0.09826807194535267,True,2.1186621023111355e-33,2.4925436497778065e-32,0.08609978895204283,-0.0009824394148013338,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,H,mean_betweenness,contact_network,674,2951,3130,0.023838660529105358,0.020315511898304082,0.003523148630801278,0.002546700728940984,0.004499596532661572,True,4.060463899646897e-16,2.1308556907767973e-15,0.0035899430355991204,-6.679440479784261e-05,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,H,mean_closeness,contact_network,674,2951,3130,0.1995723664876499,0.18955921434436104,0.010013152143288838,0.008258489785017304,0.011767814501560373,True,1.3835599127545736e-26,1.310740969978017e-25,0.010116062776007625,-0.00010291063271878655,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,H,mean_ca_curvature_degrees,experimental_pdb_geometry,674,2951,3129,87.6080294508737,84.95959329823135,2.6484361526423426,2.2784801456323818,3.0183921596523033,True,3.8883781080955685e-56,1.2172314077516562e-54,2.6553244529421356,-0.006888300299793038,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,H,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,674,2951,3126,53.25543533771648,61.49673802166397,-8.241302683947495,-9.313311678926647,-7.169293688968343,True,1.5891920180938024e-53,4.301572379802773e-52,-8.223931909047373,-0.0173707749001224,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,H,ca_end_to_end_ratio,experimental_pdb_geometry,663,2934,2718,0.3986060181735265,0.474357076261757,-0.07575105808823036,-0.08475874587919988,-0.06674337029726085,True,1.707554624521852e-68,8.53777312260926e-67,-0.07575105808823036,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,E,mean_contact_degree,contact_network,33,57,445,8.401256386010175,7.187337553497668,1.2139188325125077,0.7855633557597159,1.6422743092652994,True,2.5778479828681036e-05,5.4880264567268914e-05,1.224288126518165,-0.010369294005657448,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,E,mean_inverse_distance_weighted_degree,contact_network,33,57,445,1.4084088860274808,1.1890234735657321,0.21938541246174867,0.14883956221824213,0.2899312627052552,True,1.0606732958025696e-05,2.368749295837004e-05,0.22098423924350039,-0.0015988267817517166,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,E,mean_betweenness,contact_network,33,57,445,0.03076608296795068,0.02395900027335286,0.006807082694597819,0.0015518109048497106,0.012062354484345929,True,0.005168895224079615,0.007948749597046823,0.006870481079874701,-6.339838527688168e-05,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,E,mean_closeness,contact_network,33,57,445,0.1983039828498999,0.19242702083916072,0.005876962010739203,0.0009582041001249732,0.010795719921353433,True,0.04441734924163164,0.05942120299883832,0.0060044683432118745,-0.00012750633247267124,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,E,mean_ca_curvature_degrees,experimental_pdb_geometry,33,57,445,58.781780348265414,57.87866622972063,0.9031141185447848,-2.635946138471314,4.442174375560883,True,0.24186304086187638,0.28380278588746904,0.9031452847476302,-3.116620284537852e-05,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,E,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,33,57,445,140.1903798476962,139.0755770131894,1.1148028345068364,-9.917910736183364,12.147516405197036,True,0.009825767811056598,0.014544722088735097,1.0244159876380077,0.0903868468688287,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,E,ca_end_to_end_ratio,experimental_pdb_geometry,33,57,429,0.8123525747717472,0.8336813332957864,-0.021328758524039235,-0.0627314593026756,0.02007394225459713,True,0.5981234802624326,0.6363015747472687,-0.021328758524039235,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,C,mean_contact_degree,contact_network,4,5,86,7.5,6.061993240441883,1.4380067595581176,,,False,,,1.4707702923216504,-0.03276353276353272,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,C,mean_inverse_distance_weighted_degree,contact_network,4,5,86,1.2289283880986661,0.9869918781229586,0.24193650997570745,,,False,,,0.24735149920004432,-0.005414989224336864,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,C,mean_betweenness,contact_network,4,5,86,0.012248415976573088,0.01168495543862474,0.0005634605379483501,,,False,,,0.0006782164304961638,-0.00011475589254781367,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,C,mean_closeness,contact_network,4,5,86,0.19916139839134195,0.1849466898267801,0.014214708564561869,,,False,,,0.014568574563310364,-0.00035386599874849545,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,C,mean_ca_curvature_degrees,experimental_pdb_geometry,4,5,86,79.78775490768865,66.04995737144283,13.737797536245816,,,False,,,13.693081859257033,0.044715676988783315,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,C,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,4,5,85,80.98648795130487,113.81653725889751,-32.830049307592645,,,False,,,-32.90839770054784,0.07834839295519203,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,C,ca_end_to_end_ratio,experimental_pdb_geometry,4,5,46,0.6440659736204036,0.8607384365695722,-0.21667246294916864,,,False,,,-0.21667246294916864,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,T,mean_contact_degree,contact_network,2,2,52,7.0,5.3533333333333335,1.6466666666666665,,,False,,,1.6466666666666665,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,T,mean_inverse_distance_weighted_degree,contact_network,2,2,52,1.1448584977076135,0.8253616247992362,0.3194968729083773,,,False,,,0.3194968729083773,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,T,mean_betweenness,contact_network,2,2,52,0.08049442898461485,0.012882569069568134,0.06761185991504672,,,False,,,0.06761185991504672,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,T,mean_closeness,contact_network,2,2,52,0.26304087293988776,0.21943262493924215,0.04360824800064558,,,False,,,0.04360824800064558,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,T,mean_ca_curvature_degrees,experimental_pdb_geometry,2,2,52,87.08149220462005,77.30194446545991,9.779547739160122,,,False,,,9.779547739160122,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,T,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,2,2,52,49.90473778057297,70.58780033034196,-20.683062549768998,,,False,,,-20.683062549768998,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,T,ca_end_to_end_ratio,experimental_pdb_geometry,2,2,42,0.8619486311985306,0.9896858141519213,-0.12773718295339065,,,False,,,-0.12773718295339065,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,G,mean_contact_degree,contact_network,7,7,37,5.3619047619047615,4.98891723356009,0.37298752834467097,,,False,,,0.37298752834467097,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,G,mean_inverse_distance_weighted_degree,contact_network,7,7,37,0.8817360853639685,0.7961330458413919,0.08560303952257663,,,False,,,0.08560303952257663,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,G,mean_betweenness,contact_network,7,7,37,0.020358885595071468,0.007729438286225901,0.012629447308845567,,,False,,,0.012629447308845567,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,G,mean_closeness,contact_network,7,7,37,0.17522122880145183,0.16380141002189735,0.01141981877955445,,,False,,,0.01141981877955445,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,G,mean_ca_curvature_degrees,experimental_pdb_geometry,7,7,37,88.74404532843492,85.13728353303942,3.6067617953955033,,,False,,,3.6067617953955033,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,G,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,7,7,37,50.86809738141512,74.80189823226453,-23.933800850849423,,,False,,,-23.933800850849423,0.0,True
esm3_top28_bilstm_attn,train,-1,fully_resolved_local,G,ca_end_to_end_ratio,experimental_pdb_geometry,6,6,24,0.6231981254544267,0.809645939285292,-0.18644781383086548,,,False,,,-0.18644781383086548,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,H,mean_contact_degree,contact_network,154,676,629,6.022062004149151,5.538174399300809,0.4838876048483415,0.2810690302125314,0.6867061794841516,True,1.768647800980054e-05,3.836540774447905e-05,0.4940333973884672,-0.010145792540125709,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,H,mean_inverse_distance_weighted_degree,contact_network,154,676,629,0.9948370997904877,0.9033721257082832,0.09146497408220455,0.05899511753633403,0.12393483062807507,True,4.420988457459634e-07,1.0923513004018312e-06,0.0930749342783958,-0.0016099601961912513,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,H,mean_betweenness,contact_network,154,676,629,0.02228197463189255,0.018468282991185393,0.0038136916407071585,0.0021220144514158892,0.005505368829998428,True,1.6518884199257054e-06,3.917521944487839e-06,0.003824442817179566,-1.0751176472407684e-05,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,H,mean_closeness,contact_network,154,676,629,0.2029269521088692,0.19449607063722243,0.008430881471646773,0.004800509811169364,0.012061253132124182,True,3.4619427700079565e-05,7.296834878236911e-05,0.00839190672485304,3.89747467937334e-05,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,H,mean_ca_curvature_degrees,experimental_pdb_geometry,154,676,629,87.35882816945899,84.5925063375965,2.766321831862485,1.9147024054478892,3.617941258277081,True,1.6726768421435976e-12,6.811806144476189e-12,2.7589283679066177,0.007393463955867485,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,H,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,154,676,629,53.59766298009804,60.990377945702946,-7.392714965604911,-9.622846601447378,-5.162583329762445,True,1.684286930374972e-11,6.11849944434904e-11,-7.353704711101966,-0.03901025450294515,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,H,ca_end_to_end_ratio,experimental_pdb_geometry,150,665,544,0.39443356447231553,0.4691105285355969,-0.07467696406328131,-0.09463864355248838,-0.05471528457407423,True,1.3879240580368483e-16,7.435307453768831e-16,-0.07467696406328131,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,E,mean_contact_degree,contact_network,8,9,69,8.425,7.289872159090909,1.1351278409090901,,,False,,,1.1351278409090901,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,E,mean_inverse_distance_weighted_degree,contact_network,8,9,69,1.4107005058774476,1.2112593821661184,0.19944112371132947,,,False,,,0.19944112371132947,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,E,mean_betweenness,contact_network,8,9,69,0.03673640201990755,0.026045255264448418,0.010691146755459138,,,False,,,0.010691146755459138,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,E,mean_closeness,contact_network,8,9,69,0.26651280296738944,0.25143384476769276,0.015078958199696686,,,False,,,0.015078958199696686,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,E,mean_ca_curvature_degrees,experimental_pdb_geometry,8,9,69,57.39898772769752,57.90640079009535,-0.5074130623978297,,,False,,,-0.5074130623978297,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,E,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,8,9,69,148.00268333936154,140.696169198122,7.30651414123955,,,False,,,7.30651414123955,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,E,ca_end_to_end_ratio,experimental_pdb_geometry,8,9,65,0.8495567744114723,0.845443549772178,0.004113224639294394,,,False,,,0.004113224639294394,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,C,mean_contact_degree,contact_network,1,1,25,6.166666666666667,6.5633333333333335,-0.3966666666666665,,,False,,,-0.3966666666666665,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,C,mean_inverse_distance_weighted_degree,contact_network,1,1,25,0.980120186080168,1.045129140312987,-0.06500895423281894,,,False,,,-0.06500895423281894,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,C,mean_betweenness,contact_network,1,1,25,0.0123903208410303,0.014520797916157197,-0.0021304770751268964,,,False,,,-0.0021304770751268964,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,C,mean_closeness,contact_network,1,1,25,0.1639759385827609,0.16307283786054141,0.0009031007222194964,,,False,,,0.0009031007222194964,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,C,mean_ca_curvature_degrees,experimental_pdb_geometry,1,1,25,76.42886312839435,71.6112129507625,4.817650177631847,,,False,,,4.817650177631847,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,C,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,1,1,25,89.92008829688878,116.1896553954179,-26.269567098529123,,,False,,,-26.269567098529123,0.0,True
esm3_top28_bilstm_attn,validation,-1,fully_resolved_local,C,ca_end_to_end_ratio,experimental_pdb_geometry,1,1,14,0.5527327161224772,0.901735012808902,-0.3490022966864248,,,False,,,-0.3490022966864248,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,H,mean_contact_degree,contact_network,158,669,648,5.9585269289670615,5.6840036186330725,0.27452331033398836,0.08911590476969866,0.45993071589827805,True,0.0003061910499618801,0.0005780219086852482,0.2640226303960188,0.010500679937969548,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,H,mean_inverse_distance_weighted_degree,contact_network,158,669,648,0.986726266551643,0.9256639970403577,0.06106226951128523,0.032783383847642504,0.08934115517492797,True,2.407215628254305e-06,5.627257312802272e-06,0.059129650678275955,0.0019326188330092767,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,H,mean_betweenness,contact_network,158,669,648,0.023384827674143533,0.021321844651857366,0.0020629830222861642,-0.0001424591268159663,0.004268425171388295,True,0.005549867149164461,0.008516420177745976,0.002197336836837626,-0.0001343538145514617,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,H,mean_closeness,contact_network,158,669,648,0.2017615045538036,0.1970990009309195,0.004662503622884086,0.0007117496989200679,0.008613257546848104,True,0.013863717926991887,0.020116640281003947,0.004746335838932499,-8.383221604841336e-05,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,H,mean_ca_curvature_degrees,experimental_pdb_geometry,158,669,648,87.6982179578419,84.61654678424338,3.081671173598515,2.1774391137144544,3.985903233482576,True,5.877181752184611e-14,2.6414300009818477e-13,3.086549292107012,-0.004878118508496954,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,H,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,158,669,648,52.886793627745845,62.65311925701133,-9.766325629265495,-12.753221081741724,-6.7794301767892655,True,1.7834149906787748e-10,5.768724914936626e-10,-9.696556262510981,-0.06976936675451384,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,H,ca_end_to_end_ratio,experimental_pdb_geometry,154,662,571,0.39800243779660194,0.4746428467158337,-0.0766404089192317,-0.09611895265757531,-0.05716186518088809,True,1.9576271020143682e-16,1.0379171674892084e-15,-0.0766404089192317,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,E,mean_contact_degree,contact_network,9,11,114,7.98526936026936,7.459368963467404,0.5259003968019567,,,False,,,0.5259003968019567,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,E,mean_inverse_distance_weighted_degree,contact_network,9,11,114,1.331234210006214,1.2324374149349362,0.0987967950712778,,,False,,,0.0987967950712778,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,E,mean_betweenness,contact_network,9,11,114,0.02904553168658875,0.023641775290416646,0.005403756396172105,,,False,,,0.005403756396172105,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,E,mean_closeness,contact_network,9,11,114,0.2344242219716715,0.23421820824423292,0.00020601372743861424,,,False,,,0.00020601372743861424,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,E,mean_ca_curvature_degrees,experimental_pdb_geometry,9,11,114,63.74076250283151,59.806762222134,3.9340002806975027,,,False,,,3.9340002806975027,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,E,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,9,11,114,127.91716335935303,130.87793839638096,-2.9607750370279575,,,False,,,-2.9607750370279575,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,E,ca_end_to_end_ratio,experimental_pdb_geometry,9,11,112,0.668814591675824,0.8218951587808525,-0.1530805671050285,,,False,,,-0.1530805671050285,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,C,mean_contact_degree,contact_network,2,2,28,8.5,6.511675579322638,1.9883244206773618,,,False,,,1.9883244206773618,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,C,mean_inverse_distance_weighted_degree,contact_network,2,2,28,1.457338929689147,1.0517804325502829,0.40555849713886427,,,False,,,0.40555849713886427,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,C,mean_betweenness,contact_network,2,2,28,0.01593890845897045,0.016850006937463267,-0.0009110984784928182,,,False,,,-0.0009110984784928182,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,C,mean_closeness,contact_network,2,2,28,0.20561785316305456,0.19923049460535353,0.006387358557701034,,,False,,,0.006387358557701034,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,C,mean_ca_curvature_degrees,experimental_pdb_geometry,2,2,28,86.12088156490218,69.44770650650712,16.67317505839506,,,False,,,16.67317505839506,0.0,True
esm3_top28_bilstm_attn,test,-1,fully_resolved_local,C,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,2,2,28,45.909375863573175,105.82013659010025,-59.91076072652707,,,False,,,-59.91076072652707,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,G,mean_contact_degree,contact_network,65,74,336,4.483589743589744,5.040563994410148,-0.5569742508204046,-1.1180496789985583,0.004101177357749175,True,0.03395564702033163,0.04609363848913796,-0.5569742508204046,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,G,mean_inverse_distance_weighted_degree,contact_network,65,74,336,0.7084970139175063,0.798017009774284,-0.08951999585677775,-0.1794082105634437,0.0003682188498881911,True,0.03181506830468136,0.04345001741155269,-0.08951999585677775,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,G,mean_betweenness,contact_network,65,74,336,0.00731031476252974,0.011549425057201312,-0.004239110294671571,-0.007767607181076143,-0.0007106134082669985,True,0.005317383845703608,0.008170116024128463,-0.004239110294671571,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,G,mean_closeness,contact_network,65,74,336,0.15347285257115914,0.15906210012003108,-0.005589247548871936,-0.01574527144784392,0.004566776350100048,True,0.431012771706093,0.4737850314937205,-0.005589247548871936,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,G,mean_ca_curvature_degrees,experimental_pdb_geometry,65,74,336,79.79056116595382,84.5052388748237,-4.714677708869869,-7.651363215474401,-1.7779922022653363,True,0.003240119462234293,0.005161252240727192,-4.714677708869869,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,G,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,65,74,336,74.2863317554845,71.08974648694324,3.196585268541264,-3.9424972317764824,10.335667768859011,True,0.2434179877223066,0.2853483411918931,3.196585268541264,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,G,ca_end_to_end_ratio,experimental_pdb_geometry,58,63,216,0.7726804088173373,0.758703728288889,0.013976680528448504,-0.030191219030569524,0.058144580087466535,True,0.5931865574798056,0.6319816870339169,0.013976680528448504,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,C,mean_contact_degree,contact_network,782,2087,14695,4.181054404144924,5.541093703005767,-1.360039298860843,-1.4636113685911905,-1.2564672291304955,True,5.441492366893204e-84,5.76158015318104e-82,-1.3631123057239405,0.003073006863097527,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,C,mean_inverse_distance_weighted_degree,contact_network,782,2087,14695,0.6670285013866605,0.8953712500744526,-0.22834274868779206,-0.2454553749876216,-0.21123012238796252,True,9.006219479038765e-86,1.2008292638718353e-83,-0.2287558271920474,0.0004130785042553431,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,C,mean_betweenness,contact_network,782,2087,14695,0.010981390279851556,0.017877597248387854,-0.006896206968536299,-0.007857087238094843,-0.005935326698977755,True,9.41081964083632e-57,3.1081606153220874e-55,-0.0070557224017420705,0.00015951543320577143,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,C,mean_closeness,contact_network,782,2087,14695,0.17262773442764243,0.19188396362518115,-0.019256229197538756,-0.02175818607540859,-0.01675427231966892,True,2.0747026340816914e-52,5.0809044099959795e-51,-0.02021227413806366,0.0009560449405249041,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,C,mean_ca_curvature_degrees,experimental_pdb_geometry,782,2087,14677,67.69932973685701,66.42115022603105,1.2781795108259633,0.677109894771626,1.8792491268803007,True,1.8469821507570405e-06,4.348682630951829e-06,1.3469810679103211,-0.06880155708435787,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,C,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,781,2085,14569,106.81883733385247,114.47420246779221,-7.655365133939745,-9.406696857210612,-5.9040334106688785,True,9.705953951523368e-19,5.785005666470882e-18,-7.4589362910152746,-0.19642884292447071,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,C,ca_end_to_end_ratio,experimental_pdb_geometry,747,1864,7668,0.6697615373549253,0.8533835109551506,-0.18362197360022545,-0.19789704118273538,-0.16934690601771551,True,8.630748221204675e-83,8.176498314825482e-81,-0.18362197360022545,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,T,mean_contact_degree,contact_network,570,1173,6716,2.8896177944862154,4.020063969099711,-1.130446174613496,-1.275815602556051,-0.985076746670941,True,1.9451908483068585e-40,2.8817642197138645e-39,-1.130446174613496,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,T,mean_inverse_distance_weighted_degree,contact_network,570,1173,6716,0.4503491731493606,0.643831153566603,-0.19348198041724243,-0.2173388772641722,-0.16962508357031267,True,1.5836086888006245e-42,2.4679615929360383e-41,-0.19348198041724243,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,T,mean_betweenness,contact_network,570,1173,6716,0.00444384128471564,0.009164729194816357,-0.00472088791010072,-0.005604288110123223,-0.0038374877100782164,True,3.4505017749454554e-43,5.5208028399127286e-42,-0.00472088791010072,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,T,mean_closeness,contact_network,570,1173,6716,0.1453207191085783,0.16885020632620107,-0.023529487217622765,-0.02750569859891698,-0.01955327583632855,True,1.250975055504011e-26,1.1945650397385781e-25,-0.023529487217622765,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,T,mean_ca_curvature_degrees,experimental_pdb_geometry,570,1172,6712,79.57783474046535,81.34393847344228,-1.7661037329769202,-2.577961518093379,-0.9542459478604614,True,0.009524009441874778,0.014132907663128278,-1.7661037329769202,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,T,mean_abs_ca_virtual_torsion_degrees,experimental_pdb_geometry,570,1171,6704,75.32165102391241,87.59643886577803,-12.274787841865614,-14.743052699536365,-9.806522984194862,True,1.1343912831021517e-22,8.437621113982947e-22,-12.274787841865614,0.0,True
esm2_frozen_bilstm_attn,train,1,fully_resolved_local,T,ca_end_to_end_ratio,experimental_pdb_geometry,506,984,4218,0.963331277131205,0.9640142482937811,-0.0006829711625759987,-0.009092847901693681,0.007726905576541683,True,0.0002214259465604179,0.00042445868350239857,-0.0006829711625759987,0.0,True
