condition,sign,stage,evaluation_split,structural_cohort,model_training_cohort,fitted_model_identifier,n_train_segments,n_train_proteins,model_status,n_segments,n_selected_segments,n_control_segments,n_proteins,weighted_auroc,weighted_average_precision,macro_within_protein_q8_concordance,n_matched_protein_q8_strata,delta_auroc_from_previous_stage,delta_concordance_from_previous_stage
esm3_frozen_bilstm_attn,-1,04_add_contact_network,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,7371,701,ok,1317,659,658,155,0.8293251270506392,0.7872657022022624,0.8595031435937023,164,-0.0029130529294706387,0.0011162070765725618
esm3_frozen_bilstm_attn,-1,05_add_ecod_domain,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,7371,701,ok,1317,659,658,155,0.8314883731434232,0.785825415910296,0.8626779353447808,164,0.0021632460927839547,0.0031747917510784873
esm3_frozen_bilstm_attn,1,00_q8_only,test,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__00_q8_only,30949,915,ok,3771,787,2984,192,0.5,0.4999999999999994,0.5,378,,
esm3_frozen_bilstm_attn,1,01_base_biophysics,test,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,30949,915,ok,3771,787,2984,192,0.7905049462967433,0.7829290460230947,0.8065862658601511,378,0.2905049462967433,0.30658626586015114
esm3_frozen_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,30949,915,ok,3771,787,2984,192,0.8129691230928258,0.8020160818845392,0.8181117551677274,378,0.02246417679608248,0.011525489307576242
esm3_frozen_bilstm_attn,1,03_add_experimental_pdb_geometry,test,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,30949,915,ok,3771,787,2984,192,0.8142836170764083,0.8038933489038598,0.824416516556131,378,0.001314493983582521,0.006304761388403635
esm3_frozen_bilstm_attn,1,04_add_contact_network,test,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,30949,915,ok,3771,787,2984,192,0.8264421414930846,0.81381741561106,0.8372070290352854,378,0.012158524416676308,0.012790512479154414
esm3_frozen_bilstm_attn,1,05_add_ecod_domain,test,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,30949,915,ok,3771,787,2984,192,0.8338794177814881,0.8217573817641544,0.8431324544876996,378,0.007437276288403516,0.005925425452414146
esm3_frozen_bilstm_attn,1,00_q8_only,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__00_q8_only,30949,915,ok,3638,762,2876,191,0.5,0.5000000000000019,0.5,371,,
esm3_frozen_bilstm_attn,1,01_base_biophysics,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,30949,915,ok,3638,762,2876,191,0.7912163344113352,0.7841119941627082,0.7926228858742842,371,0.2912163344113352,0.2926228858742842
esm3_frozen_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,30949,915,ok,3638,762,2876,191,0.8118772255331939,0.8033032931678463,0.8139420280084774,371,0.02066089112185865,0.02131914213419317
esm3_frozen_bilstm_attn,1,03_add_experimental_pdb_geometry,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,30949,915,ok,3638,762,2876,191,0.8180756717600377,0.8058668766243746,0.8138260251154023,371,0.006198446226843846,-0.0001160028930751178
esm3_frozen_bilstm_attn,1,04_add_contact_network,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,30949,915,ok,3638,762,2876,191,0.83000862222052,0.8120684936631675,0.8298492701274045,371,0.011932950460482261,0.016023245012002252
esm3_frozen_bilstm_attn,1,05_add_ecod_domain,validation,fully_resolved_geometry,reference_80,esm3_frozen_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,30949,915,ok,3638,762,2876,191,0.8309680038149385,0.8121110233820698,0.8326506878469525,371,0.0009593815944185513,0.002801417719548005
esm3_top28_bilstm_attn,-1,00_q8_only,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__00_q8_only,6833,691,ok,1341,670,671,163,0.5,0.4999999999999992,0.5,163,,
esm3_top28_bilstm_attn,-1,01_base_biophysics,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__01_base_biophysics,6833,691,ok,1341,670,671,163,0.8420218590063964,0.808495421581588,0.8575234453110221,163,0.34202185900639637,0.3575234453110221
esm3_top28_bilstm_attn,-1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__02_add_local_sequence_or_annotation_geometry,6833,691,ok,1341,670,671,163,0.8513555774944166,0.818032726664293,0.8584755076012744,163,0.009333718488020226,0.0009520622902523534
esm3_top28_bilstm_attn,-1,03_add_experimental_pdb_geometry,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__03_add_experimental_pdb_geometry,6833,691,ok,1341,670,671,163,0.8578251184905548,0.8254981489194797,0.8645175454607971,163,0.006469540996138168,0.00604203785952262
esm3_top28_bilstm_attn,-1,04_add_contact_network,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,6833,691,ok,1341,670,671,163,0.8624834987247292,0.8307236008443417,0.873938865572301,163,0.00465838023417442,0.009421320111503984
esm3_top28_bilstm_attn,-1,05_add_ecod_domain,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,6833,691,ok,1341,670,671,163,0.8653360999625108,0.8352192685889228,0.8693238760876797,163,0.002852601237781638,-0.004614989484621357
esm3_top28_bilstm_attn,-1,00_q8_only,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__00_q8_only,6833,691,ok,1274,665,609,150,0.5,0.5000000000000003,0.5,156,,
esm3_top28_bilstm_attn,-1,01_base_biophysics,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__01_base_biophysics,6833,691,ok,1274,665,609,150,0.8559544105850008,0.8139523654649903,0.8794518137097032,156,0.35595441058500077,0.37945181370970316
esm3_top28_bilstm_attn,-1,02_add_local_sequence_or_annotation_geometry,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__02_add_local_sequence_or_annotation_geometry,6833,691,ok,1274,665,609,150,0.863228996260656,0.8330813910579604,0.8914858735710559,156,0.0072745856756551985,0.012034059861352753
esm3_top28_bilstm_attn,-1,03_add_experimental_pdb_geometry,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__03_add_experimental_pdb_geometry,6833,691,ok,1274,665,609,150,0.8673759364891396,0.8432454327166061,0.8961599526195189,156,0.004146940228483609,0.0046740790484629535
esm3_top28_bilstm_attn,-1,04_add_contact_network,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,6833,691,ok,1274,665,609,150,0.8665774443189957,0.8423728487516337,0.8903443093131208,156,-0.0007984921701438275,-0.005815643306398055
esm3_top28_bilstm_attn,-1,05_add_ecod_domain,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,6833,691,ok,1274,665,609,150,0.8688254759160684,0.8446118414545886,0.8901746289998262,156,0.0022480315970726528,-0.00016968031329456235
esm3_top28_bilstm_attn,1,00_q8_only,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__00_q8_only,31063,888,ok,3772,792,2980,186,0.5,0.5000000000000048,0.5,384,,
esm3_top28_bilstm_attn,1,01_base_biophysics,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,31063,888,ok,3772,792,2980,186,0.8013678339291364,0.7946647045087599,0.8126211384030646,384,0.30136783392913635,0.3126211384030646
esm3_top28_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,31063,888,ok,3772,792,2980,186,0.819972408559042,0.8163924186917402,0.8258085809817927,384,0.018604574629905613,0.01318744257872806
esm3_top28_bilstm_attn,1,03_add_experimental_pdb_geometry,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,31063,888,ok,3772,792,2980,186,0.8217642434636064,0.8156635046493896,0.8316663768866718,384,0.001791834904564471,0.005857795904879115
esm3_top28_bilstm_attn,1,04_add_contact_network,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,31063,888,ok,3772,792,2980,186,0.830757441410811,0.8238706226437554,0.8406091232483769,384,0.008993197947204545,0.008942746361705112
esm3_top28_bilstm_attn,1,05_add_ecod_domain,test,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,31063,888,ok,3772,792,2980,186,0.8373719510796906,0.8304306976815654,0.8478991288869322,384,0.0066145096688796645,0.007290005638555308
esm3_top28_bilstm_attn,1,00_q8_only,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__00_q8_only,31063,888,ok,3832,806,3026,196,0.5,0.5000000000000022,0.5,403,,
esm3_top28_bilstm_attn,1,01_base_biophysics,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,31063,888,ok,3832,806,3026,196,0.8052706201904318,0.7813058577962413,0.8006177577261698,403,0.30527062019043183,0.30061775772616983
esm3_top28_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,31063,888,ok,3832,806,3026,196,0.8164994189142695,0.7964992462950211,0.8026257771835956,403,0.01122879872383764,0.0020080194574257915
esm3_top28_bilstm_attn,1,03_add_experimental_pdb_geometry,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,31063,888,ok,3832,806,3026,196,0.8157414395793199,0.7959931312540343,0.8103057701679852,403,-0.0007579793349495878,0.007679992984389594
esm3_top28_bilstm_attn,1,04_add_contact_network,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,31063,888,ok,3832,806,3026,196,0.826270464394503,0.8056204902497117,0.8228830662233446,403,0.010529024815183141,0.0125772960553594
esm3_top28_bilstm_attn,1,05_add_ecod_domain,validation,fully_resolved_geometry,reference_80,esm3_top28_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,31063,888,ok,3832,806,3026,196,0.8269615161345999,0.8051091364692556,0.8193036433034796,403,0.0006910517400968708,-0.0035794229198650163
esm3_top4_bilstm_attn,-1,00_q8_only,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__00_q8_only,7039,703,ok,1356,642,714,163,0.5,0.5000000000000002,0.5,164,,
esm3_top4_bilstm_attn,-1,01_base_biophysics,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__01_base_biophysics,7039,703,ok,1356,642,714,163,0.8301563537631507,0.765949695899037,0.8432963970959396,164,0.33015635376315067,0.3432963970959396
esm3_top4_bilstm_attn,-1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__02_add_local_sequence_or_annotation_geometry,7039,703,ok,1356,642,714,163,0.8459549045942159,0.7912183248325815,0.8649825677455252,164,0.015798550831065183,0.021686170649585557
esm3_top4_bilstm_attn,-1,03_add_experimental_pdb_geometry,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__03_add_experimental_pdb_geometry,7039,703,ok,1356,642,714,163,0.8568560232461939,0.8065538391620406,0.8738363001040846,164,0.01090111865197807,0.008853732358559463
esm3_top4_bilstm_attn,-1,04_add_contact_network,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,7039,703,ok,1356,642,714,163,0.8604100394264159,0.8086694518317953,0.877144438084479,164,0.003554016180221997,0.00330813798039431
esm3_top4_bilstm_attn,-1,05_add_ecod_domain,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,7039,703,ok,1356,642,714,163,0.8617262001348474,0.8090282344960142,0.8739586739561334,164,0.0013161607084314353,-0.0031857641283455918
esm3_top4_bilstm_attn,-1,00_q8_only,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__00_q8_only,7039,703,ok,1265,626,639,151,0.5,0.49999999999999956,0.5,156,,
esm3_top4_bilstm_attn,-1,01_base_biophysics,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__01_base_biophysics,7039,703,ok,1265,626,639,151,0.8345184309995051,0.7824834704313245,0.8573902070881854,156,0.33451843099950507,0.35739020708818536
esm3_top4_bilstm_attn,-1,02_add_local_sequence_or_annotation_geometry,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__02_add_local_sequence_or_annotation_geometry,7039,703,ok,1265,626,639,151,0.8467424469285744,0.8083930043605656,0.8732392191871975,156,0.012224015929069298,0.015849012099012127
esm3_top4_bilstm_attn,-1,03_add_experimental_pdb_geometry,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__03_add_experimental_pdb_geometry,7039,703,ok,1265,626,639,151,0.847422659026102,0.8149211657829063,0.8708133486837877,156,0.000680212097527666,-0.0024258705034098105
esm3_top4_bilstm_attn,-1,04_add_contact_network,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,7039,703,ok,1265,626,639,151,0.8473401094272477,0.8156132724519032,0.8684765529187374,156,-8.254959885434232e-05,-0.0023367957650503035
esm3_top4_bilstm_attn,-1,05_add_ecod_domain,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,7039,703,ok,1265,626,639,151,0.8488403363570616,0.8160141775648198,0.8675770181175755,156,0.001500226929813886,-0.0008995348011618942
esm3_top4_bilstm_attn,1,00_q8_only,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__00_q8_only,30994,911,ok,3856,789,3067,195,0.5,0.5000000000000006,0.5,397,,
esm3_top4_bilstm_attn,1,01_base_biophysics,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,30994,911,ok,3856,789,3067,195,0.7942741927513918,0.7771983052516483,0.8052664711137114,397,0.29427419275139177,0.3052664711137114
esm3_top4_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,30994,911,ok,3856,789,3067,195,0.8110408098625993,0.795375316639089,0.8147321988310179,397,0.016766617111207527,0.009465727717306471
esm3_top4_bilstm_attn,1,03_add_experimental_pdb_geometry,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,30994,911,ok,3856,789,3067,195,0.8158179218407458,0.8011949490180339,0.8237633446840912,397,0.004777111978146453,0.009031145853073297
esm3_top4_bilstm_attn,1,04_add_contact_network,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,30994,911,ok,3856,789,3067,195,0.8318287349171523,0.8169610794743668,0.8438747590134578,397,0.016010813076406505,0.020111414329366584
esm3_top4_bilstm_attn,1,05_add_ecod_domain,test,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,30994,911,ok,3856,789,3067,195,0.8421870040233748,0.8274070131694339,0.8532697428324603,397,0.010358269106222506,0.0093949838190025
esm3_top4_bilstm_attn,1,00_q8_only,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__00_q8_only,30994,911,ok,3659,766,2893,193,0.5,0.5000000000000017,0.5,387,,
esm3_top4_bilstm_attn,1,01_base_biophysics,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,30994,911,ok,3659,766,2893,193,0.8080402732826746,0.7850099580651658,0.8129409210273281,387,0.3080402732826746,0.31294092102732807
esm3_top4_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,30994,911,ok,3659,766,2893,193,0.8206583061995804,0.8061956478411862,0.8108307337012545,387,0.012618032916905775,-0.002110187326073598
esm3_top4_bilstm_attn,1,03_add_experimental_pdb_geometry,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,30994,911,ok,3659,766,2893,193,0.8250224541602107,0.8084963231247513,0.8224142865553168,387,0.004364147960630338,0.011583552854062318
esm3_top4_bilstm_attn,1,04_add_contact_network,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,30994,911,ok,3659,766,2893,193,0.8361441816086538,0.8132453359866172,0.8355764037954141,387,0.011121727448443086,0.013162117240097304
esm3_top4_bilstm_attn,1,05_add_ecod_domain,validation,fully_resolved_geometry,reference_80,esm3_top4_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,30994,911,ok,3659,766,2893,193,0.839780923492105,0.8143347172310343,0.8389461532623408,387,0.0036367418834512,0.003369749466926697
esm2_frozen_bilstm_attn,-1,00_q8_only,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__00_q8_only,7949,717,ok,1651,599,1052,169,0.5,0.5000000000000003,0.5,185,,
esm2_frozen_bilstm_attn,-1,01_base_biophysics,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__01_base_biophysics,7949,717,ok,1651,599,1052,169,0.8043489534135492,0.7384947364852712,0.8243570905506996,185,0.3043489534135492,0.3243570905506996
esm2_frozen_bilstm_attn,-1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__02_add_local_sequence_or_annotation_geometry,7949,717,ok,1651,599,1052,169,0.8214496591915836,0.7687579824325416,0.8306328085939615,185,0.017100705778034464,0.00627571804326188
esm2_frozen_bilstm_attn,-1,03_add_experimental_pdb_geometry,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__03_add_experimental_pdb_geometry,7949,717,ok,1651,599,1052,169,0.8276673768651485,0.7739596811350273,0.8333736838523809,185,0.0062177176735648265,0.002740875258419373
esm2_frozen_bilstm_attn,-1,04_add_contact_network,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,7949,717,ok,1651,599,1052,169,0.8312795556854439,0.7726906009884627,0.8375474756803077,185,0.0036121788202954086,0.004173791827926876
esm2_frozen_bilstm_attn,-1,05_add_ecod_domain,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,7949,717,ok,1651,599,1052,169,0.8290195876667279,0.7700237094466845,0.8370047234702623,185,-0.0022599680187159743,-0.0005427522100454052
esm2_frozen_bilstm_attn,-1,00_q8_only,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__00_q8_only,7949,717,ok,1609,639,970,166,0.5,0.5000000000000008,0.5,184,,
esm2_frozen_bilstm_attn,-1,01_base_biophysics,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__01_base_biophysics,7949,717,ok,1609,639,970,166,0.7962725437435991,0.7292887226027819,0.806052556550136,184,0.2962725437435991,0.30605255655013597
esm2_frozen_bilstm_attn,-1,02_add_local_sequence_or_annotation_geometry,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__02_add_local_sequence_or_annotation_geometry,7949,717,ok,1609,639,970,166,0.8126706838370683,0.7580819834714262,0.820934879327394,184,0.016398140093469182,0.014882322777257984
esm2_frozen_bilstm_attn,-1,03_add_experimental_pdb_geometry,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__03_add_experimental_pdb_geometry,7949,717,ok,1609,639,970,166,0.8161744507937801,0.7617431039679041,0.8251468888077175,184,0.00350376695671184,0.00421200948032352
esm2_frozen_bilstm_attn,-1,04_add_contact_network,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,7949,717,ok,1609,639,970,166,0.819030135698885,0.764160950549406,0.8213550262677959,184,0.002855684905104905,-0.0037918625399215866
esm2_frozen_bilstm_attn,-1,05_add_ecod_domain,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,7949,717,ok,1609,639,970,166,0.8174603324450729,0.7732737725106313,0.8144407281214232,184,-0.0015698032538121742,-0.006914298146372677
esm2_frozen_bilstm_attn,1,00_q8_only,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__00_q8_only,30233,888,ok,6571,920,5651,194,0.5,0.5000000000000029,0.5,445,,
esm2_frozen_bilstm_attn,1,01_base_biophysics,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,30233,888,ok,6571,920,5651,194,0.7910246313514775,0.7812896296500328,0.7960077891827227,445,0.2910246313514775,0.29600778918272275
esm2_frozen_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,30233,888,ok,6571,920,5651,194,0.8125764801517491,0.8002921803113265,0.8086673350443461,445,0.02155184880027161,0.012659545861623323
esm2_frozen_bilstm_attn,1,03_add_experimental_pdb_geometry,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,30233,888,ok,6571,920,5651,194,0.8162260268805349,0.8038076844266673,0.811543098789373,445,0.003649546728785813,0.00287576374502696
esm2_frozen_bilstm_attn,1,04_add_contact_network,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,30233,888,ok,6571,920,5651,194,0.8215193902529402,0.8083643342675275,0.8118519693772843,445,0.005293363372405269,0.00030887058791129185
esm2_frozen_bilstm_attn,1,05_add_ecod_domain,test,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,30233,888,ok,6571,920,5651,194,0.8223577502740348,0.8095361572943838,0.811785438065753,445,0.0008383600210946085,-6.653131153133707e-05
esm2_frozen_bilstm_attn,1,00_q8_only,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__00_q8_only,30233,888,ok,6506,952,5554,197,0.5,0.5000000000000033,0.5,471,,
esm2_frozen_bilstm_attn,1,01_base_biophysics,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__01_base_biophysics,30233,888,ok,6506,952,5554,197,0.7878304896649009,0.7784109374266261,0.7987771343466056,471,0.2878304896649009,0.2987771343466056
esm2_frozen_bilstm_attn,1,02_add_local_sequence_or_annotation_geometry,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__02_add_local_sequence_or_annotation_geometry,30233,888,ok,6506,952,5554,197,0.8017617448283362,0.7891192300652348,0.8067397699312013,471,0.013931255163435297,0.007962635584595756
esm2_frozen_bilstm_attn,1,03_add_experimental_pdb_geometry,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__03_add_experimental_pdb_geometry,30233,888,ok,6506,952,5554,197,0.8089343181056394,0.796974155263191,0.8101343858990198,471,0.007172573277303251,0.0033946159678184262
esm2_frozen_bilstm_attn,1,04_add_contact_network,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__04_add_contact_network,30233,888,ok,6506,952,5554,197,0.8141797085760534,0.8027070444605591,0.8162517348124283,471,0.0052453904704139465,0.006117348913408538
esm2_frozen_bilstm_attn,1,05_add_ecod_domain,validation,fully_resolved_local,reference_80,esm2_frozen_bilstm_attn__sign+1__train-reference_80__05_add_ecod_domain,30233,888,ok,6506,952,5554,197,0.8153053085005155,0.8034069217671852,0.8160215991038615,471,0.0011255999244621506,-0.000230135708566781
esm2_top28_bilstm_attn,-1,00_q8_only,test,fully_resolved_local,reference_80,esm2_top28_bilstm_attn__sign-1__train-reference_80__00_q8_only,6410,694,ok,1384,615,769,159,0.5,0.4999999999999999,0.5,161,,
esm2_top28_bilstm_attn,-1,01_base_biophysics,test,fully_resolved_local,reference_80,esm2_top28_bilstm_attn__sign-1__train-reference_80__01_base_biophysics,6410,694,ok,1384,615,769,159,0.8665577103512077,0.8328552625073611,0.9019349928879771,161,0.36655771035120766,0.40193499288797707
esm2_top28_bilstm_attn,-1,02_add_local_sequence_or_annotation_geometry,test,fully_resolved_local,reference_80,esm2_top28_bilstm_attn__sign-1__train-reference_80__02_add_local_sequence_or_annotation_geometry,6410,694,ok,1384,615,769,159,0.8795653437711562,0.8465180942971839,0.9009859479294227,161,0.013007633419948594,-0.0009490449585544125
esm2_top28_bilstm_attn,-1,03_add_experimental_pdb_geometry,test,fully_resolved_local,reference_80,esm2_top28_bilstm_attn__sign-1__train-reference_80__03_add_experimental_pdb_geometry,6410,694,ok,1384,615,769,159,0.8860667150762612,0.8572510835667563,0.9098844854304738,161,0.006501371305104975,0.008898537501051185
esm2_top28_bilstm_attn,-1,04_add_contact_network,test,fully_resolved_local,reference_80,esm2_top28_bilstm_attn__sign-1__train-reference_80__04_add_contact_network,6410,694,ok,1384,615,769,159,0.8874365898988832,0.8567451134307554,0.9110969675108866,161,0.0013698748226219637,0.0012124820804128023
esm2_top28_bilstm_attn,-1,05_add_ecod_domain,test,fully_resolved_local,reference_80,esm2_top28_bilstm_attn__sign-1__train-reference_80__05_add_ecod_domain,6410,694,ok,1384,615,769,159,0.8901988224965577,0.859262633663906,0.9106641870347911,161,0.0027622325976744966,-0.00043278047609551784
esm2_top28_bilstm_attn,-1,00_q8_only,validation,fully_resolved_local,reference_80,esm2_top28_bilstm_attn__sign-1__train-reference_80__00_q8_only,6410,694,ok,1341,621,720,155,0.5,0.49999999999999917,0.5,155,,
