condition,sign,model_cohort,receiver_scope,stage,evaluation_split,n_pairs,n_proteins,auroc,average_precision,macro_protein_auroc,delta_auroc_from_previous_stage
esm3_top4_bilstm_attn,-1,all_receivers,all_eligible_queries,00_distance_q8,validation,5060,165,0.5007130257334487,0.5098121047168566,0.4973023523231252,
esm3_top4_bilstm_attn,-1,all_receivers,all_eligible_queries,00_distance_q8,test,5258,170,0.4961736722198389,0.5062966092566045,0.5100033706106145,
esm3_top4_bilstm_attn,-1,all_receivers,all_eligible_queries,01_add_query_biophysics,validation,5060,165,0.9731081188540782,0.9766775647607476,0.9543934378354084,0.47239509312062955
esm3_top4_bilstm_attn,-1,all_receivers,all_eligible_queries,01_add_query_biophysics,test,5258,170,0.9715411445269287,0.976316720468177,0.9583271903169329,0.47536747230708987
esm3_top4_bilstm_attn,-1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,validation,5060,165,0.9747178947430912,0.977954484811107,0.9581160296644632,0.0016097758890130098
esm3_top4_bilstm_attn,-1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,test,5258,170,0.9712527663970749,0.9710061681813567,0.959766570216597,-0.00028837812985382794
esm3_top4_bilstm_attn,1,all_receivers,all_eligible_queries,00_distance_q8,validation,9704,204,0.5187800727171709,0.5150519974850007,0.5497938169711879,
esm3_top4_bilstm_attn,1,all_receivers,all_eligible_queries,00_distance_q8,test,9654,201,0.5244946715902369,0.5166870226012885,0.5420288644763845,
esm3_top4_bilstm_attn,1,all_receivers,all_eligible_queries,01_add_query_biophysics,validation,9704,204,0.8815312870947729,0.8754174228498782,0.8808549620591567,0.36275121437760205
esm3_top4_bilstm_attn,1,all_receivers,all_eligible_queries,01_add_query_biophysics,test,9654,201,0.8785702761789136,0.87817765032919,0.874298562668697,0.3540756045886767
esm3_top4_bilstm_attn,1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,validation,9704,204,0.8808976507626085,0.8745268016581892,0.8796341958427113,-0.0006336363321644001
esm3_top4_bilstm_attn,1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,test,9654,201,0.8787835439035582,0.8773028149261347,0.8756130872857564,0.00021326772464458355
esm3_top4_bilstm_attn,-1,all_receivers,sequence_distal_ge21,00_distance_q8,validation,4533,161,0.5054432760104186,0.5093648661373888,0.5179140150670679,
esm3_top4_bilstm_attn,-1,all_receivers,sequence_distal_ge21,00_distance_q8,test,4750,166,0.4990691157406225,0.5052121790457967,0.5243118733150948,
esm3_top4_bilstm_attn,-1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,validation,4533,161,0.976633352670246,0.979601207139581,0.9588139577875193,0.4711900766598274
esm3_top4_bilstm_attn,-1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,test,4750,166,0.9746075411110261,0.9786130987165547,0.96463596541305,0.4755384253704036
esm3_top4_bilstm_attn,-1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,4533,161,0.9779763596510012,0.980662609741738,0.9603482922502651,0.0013430069807551792
esm3_top4_bilstm_attn,-1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,test,4750,166,0.9741531355578817,0.972957538196421,0.9629715372430917,-0.0004544055531443547
esm3_top4_bilstm_attn,1,all_receivers,sequence_distal_ge21,00_distance_q8,validation,8423,198,0.5176731280230347,0.512648416671118,0.549991970797363,
esm3_top4_bilstm_attn,1,all_receivers,sequence_distal_ge21,00_distance_q8,test,8375,194,0.5236443841914312,0.5131508601926006,0.5395702915057243,
esm3_top4_bilstm_attn,1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,validation,8423,198,0.8853544593620132,0.8793688908553956,0.8821860310868679,0.3676813313389785
esm3_top4_bilstm_attn,1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,test,8375,194,0.8829856675920187,0.8840841316547569,0.8772445457083606,0.35934128340058746
esm3_top4_bilstm_attn,1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,8423,198,0.8843966165127393,0.8785548723719127,0.8786650852003972,-0.0009578428492739155
esm3_top4_bilstm_attn,1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,test,8375,194,0.8828373352276078,0.8827726720914095,0.8773613707480094,-0.00014833236441091913
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,00_distance_q8,validation,5036,164,0.4998862039074566,0.5158658431236152,0.4950384065987994,
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,00_distance_q8,test,5235,170,0.49759478178664507,0.5103731866728898,0.5041870344207794,
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,01_add_query_biophysics,validation,5036,164,0.9742366592810925,0.9776000722390765,0.9586937156931008,0.4743504553736359
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,01_add_query_biophysics,test,5235,170,0.9715220353402778,0.9764012156295817,0.9583558163451888,0.47392725355363274
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,02_add_3d_geometry,validation,5036,164,0.9746653464322126,0.9779325213438627,0.9621657491981757,0.0004286871511200996
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,02_add_3d_geometry,test,5235,170,0.9710989890390426,0.9760928950939358,0.9579532656971733,-0.00042304630123524145
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,03_add_contact_network,validation,5036,164,0.9760562927109935,0.9791632921166257,0.9679844971144409,0.0013909462787808913
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,03_add_contact_network,test,5235,170,0.9725165882906974,0.977111043685462,0.9611246560337476,0.0014175992516548552
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,04_add_community_domain,validation,5036,164,0.9758862688887316,0.9791059912125413,0.9683281746523809,-0.00017002382226183332
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,04_add_community_domain,test,5235,170,0.9732345115858922,0.9776452383340406,0.9624983184012399,0.0007179232951948222
esm3_top4_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,validation,5036,164,0.9761452476606741,0.9793594232240141,0.9685910360387948,0.0002589787719424752
