condition,split,sign,mechanism_class,receiver_scope,feature,n_proteins,n_bands,high_minus_low_macro_protein_mean,ci95_low,ci95_high,inference_eligible,protein_sign_p_two_sided,protein_sign_q_bh
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,absolute_backbone_orientation_cosine,141,511,-0.008805175772075723,-0.027812422281118174,0.01020207073696673,True,0.500629264525242,0.776355534115883
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,absolute_sequence_separation,141,513,-1.0068670711654557,-3.1034180493793526,1.0896839070484414,True,0.7999564140878668,1.0
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,band_water_contact_count,141,511,0.0,0.0,0.0,True,1.0,1.0
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,direct_ca_contact,141,511,0.08639307964700482,0.060309363705294744,0.1124767955887149,True,1.2134658822387023e-12,9.56960899001253e-12
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,direct_putative_polar_contact,141,511,0.0382644552564321,0.02087239240293119,0.05565651810993301,True,3.641398627788796e-08,2.1870939126657164e-07
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,direct_putative_polar_contact_count,141,511,0.2825748766477992,0.20375468128450072,0.36139507201109766,True,3.4610428636474895e-16,3.2436826838048937e-15
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,disorder,141,513,-0.013302201856737205,-0.018247240168804347,-0.008357163544670063,True,2.4139453472431493e-30,4.181298190760455e-29
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,minimum_ca_distance_angstrom,141,511,-2.3822887366070122,-2.9735314004600766,-1.791046072753948,True,5.02296156526002e-11,3.6496424856196394e-10
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,minimum_heavy_atom_distance_angstrom,141,511,-2.2565276171214657,-2.8472713442484547,-1.6657838899944768,True,1.438425109833297e-11,1.077430391149265e-10
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,minimum_polar_atom_distance_angstrom,141,511,-2.002116398563294,-2.5725722585252564,-1.4316605386013317,True,1.6862794099851318e-10,1.1983084451908994e-09
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,neq,141,513,-0.39787699058744946,-0.4431091931486141,-0.35264478802628485,True,1.4349296274686127e-42,3.9705931622868707e-41
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,nonlocal_contact_path_exists,141,511,0.007828121251393117,0.0002614915220665835,0.01539475098071965,True,3.0517578125e-05,0.00014654480584777227
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,normalized_query_position,141,513,-0.011810040669362936,-0.029517340447753962,0.005897259109028089,True,0.5542689157763171,0.8316177081253328
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,one_water_bridge,141,511,0.002956076506863658,-0.00436819597982879,0.010280348993556107,True,0.20263875106454066,0.4138096600686409
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,ordinary_contact_path_exists,141,511,0.0,0.0,0.0,True,1.0,1.0
esm3_top4_bilstm_attn,test,-1,combined,all_eligible_queries,query_distance_to_band_domain_boundary_sequence,141,511,0.4864087127996936,-1.6998123887491257,2.6726298143485128,True,0.27184203624171277,0.5095396621342249
