condition,sign,evaluation_split,feature,feature_type,n_pairs,n_proteins,baseline_auroc,single_feature_auroc,delta_auroc_single_from_baseline,full_query_auroc,without_feature_auroc,delta_auroc_full_minus_without,baseline_macro_protein_auroc,single_feature_macro_protein_auroc,delta_macro_auroc_single_from_baseline,full_query_macro_protein_auroc,without_feature_macro_protein_auroc,delta_macro_auroc_full_minus_without,baseline_average_precision,single_feature_average_precision,full_query_average_precision,without_feature_average_precision
esm3_top4_bilstm_attn,-1,validation,neq,numeric,5060,165,0.5007130257334487,0.8348750197433452,0.33416199400989655,0.9731081188540782,0.9571069090225095,0.01600120983156872,0.4973023523231252,0.8377749783592795,0.3404726260361543,0.9543934378354084,0.9303122057501408,0.02408123208526758,0.5098121047168566,0.7690358876229461,0.9766775647607476,0.9596370087617945
esm3_top4_bilstm_attn,-1,validation,rsa,numeric,5060,165,0.5007130257334487,0.6991079835604137,0.19839495782696503,0.9731081188540782,0.972696144958569,0.00041197389550917674,0.4973023523231252,0.7138661817203185,0.21656382939719326,0.9543934378354084,0.951383665119734,0.0030097727156743748,0.5098121047168566,0.7109390139658913,0.9766775647607476,0.9760475057254485
esm3_top4_bilstm_attn,-1,validation,disorder,numeric,5060,165,0.5007130257334487,0.7419867015388952,0.24127367580544656,0.9731081188540782,0.9721299737802128,0.0009781450738653996,0.4973023523231252,0.8037004899273732,0.306398137604248,0.9543934378354084,0.9519211602739409,0.0024722775614675063,0.5098121047168566,0.6934528720630848,0.9766775647607476,0.9759067164169292
esm3_top4_bilstm_attn,-1,validation,torsion_change_from_previous,numeric,5060,165,0.5007130257334487,0.9171287247353532,0.41641569900190456,0.9731081188540782,0.9623963288860878,0.010711789967990382,0.4973023523231252,0.9123052461265667,0.4150028938034415,0.9543934378354084,0.9430764244402271,0.011317013395181319,0.5098121047168566,0.867607983985558,0.9766775647607476,0.9673584500770104
esm3_top4_bilstm_attn,-1,validation,query_amino_acid_class,categorical,5060,165,0.5007130257334487,0.6066527300652362,0.10593970433178757,0.9731081188540782,0.9724569595076684,0.000651159346409802,0.4973023523231252,0.6095127868781144,0.11221043455498919,0.9543934378354084,0.9553804017618232,-0.00098696392641473,0.5098121047168566,0.5797476834403227,0.9766775647607476,0.9760971920945893
esm3_top4_bilstm_attn,-1,validation,normalized_query_position,numeric,5060,165,0.5007130257334487,0.5010133745442626,0.00030034881081397735,0.9731081188540782,0.9729337681269686,0.00017435072710958455,0.4973023523231252,0.4974464579715792,0.0001441056484540182,0.9543934378354084,0.9551260764422135,-0.0007326386068050583,0.5098121047168566,0.5073970405706617,0.9766775647607476,0.9765389816946145
esm3_top4_bilstm_attn,-1,validation,query_in_any_band,numeric,5060,165,0.5007130257334487,0.8852908134195693,0.3845777876861206,0.9731081188540782,0.9394892054871736,0.03361891336690459,0.4973023523231252,0.7934269840061464,0.2961246316830212,0.9543934378354084,0.9429589895978352,0.011434448237573225,0.5098121047168566,0.8839518656005232,0.9766775647607476,0.9248443694324024
esm3_top4_bilstm_attn,-1,test,neq,numeric,5258,170,0.4961736722198389,0.8373792606494078,0.34120558842956894,0.9715411445269287,0.9535489826821191,0.017992161844809673,0.5100033706106145,0.8587898982659259,0.3487865276553114,0.9583271903169329,0.9314890877249786,0.026838102591954294,0.5062966092566045,0.7605129990794477,0.976316720468177,0.9608772814108579
esm3_top4_bilstm_attn,-1,test,rsa,numeric,5258,170,0.4961736722198389,0.6516849429140081,0.15551127069416926,0.9715411445269287,0.9732329243032731,-0.001691779776344382,0.5100033706106145,0.6791958465823325,0.16919247597171794,0.9583271903169329,0.9599456847204868,-0.0016184944035538829,0.5062966092566045,0.6750012518210536,0.976316720468177,0.9772703420880495
esm3_top4_bilstm_attn,-1,test,disorder,numeric,5258,170,0.4961736722198389,0.7328449377917876,0.23667126557194873,0.9715411445269287,0.9704730023520254,0.0010681421749033637,0.5100033706106145,0.7761150574232779,0.2661116868126634,0.9583271903169329,0.9565793889010233,0.0017478014159095778,0.5062966092566045,0.6835655103683413,0.976316720468177,0.9755570551957565
esm3_top4_bilstm_attn,-1,test,torsion_change_from_previous,numeric,5258,170,0.4961736722198389,0.901467863491372,0.4052941912715331,0.9715411445269287,0.9612056897164185,0.010335454810510236,0.5100033706106145,0.9010467349100747,0.3910433642994602,0.9583271903169329,0.9441087666258464,0.014218423691086501,0.5062966092566045,0.8526680013793182,0.976316720468177,0.9652601249329652
esm3_top4_bilstm_attn,-1,test,query_amino_acid_class,categorical,5258,170,0.4961736722198389,0.5862701334743632,0.09009646125452431,0.9715411445269287,0.9713686674919133,0.0001724770350154392,0.5100033706106145,0.584665450312567,0.07466207970195249,0.9583271903169329,0.9588409444325011,-0.0005137541155681991,0.5062966092566045,0.5727009967071846,0.976316720468177,0.9759833955677752
esm3_top4_bilstm_attn,-1,test,normalized_query_position,numeric,5258,170,0.4961736722198389,0.49660667350111737,0.0004330012812784889,0.9715411445269287,0.9714420281099945,9.911641693427509e-05,0.5100033706106145,0.5086344817145334,-0.0013688888960811108,0.9583271903169329,0.958050436249012,0.0002767540679209368,0.5062966092566045,0.5049793067927368,0.976316720468177,0.9762440061949178
esm3_top4_bilstm_attn,-1,test,query_in_any_band,numeric,5258,170,0.4961736722198389,0.9012163103660579,0.405042638146219,0.9715411445269287,0.9229609329387004,0.04858021158822834,0.5100033706106145,0.8306440250603274,0.3206406544497129,0.9583271903169329,0.9294884074566259,0.028838782860307055,0.5062966092566045,0.9039508935179686,0.976316720468177,0.8966617983181956
