condition,split,sign,label,seed_a,seed_b,observed_n_proteins,observed_n_informative_proteins,observed_total_bands_seed_a,observed_total_bands_seed_b,observed_total_matched_bands,observed_micro_f1,observed_micro_jaccard,observed_macro_f1_informative_proteins,observed_mean_matched_apex_distance,null_mean_micro_jaccard,null_std_micro_jaccard,micro_jaccard_empirical_p_upper,micro_jaccard_null_z,null_mean_macro_f1,null_std_macro_f1,macro_f1_empirical_p_upper,macro_f1_null_z,micro_jaccard_empirical_q_bh,macro_f1_empirical_q_bh
esm2_top4_bilstm_attn,train,-1,rigidity_supporting,1,2,967,940,5129,5299,4855,0.9311469121595704,0.8711645433339315,0.9109651693100367,0.3015447991761071,0.26823291060290305,0.005606242806923938,0.000999000999000999,107.54647158456697,0.38287782156384165,0.008423335930970506,0.000999000999000999,62.693373750481626,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,train,-1,rigidity_supporting,1,3,967,945,5129,5671,4946,0.9159259259259259,0.8448923812777588,0.8897897187751859,0.27031945006065505,0.2753327753160051,0.005546563250110738,0.000999000999000999,102.68693969195833,0.38960619033632604,0.008652121074722336,0.000999000999000999,57.81050959864332,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,train,-1,rigidity_supporting,2,3,967,946,5299,5671,5105,0.9307201458523245,0.8704177323103154,0.9107855396940194,0.27482859941234083,0.28136134511824057,0.00545331026486874,0.000999000999000999,108.0181318467955,0.3989260412428265,0.008353585993613558,0.000999000999000999,61.27422388929942,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,1,2,208,208,1158,1224,1097,0.9210747271200672,0.8536964980544747,0.9152246393465769,0.22333637192342753,0.20899077744371772,0.010655964925271983,0.000999000999000999,60.50186211496951,0.31311045022235023,0.01664806460987967,0.000999000999000999,36.167218426513465,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,1,3,208,208,1158,1316,1120,0.9054163298302345,0.827178729689808,0.8952532844045036,0.2767857142857143,0.21190362335687615,0.010483241221228954,0.000999000999000999,58.69130485016187,0.3183780892073253,0.01599985851376825,0.000999000999000999,36.05501853036786,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,2,3,208,208,1224,1316,1180,0.9291338582677166,0.8676470588235294,0.925825116306627,0.2652542372881356,0.21538692827807854,0.01035618987173196,0.000999000999000999,62.982635373058066,0.3254896545092618,0.015981449411433566,0.000999000999000999,37.56451910850269,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,1,2,208,207,1075,1131,1032,0.9356300997280145,0.879045996592845,0.925706204659419,0.29457364341085274,0.2659680360542294,0.012255830425207885,0.000999000999000999,50.02337167440178,0.38903601882950756,0.01826527137855392,0.000999000999000999,29.381999024664925,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,1,3,208,208,1075,1215,1042,0.9100436681222708,0.8349358974358975,0.8883255442897069,0.255278310940499,0.2740873311587784,0.01176562936774541,0.000999000999000999,47.66838634358509,0.39716665804084994,0.017063723928075286,0.000999000999000999,28.78380406991603,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,2,3,208,208,1131,1215,1100,0.9377664109121909,0.8828250401284109,0.9318591568782544,0.26272727272727275,0.2804016398957357,0.011495690156682349,0.000999000999000999,52.404282998397576,0.40740846441748596,0.01653486437001614,0.000999000999000999,31.71787084094821,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,test,1,flexibility_supporting,1,2,208,205,1158,1230,1105,0.9254606365159129,0.8612626656274357,0.9198498869064324,0.27873303167420815,0.2101591553095754,0.010412899593673327,0.000999000999000999,62.52854975317902,0.325174790681996,0.016822577976052487,0.000999000999000999,35.3498195740853,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,test,1,flexibility_supporting,1,3,208,205,1158,1271,1107,0.9114862083161795,0.8373676248108926,0.8955115363420446,0.28906955736224027,0.21209531189203454,0.010218306205470004,0.000999000999000999,61.191385376975774,0.3262069325272266,0.01630372798791408,0.000999000999000999,34.91867652826656,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,test,1,flexibility_supporting,2,3,208,205,1230,1271,1168,0.9340263894442223,0.8762190547636909,0.9257575780241684,0.23715753424657535,0.21446153515596267,0.010236517171866624,0.000999000999000999,64.64674542103631,0.3301999911108147,0.016507122644191824,0.000999000999000999,36.07882486551378,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,test,-1,rigidity_supporting,1,2,208,205,1090,1138,1045,0.9380610412926391,0.8833474218089603,0.9305937970224522,0.31004784688995213,0.2695519703546391,0.011870207055637117,0.000999000999000999,51.70890857904892,0.39111609642457995,0.018254658785744126,0.000999000999000999,29.55287781216564,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,test,-1,rigidity_supporting,1,3,208,206,1090,1202,1053,0.918848167539267,0.8498789346246973,0.9097909729427106,0.2972459639126306,0.2751557274062625,0.012287780122286155,0.000999000999000999,46.771931260071,0.39568949610815,0.01758093552004188,0.000999000999000999,29.24198636918361,0.000999000999000999,0.000999000999000999
esm2_top4_bilstm_attn,test,-1,rigidity_supporting,2,3,208,206,1138,1202,1092,0.9333333333333333,0.875,0.9148489546870517,0.26373626373626374,0.28295711766569104,0.01197602270109439,0.000999000999000999,49.43568471026754,0.4060830070423221,0.017340816874500235,0.000999000999000999,29.339214601410895,0.000999000999000999,0.000999000999000999
esm2_top28_bilstm_attn,train,1,flexibility_supporting,1,2,967,961,5302,5761,4649,0.8404591882852752,0.7248207047084503,0.810557777247155,0.5635620563562056,0.22115731211907005,0.004753747533294899,0.000999000999000999,105.95080808599084,0.3267954403389824,0.007799742191783301,0.000999000999000999,62.02286242458063,0.000999000999000999,0.000999000999000999
esm2_top28_bilstm_attn,train,1,flexibility_supporting,1,3,967,961,5302,5573,4523,0.831816091954023,0.71205919395466,0.7969350453624591,0.6836170683174884,0.22524498815934063,0.004656174853530168,0.000999000999000999,104.55238926996735,0.3314354551765949,0.0076886203569465515,0.000999000999000999,60.54396869332901,0.000999000999000999,0.000999000999000999
esm2_top28_bilstm_attn,train,1,flexibility_supporting,2,3,967,963,5761,5573,4783,0.8440091759308276,0.730117539306976,0.8162333001787795,0.6544010035542547,0.2225116593098567,0.004559111449610916,0.000999000999000999,111.3387741465367,0.33046463800822956,0.007365576647043857,0.000999000999000999,65.95120592024674,0.000999000999000999,0.000999000999000999
