condition,split,sign,q8,feature,feature_group,n_proteins,n_selected_segments,n_control_segments,selected_macro_protein_mean,control_macro_protein_mean,selected_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm2_top4_bilstm_attn,validation,1,T,mean_distance_to_domain_boundary,inter_domain_geometry,148,391,631,45.7137306949807,39.09592336154836,6.617807333432333,2.326103079368133,10.909511587496533,True,0.004123621687878269,0.009750712100081294
esm2_top4_bilstm_attn,validation,1,T,near_domain_boundary_fraction,inter_domain_geometry,148,391,631,0.02984234234234234,0.03852516665016665,-0.008682824307824306,-0.03673805503828963,0.01937240642264101,True,0.5853962098147429,0.6698201141584504
esm2_top4_bilstm_attn,validation,1,T,mean_cross_domain_contacts,inter_domain_geometry,148,391,631,0.2680488524238524,0.31913723476223477,-0.05108838233838234,-0.18198637804965906,0.07980961337289438,True,0.1834476519016549,0.2626923315824889
esm2_top4_bilstm_attn,validation,1,T,mean_cross_domain_contact_fraction,inter_domain_geometry,148,391,631,0.05867970586348561,0.04978399147297956,0.008895714390506055,-0.017214102579101352,0.035005531360113466,True,0.3670348104160056,0.46282808284002963
esm2_top4_bilstm_attn,validation,1,S,mean_ca_curvature_degrees,experimental_geometry,83,154,237,67.86341697435151,72.32926264254762,-4.465845668196117,-8.172755638803238,-0.7589356975889965,True,0.01591708161865789,0.03222590488337083
esm2_top4_bilstm_attn,validation,1,S,max_ca_curvature_degrees,experimental_geometry,83,154,237,76.74229650945387,75.04625898851017,1.6960375209436744,-2.4396907869721813,5.83176582885953,True,0.39840962876498176,0.4922642290590249
esm2_top4_bilstm_attn,validation,1,S,mean_abs_ca_virtual_torsion_degrees,experimental_geometry,83,154,237,77.34316987764517,90.66219188912311,-13.319022011477916,-23.665799679425703,-2.972244343530127,True,0.002855609276741701,0.007006777550309699
esm2_top4_bilstm_attn,validation,1,S,max_abs_ca_virtual_torsion_degrees,experimental_geometry,83,154,237,98.39907581886284,96.74906033118205,1.6500154876807982,-9.658755545662792,12.95878652102439,True,0.8168899951749119,0.8603767267239806
esm2_top4_bilstm_attn,validation,1,S,mean_contact_degree,contact_network,83,154,237,3.5397590361445785,4.8395080321285135,-1.2997489959839357,-1.8959360697506848,-0.7035619222171865,True,6.328939362262254e-05,0.00020694837287062558
esm2_top4_bilstm_attn,validation,1,S,max_contact_degree,contact_network,83,154,237,4.233333333333333,4.987521514629949,-0.7541881812966149,-1.3921193803954113,-0.11625698219781855,True,0.01455691348233776,0.02976122403256235
esm2_top4_bilstm_attn,validation,1,S,mean_inverse_distance_weighted_degree,contact_network,83,154,237,0.5595282231540685,0.775388620874435,-0.2158603977203666,-0.3155228230714235,-0.11619797236930973,True,7.526515819014835e-05,0.0002428058663595498
esm2_top4_bilstm_attn,validation,1,S,max_inverse_distance_weighted_degree,contact_network,83,154,237,0.6713076773831834,0.7973618483743545,-0.12605417099117117,-0.23189151371461753,-0.02021682826772482,True,0.011150867626521201,0.023584311367053634
esm2_top4_bilstm_attn,validation,1,S,mean_betweenness,contact_network,83,154,237,0.004775473554522337,0.008753264697196417,-0.003977791142674083,-0.0073992269880044335,-0.0005563552973437331,True,0.00023974893670876364,0.0007050377950626484
esm2_top4_bilstm_attn,validation,1,S,max_betweenness,contact_network,83,154,237,0.006925582758985506,0.009677229380440803,-0.002751646621455297,-0.007514811491220543,0.0020115182483099493,True,0.006018326427631875,0.013564014717215028
esm2_top4_bilstm_attn,validation,1,S,mean_closeness,contact_network,83,154,237,0.16187593444346104,0.1842927399305233,-0.02241680548706226,-0.03234491231110963,-0.012488698663014889,True,4.301455409945445e-05,0.00014396519926648246
esm2_top4_bilstm_attn,validation,1,S,mean_participation_coefficient,contact_network,83,154,237,0.0775948308030696,0.1306592479897731,-0.053064417186703496,-0.0991911006552553,-0.006937733718151699,True,0.044592440032357405,0.0793826694425679
esm2_top4_bilstm_attn,validation,1,S,community_boundary_fraction,contact_network,83,154,237,0.1878681392235609,0.2985848154522853,-0.11071667622872441,-0.2063019411660935,-0.01513141129135534,True,0.028645090891902748,0.053715989278997
esm2_top4_bilstm_attn,validation,1,S,mean_distance_to_domain_boundary,inter_domain_geometry,83,154,234,50.29277108433735,42.60242398164085,7.6903471026965,0.5304648994923911,14.850229305900609,True,0.05479270612960529,0.09547491603185403
esm2_top4_bilstm_attn,validation,1,S,near_domain_boundary_fraction,inter_domain_geometry,83,154,234,0.04718875502008032,0.011474469305794606,0.03571428571428572,-0.011046353341955417,0.08247492477052686,True,0.6697684416486268,0.7406070564533455
esm2_top4_bilstm_attn,validation,1,S,mean_cross_domain_contacts,inter_domain_geometry,83,154,234,0.14072958500669344,0.24361254541977437,-0.1028829604130809,-0.2541795608591133,0.04841364003295154,True,0.3725455254221639,0.468077697937976
