condition,sign,evaluation_split,feature,feature_type,n_pairs,n_proteins,baseline_auroc,single_feature_auroc,delta_auroc_single_from_baseline,full_query_auroc,without_feature_auroc,delta_auroc_full_minus_without,baseline_macro_protein_auroc,single_feature_macro_protein_auroc,delta_macro_auroc_single_from_baseline,full_query_macro_protein_auroc,without_feature_macro_protein_auroc,delta_macro_auroc_full_minus_without,baseline_average_precision,single_feature_average_precision,full_query_average_precision,without_feature_average_precision
esm3_top28_bilstm_attn,-1,validation,neq,numeric,5301,169,0.5152538688601881,0.8285727524510278,0.3133188835908397,0.9723911315440934,0.9591315520651953,0.01325957947889811,0.5186094576435534,0.8426701221720183,0.32406066452846494,0.9487935821126335,0.9199726738670085,0.028820908245625,0.5086488357485766,0.7561803388913909,0.9760279685922223,0.9594407088131116
esm3_top28_bilstm_attn,-1,validation,rsa,numeric,5301,169,0.5152538688601881,0.6964043714789072,0.18115050261871912,0.9723911315440934,0.9725487159222004,-0.00015758437810697856,0.5186094576435534,0.7004552760788478,0.18184581843529446,0.9487935821126335,0.9443083182193492,0.004485263893284297,0.5086488357485766,0.7051580402061587,0.9760279685922223,0.9728841467846541
esm3_top28_bilstm_attn,-1,validation,disorder,numeric,5301,169,0.5152538688601881,0.7563395326961249,0.24108566383593677,0.9723911315440934,0.9712851938444439,0.0011059376996495063,0.5186094576435534,0.818273189041301,0.2996637313977476,0.9487935821126335,0.948394226283775,0.0003993558288585275,0.5086488357485766,0.7047594704170734,0.9760279685922223,0.975193259038258
esm3_top28_bilstm_attn,-1,validation,torsion_change_from_previous,numeric,5301,169,0.5152538688601881,0.8999784762800634,0.38472460741987535,0.9723911315440934,0.9618033688607573,0.010587762683336055,0.5186094576435534,0.8916002801550795,0.37299082251152615,0.9487935821126335,0.9336079255916628,0.015185656520970703,0.5086488357485766,0.8405894821208321,0.9760279685922223,0.9656168892310345
esm3_top28_bilstm_attn,-1,validation,query_amino_acid_class,categorical,5301,169,0.5152538688601881,0.6015817087100459,0.08632783984985781,0.9723911315440934,0.9722197389594135,0.00017139258467990803,0.5186094576435534,0.5983419950151009,0.07973253737154751,0.9487935821126335,0.9468014196508813,0.001992162461752267,0.5086488357485766,0.571797806336626,0.9760279685922223,0.9757507873673872
esm3_top28_bilstm_attn,-1,validation,normalized_query_position,numeric,5301,169,0.5152538688601881,0.5139691362383143,-0.0012847326218737853,0.9723911315440934,0.9723585327883694,3.25987557240337e-05,0.5186094576435534,0.5131621561923345,-0.0054473014512188556,0.9487935821126335,0.9480325986480422,0.0007609834645913027,0.5086488357485766,0.5048052551049095,0.9760279685922223,0.9759906102668089
esm3_top28_bilstm_attn,-1,validation,query_in_any_band,numeric,5301,169,0.5152538688601881,0.8973593299631819,0.3821054611029938,0.9723911315440934,0.9336035945751116,0.03878753696898185,0.5186094576435534,0.7855303649399811,0.2669209072964277,0.9487935821126335,0.9321129181014733,0.016680664011160196,0.5086488357485766,0.8794817698799696,0.9760279685922223,0.918431004982009
esm3_top28_bilstm_attn,-1,test,neq,numeric,5080,173,0.5080924585773551,0.8437112594037384,0.3356188008263833,0.9745495064999329,0.9542745280051541,0.020274978494778773,0.5072123736812542,0.86216176108016,0.3549493873989058,0.9451047891991805,0.9026339231638065,0.04247086603537398,0.5025925511117737,0.7693339188774573,0.9707312755543587,0.9503893693838072
esm3_top28_bilstm_attn,-1,test,rsa,numeric,5080,173,0.5080924585773551,0.6687462669121571,0.16065380833480203,0.9745495064999329,0.9761324210065822,-0.001582914506649269,0.5072123736812542,0.6985517181909942,0.19133934450974,0.9451047891991805,0.9483292647599384,-0.003224475560757889,0.5025925511117737,0.6822273526492248,0.9707312755543587,0.9718631705274733
esm3_top28_bilstm_attn,-1,test,disorder,numeric,5080,173,0.5080924585773551,0.738807169822962,0.23071471124560694,0.9745495064999329,0.974108938188514,0.0004405683114189207,0.5072123736812542,0.7954983876148664,0.2882860139336122,0.9451047891991805,0.9439447612871349,0.0011600279120456136,0.5025925511117737,0.6787499636717168,0.9707312755543587,0.9717109719128652
esm3_top28_bilstm_attn,-1,test,torsion_change_from_previous,numeric,5080,173,0.5080924585773551,0.8970986204879146,0.3890061619105595,0.9745495064999329,0.9669936514447369,0.007555855055195959,0.5072123736812542,0.8747862372135783,0.36757386353232413,0.9451047891991805,0.9325084248299526,0.012596364369227953,0.5025925511117737,0.8421537111265277,0.9707312755543587,0.9637812160025397
esm3_top28_bilstm_attn,-1,test,query_amino_acid_class,categorical,5080,173,0.5080924585773551,0.6028897529732549,0.09479729439589979,0.9745495064999329,0.9748204823649436,-0.00027097586501068083,0.5072123736812542,0.5758481158701615,0.06863574218890733,0.9451047891991805,0.9458744494030357,-0.0007696602038551603,0.5025925511117737,0.5701704999023229,0.9707312755543587,0.9708275560592272
esm3_top28_bilstm_attn,-1,test,normalized_query_position,numeric,5080,173,0.5080924585773551,0.5097612544508329,0.0016687958734777908,0.9745495064999329,0.974453238758416,9.626774151683115e-05,0.5072123736812542,0.5069182981665598,-0.00029407551469440296,0.9451047891991805,0.9450261925337117,7.859666546883304e-05,0.5025925511117737,0.5026054724283009,0.9707312755543587,0.9706526732741338
