condition,sign,model_cohort,receiver_scope,stage,evaluation_split,n_pairs,n_proteins,auroc,average_precision,macro_protein_auroc,delta_auroc_from_previous_stage
esm3_top28_bilstm_attn,-1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,validation,4643,163,0.9763438274360832,0.9790730725743506,0.9473964906179291,0.460005637281917
esm3_top28_bilstm_attn,-1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,test,4505,168,0.9773294703481458,0.9760995908197768,0.9555637829203508,0.46755902596949495
esm3_top28_bilstm_attn,-1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,4643,163,0.9769140501922207,0.9794272628517875,0.9519577831040049,0.0005702227561374951
esm3_top28_bilstm_attn,-1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,test,4505,168,0.9785748612388545,0.9782371465395328,0.9549796807109003,0.0012453908907087419
esm3_top28_bilstm_attn,1,all_receivers,sequence_distal_ge21,00_distance_q8,validation,8571,203,0.5158837577666977,0.5114722763136721,0.5391426823947523,
esm3_top28_bilstm_attn,1,all_receivers,sequence_distal_ge21,00_distance_q8,test,8716,194,0.5280682784815525,0.5261680881995334,0.5443430497621978,
esm3_top28_bilstm_attn,1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,validation,8571,203,0.8556106172139042,0.8496640336317965,0.8648170785805097,0.3397268594472065
esm3_top28_bilstm_attn,1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,test,8716,194,0.8740305929426297,0.8646477720992948,0.8712699278131862,0.3459623144610773
esm3_top28_bilstm_attn,1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,8571,203,0.8548674754033021,0.8484784785077266,0.8632278192192704,-0.0007431418106020882
esm3_top28_bilstm_attn,1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,test,8716,194,0.8726081772317129,0.8640205444408711,0.8708378392171934,-0.0014224157109168356
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,00_distance_q8,validation,5292,169,0.5140059599282455,0.5070203651207594,0.5137636354015244,
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,00_distance_q8,test,5054,173,0.5069166453670919,0.5011785062458265,0.5039169210428219,
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,01_add_query_biophysics,validation,5292,169,0.9723030310561597,0.9760302775406499,0.9492072686427973,0.4582970711279142
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,01_add_query_biophysics,test,5054,173,0.9753271050870902,0.9712754236616015,0.9462437975222244,0.4684104597199983
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,02_add_3d_geometry,validation,5292,169,0.9721911913443205,0.9758312765670043,0.9480632769134595,-0.00011183971183914565
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,02_add_3d_geometry,test,5054,173,0.9746199905279538,0.9707676956323599,0.9461506138591897,-0.0007071145591364125
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,03_add_contact_network,validation,5292,169,0.9731760378489581,0.9762793984143427,0.9523739056955689,0.0009848465046375932
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,03_add_contact_network,test,5054,173,0.9748975114579185,0.9725361352002431,0.9527572977122022,0.0002775209299646919
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,04_add_community_domain,validation,5292,169,0.9728090950396159,0.97567980980176,0.9527624322230872,-0.0003669428093422411
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,04_add_community_domain,test,5054,173,0.9760509773998982,0.9728451921871758,0.953454544097243,0.0011534659419797366
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,validation,5292,169,0.9737972267465171,0.9770921778251332,0.9530847766438717,0.000988131706901263
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,test,5054,173,0.9765219172624282,0.9731465314960648,0.9543327924637534,0.0004709398625299954
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,validation,5292,169,0.9745855324548702,0.9773658601783911,0.9554842619586285,0.0007883057083530876
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,test,5054,173,0.9778351300151102,0.9751744111580836,0.9529526749905898,0.0013132127526820359
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,00_distance_q8,validation,9088,203,0.518693348526527,0.5287342589111623,0.5476792813510797,
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,00_distance_q8,test,9130,197,0.5224536613948887,0.5320980372713457,0.5398649335249204,
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,01_add_query_biophysics,validation,9088,203,0.8545987915288742,0.8423942344440114,0.8643235422830814,0.33590544300234715
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,01_add_query_biophysics,test,9130,197,0.8718347157863049,0.866670370007718,0.8665916621294657,0.3493810543914162
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,02_add_3d_geometry,validation,9088,203,0.8546533781437615,0.842052634356357,0.8646593050807744,5.458661488733085e-05
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,02_add_3d_geometry,test,9130,197,0.8719434298861732,0.8668611704519482,0.8665174041861958,0.00010871409986834557
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,03_add_contact_network,validation,9088,203,0.8587289688355959,0.8464400323817669,0.8682627450473289,0.004075590691834385
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,03_add_contact_network,test,9130,197,0.8766919081767595,0.8707162660504526,0.8730129983070731,0.004748478290586222
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,04_add_community_domain,validation,9088,203,0.8597412671950865,0.8479409754659568,0.8717245207634112,0.001012298359490571
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,04_add_community_domain,test,9130,197,0.8776563198362098,0.8721589561730864,0.8737304020002887,0.0009644116594503815
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,validation,9088,203,0.8614414925210767,0.8498026110228243,0.8708759580710967,0.0017002253259902345
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,test,9130,197,0.8779893257633122,0.8726169090646323,0.8738838698574405,0.0003330059271023922
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,validation,9088,203,0.8616599358512825,0.850194535208135,0.8704166731687651,0.00021844333020581974
esm3_top28_bilstm_attn,1,structure_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,test,9130,197,0.87755240547585,0.8732195887072329,0.8736366770653076,-0.000436920287462228
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,00_distance_q8,validation,4634,163,0.5173593537673156,0.5113815241553367,0.5374312781248466,
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,00_distance_q8,test,4479,168,0.5085842224507856,0.505102600194905,0.5195940565759455,
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,validation,4634,163,0.9762502223683464,0.9790660038533395,0.9473440099524323,0.4588908686010308
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,test,4479,168,0.9781971637309472,0.9767298266604018,0.9578738178060222,0.4696129412801616
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,validation,4634,163,0.9762565557914031,0.9789059050017697,0.9455224720723837,6.3334230567813066e-06
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,test,4479,168,0.9774671389128952,0.976373755115256,0.9578290312700753,-0.0007300248180520663
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,03_add_contact_network,validation,4634,163,0.9764070677275771,0.979050083186079,0.946707787722103,0.0001505119361739915
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,03_add_contact_network,test,4479,168,0.9771903635926393,0.9765128786657081,0.9634384695297038,-0.00027677532025582874
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,04_add_community_domain,validation,4634,163,0.9758392949782474,0.9782661829070438,0.9458318547389589,-0.0005677727493297313
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,04_add_community_domain,test,4479,168,0.978218898968633,0.976030697290626,0.963595771761513,0.0010285353759936777
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,validation,4634,163,0.9757403818122719,0.9781949416543825,0.9448420401065971,-9.891316597554489e-05
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,test,4479,168,0.9780462135022486,0.9761354433405103,0.9644185212605282,-0.00017268546638438131
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,4634,163,0.9766358160662179,0.9786483449841216,0.9497535972408075,0.0008954342539460036
esm3_top28_bilstm_attn,-1,structure_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,test,4479,168,0.9795048672974007,0.978043277641604,0.962105516531989,0.0014586537951520873
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,00_distance_q8,validation,7845,202,0.518186904809727,0.5279019143930741,0.5509465802782085,
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,00_distance_q8,test,7988,193,0.5242271976660426,0.5348125375988837,0.5448724694301783,
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,validation,7845,202,0.856344031336748,0.845040054023373,0.8647331885007575,0.338157126527021
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,test,7988,193,0.8761137939648583,0.8694835839826005,0.8660964779507926,0.3518865962988157
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,validation,7845,202,0.8565679599666312,0.8447892548808387,0.8655920552941184,0.00022392862988318551
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,test,7988,193,0.8762405794964094,0.8696580492165416,0.8657803846549416,0.00012678553155109906
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,03_add_contact_network,validation,7845,202,0.8565117990562627,0.8448320617625777,0.8665293452518628,-5.616091036841908e-05
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,03_add_contact_network,test,7988,193,0.8768334366679308,0.8699606154983458,0.8651056883379044,0.0005928571715213549
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,04_add_community_domain,validation,7845,202,0.8572561261218045,0.8460871583952525,0.867233597517697,0.0007443270655417278
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,04_add_community_domain,test,7988,193,0.877676353532739,0.8713126489594153,0.8649953580426931,0.0008429168648081964
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,validation,7845,202,0.8573942533608471,0.8461746938881873,0.8676493873034818,0.00013812723904260693
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,test,7988,193,0.8777101504672127,0.8713179325878995,0.8650178317494981,3.379693447369547e-05
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,7845,202,0.857153099451742,0.8453339835255133,0.8641097205103612,-0.00024115390910506296
esm3_top28_bilstm_attn,1,structure_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,test,7988,193,0.8770396042385242,0.871472896984677,0.8657620092374806,-0.0006705462286884512
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,00_distance_q8,validation,5292,169,0.5140059599282455,0.5070203651207594,0.5137636354015244,
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,00_distance_q8,test,5054,173,0.5069166453670919,0.5011785062458265,0.5039169210428219,
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,01_add_query_biophysics,validation,5292,169,0.9723030310561597,0.9760302775406499,0.9492072686427973,0.4582970711279142
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,01_add_query_biophysics,test,5054,173,0.9753271050870902,0.9712754236616015,0.9462437975222244,0.4684104597199983
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,02_add_3d_geometry,validation,5292,169,0.9721911913443205,0.9758312765670043,0.9480632769134595,-0.00011183971183914565
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,02_add_3d_geometry,test,5054,173,0.9746199905279538,0.9707676956323599,0.9461506138591897,-0.0007071145591364125
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,03_add_contact_network,validation,5292,169,0.9731760378489581,0.9762793984143427,0.9523739056955689,0.0009848465046375932
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,03_add_contact_network,test,5054,173,0.9748975114579185,0.9725361352002431,0.9527572977122022,0.0002775209299646919
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,04_add_community_domain,validation,5292,169,0.9728090950396159,0.97567980980176,0.9527624322230872,-0.0003669428093422411
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,04_add_community_domain,test,5054,173,0.9760509773998982,0.9728451921871758,0.953454544097243,0.0011534659419797366
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,validation,5292,169,0.9737972267465171,0.9770921778251332,0.9530847766438717,0.000988131706901263
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,test,5054,173,0.9765219172624282,0.9731465314960648,0.9543327924637534,0.0004709398625299954
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,06_add_crystallographic_water_network,validation,5292,169,0.9737368075918452,0.9771692359515782,0.9534209862869618,-6.041915467192016e-05
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,06_add_crystallographic_water_network,test,5054,173,0.9764179252209518,0.9733894359062545,0.9532676749869771,-0.00010399204147637509
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,validation,5292,169,0.9744895474148243,0.9775375533359343,0.9540269990868089,0.000752739822979076
esm3_top28_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,test,5054,173,0.9778915112424167,0.9754534306770832,0.95220724598435,0.0014735860214648566
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,00_distance_q8,validation,9088,203,0.518693348526527,0.5287342589111623,0.5476792813510797,
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,00_distance_q8,test,9130,197,0.5224536613948887,0.5320980372713457,0.5398649335249204,
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,01_add_query_biophysics,validation,9088,203,0.8545987915288742,0.8423942344440114,0.8643235422830814,0.33590544300234715
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,01_add_query_biophysics,test,9130,197,0.8718347157863049,0.866670370007718,0.8665916621294657,0.3493810543914162
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,02_add_3d_geometry,validation,9088,203,0.8546533781437615,0.842052634356357,0.8646593050807744,5.458661488733085e-05
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,02_add_3d_geometry,test,9130,197,0.8719434298861732,0.8668611704519482,0.8665174041861958,0.00010871409986834557
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,03_add_contact_network,validation,9088,203,0.8587289688355959,0.8464400323817669,0.8682627450473289,0.004075590691834385
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,03_add_contact_network,test,9130,197,0.8766919081767595,0.8707162660504526,0.8730129983070731,0.004748478290586222
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,04_add_community_domain,validation,9088,203,0.8597412671950865,0.8479409754659568,0.8717245207634112,0.001012298359490571
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,04_add_community_domain,test,9130,197,0.8776563198362098,0.8721589561730864,0.8737304020002887,0.0009644116594503815
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,validation,9088,203,0.8614414925210767,0.8498026110228243,0.8708759580710967,0.0017002253259902345
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,05_add_putative_polar_contacts,test,9130,197,0.8779893257633122,0.8726169090646323,0.8738838698574405,0.0003330059271023922
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,06_add_crystallographic_water_network,validation,9088,203,0.8622381083640692,0.8505178151047695,0.8709039104290726,0.0007966158429925096
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,06_add_crystallographic_water_network,test,9130,197,0.8790901460195952,0.8732250615854845,0.8744987064897947,0.0011008202562829972
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,validation,9088,203,0.8625142866054959,0.8509286231727848,0.8696939580451613,0.00027617824142667224
esm3_top28_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,07_add_source_mechanism_interactions,test,9130,197,0.8786910956768554,0.8738275987850951,0.8743168693358573,-0.0003990503427397929
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,00_distance_q8,validation,4634,163,0.5173593537673156,0.5113815241553367,0.5374312781248466,
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,00_distance_q8,test,4479,168,0.5085842224507856,0.505102600194905,0.5195940565759455,
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,validation,4634,163,0.9762502223683464,0.9790660038533395,0.9473440099524323,0.4588908686010308
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,test,4479,168,0.9781971637309472,0.9767298266604018,0.9578738178060222,0.4696129412801616
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,validation,4634,163,0.9762565557914031,0.9789059050017697,0.9455224720723837,6.3334230567813066e-06
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,test,4479,168,0.9774671389128952,0.976373755115256,0.9578290312700753,-0.0007300248180520663
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,03_add_contact_network,validation,4634,163,0.9764070677275771,0.979050083186079,0.946707787722103,0.0001505119361739915
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,03_add_contact_network,test,4479,168,0.9771903635926393,0.9765128786657081,0.9634384695297038,-0.00027677532025582874
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,04_add_community_domain,validation,4634,163,0.9758392949782474,0.9782661829070438,0.9458318547389589,-0.0005677727493297313
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,04_add_community_domain,test,4479,168,0.978218898968633,0.976030697290626,0.963595771761513,0.0010285353759936777
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,validation,4634,163,0.9757403818122719,0.9781949416543825,0.9448420401065971,-9.891316597554489e-05
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,test,4479,168,0.9780462135022486,0.9761354433405103,0.9644185212605282,-0.00017268546638438131
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,06_add_crystallographic_water_network,validation,4634,163,0.9757938433539575,0.9784600857473857,0.9471381803885879,5.3461541685617675e-05
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,06_add_crystallographic_water_network,test,4479,168,0.9782595777621002,0.976396761109877,0.9638023628111564,0.00021336425985152285
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,4634,163,0.9765909232733739,0.9790097214682272,0.9464935030170731,0.0007970799194164657
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,test,4479,168,0.9797295976907207,0.978330353668144,0.9617554270306127,0.001470019928620503
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,00_distance_q8,validation,7845,202,0.518186904809727,0.5279019143930741,0.5509465802782085,
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,00_distance_q8,test,7988,193,0.5242271976660426,0.5348125375988837,0.5448724694301783,
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,validation,7845,202,0.856344031336748,0.845040054023373,0.8647331885007575,0.338157126527021
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,01_add_query_biophysics,test,7988,193,0.8761137939648583,0.8694835839826005,0.8660964779507926,0.3518865962988157
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,validation,7845,202,0.8565679599666312,0.8447892548808387,0.8655920552941184,0.00022392862988318551
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,02_add_3d_geometry,test,7988,193,0.8762405794964094,0.8696580492165416,0.8657803846549416,0.00012678553155109906
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,03_add_contact_network,validation,7845,202,0.8565117990562627,0.8448320617625777,0.8665293452518628,-5.616091036841908e-05
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,03_add_contact_network,test,7988,193,0.8768334366679308,0.8699606154983458,0.8651056883379044,0.0005928571715213549
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,04_add_community_domain,validation,7845,202,0.8572561261218045,0.8460871583952525,0.867233597517697,0.0007443270655417278
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,04_add_community_domain,test,7988,193,0.877676353532739,0.8713126489594153,0.8649953580426931,0.0008429168648081964
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,validation,7845,202,0.8573942533608471,0.8461746938881873,0.8676493873034818,0.00013812723904260693
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,05_add_putative_polar_contacts,test,7988,193,0.8777101504672127,0.8713179325878995,0.8650178317494981,3.379693447369547e-05
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,06_add_crystallographic_water_network,validation,7845,202,0.8583500288539677,0.8468511060450336,0.8674679216589882,0.0009557754931206475
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,06_add_crystallographic_water_network,test,7988,193,0.8788077043466744,0.8717827836667755,0.867035703042979,0.0010975538794617545
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,7845,202,0.85813559037792,0.8460612428234282,0.8641547458747398,-0.00021443847604774025
esm3_top28_bilstm_attn,1,water_eligible_fixed,sequence_distal_ge21,07_add_source_mechanism_interactions,test,7988,193,0.8781402932696071,0.8719485054718967,0.8667955262944187,-0.0006674110770673591
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21_no_direct_ca,00_distance_q8,validation,4392,162,0.5079810840275362,0.4945953361019598,0.5246419913683618,
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21_no_direct_ca,00_distance_q8,test,4245,168,0.5121013752193908,0.49592305682965554,0.5187940665352251,
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21_no_direct_ca,01_add_query_biophysics,validation,4392,162,0.975581606786568,0.9775063184442558,0.9425057272477882,0.46760052275903186
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21_no_direct_ca,01_add_query_biophysics,test,4245,168,0.9773515362911287,0.9741880345833365,0.9557170642282038,0.4652501610717379
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21_no_direct_ca,02_add_3d_geometry,validation,4392,162,0.9755332416124826,0.9772537371998261,0.9418762698255314,-4.8365174085462925e-05
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21_no_direct_ca,02_add_3d_geometry,test,4245,168,0.9766854768834285,0.9733729086756552,0.9619605414339,-0.000666059407700148
esm3_top28_bilstm_attn,-1,water_eligible_fixed,sequence_distal_ge21_no_direct_ca,03_add_contact_network,validation,4392,162,0.9754740824939658,0.977219285054608,0.9420060198590934,-5.915911851672728e-05
