condition,sign,model_cohort,receiver_scope,evaluation_split,specification,n_pairs,n_proteins,auroc,average_precision,macro_protein_auroc,delta_auroc_from_query_biophysics,delta_auroc_from_ordinary_structure,delta_auroc_full_minus_specification
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,query_biophysics,5724,171,0.9664640909677498,0.9702421751573224,0.9601857188454714,0.0,-0.001427597674088732,0.0015661697565390043
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,query_plus_ordinary_structure,5724,171,0.9678916886418385,0.9716635285826944,0.963688381747182,0.001427597674088732,0.0,0.0001385720824502723
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,query_plus_structure_and_water,5724,171,0.9680302607242888,0.9720248522818637,0.9646624695947874,0.0015661697565390043,0.0001385720824502723,0.0
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without_rsa,5724,171,0.9682732197058534,0.9720780396038653,0.9643863305922747,0.0018091287381036825,0.0003815310640149505,-0.0002429589815646782
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__geometry,5724,171,0.9679462628452352,0.9719202317711831,0.9647617782419582,0.0014821718774854498,5.457420339671781e-05,8.399787905355449e-05
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__contact_network,5724,171,0.9677377332268873,0.9717086662549734,0.9638931661604956,0.0012736422591375085,-0.00015395541495122345,0.00029252749740149575
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__community_domain,5724,171,0.9679924128427385,0.9719987890784788,0.963996471225899,0.0015283218749887473,0.00010072420090001533,3.784788155025698e-05
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__putative_polar_contacts,5724,171,0.9677163674873023,0.9716968070737493,0.9653566689940553,0.0012522765195525087,-0.0001753211545362232,0.0003138932369864955
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__water_network,5724,171,0.9678916886418385,0.9716635285826944,0.963688381747182,0.001427597674088732,0.0,0.0001385720824502723
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,query_biophysics,5281,171,0.9633472213297594,0.9673229908963547,0.9456991584064005,0.0,-0.002769806172374878,0.002594819712310681
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,query_plus_ordinary_structure,5281,171,0.9661170275021342,0.9699200919092934,0.9509865388044315,0.002769806172374878,0.0,-0.00017498646006419705
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,query_plus_structure_and_water,5281,171,0.96594204104207,0.969506670363494,0.9509412940905273,0.002594819712310681,-0.00017498646006419705,0.0
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without_rsa,5281,171,0.9662590247115306,0.9688418356388813,0.9483469983351536,0.0029118033817712163,0.00014199720939633842,-0.00031698366946053547
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without__geometry,5281,171,0.9661617781378228,0.9697560339559672,0.9515743817374738,0.0028145568080634176,4.475063568853965e-05,-0.0002197370957527367
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without__contact_network,5281,171,0.9657544326078374,0.9692370485442717,0.9511531425685077,0.0024072112780780808,-0.00036259489429679714,0.0001876084342326001
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without__community_domain,5281,171,0.9655381378686764,0.9690764164816716,0.9481961705689257,0.0021909165389170093,-0.0005788896334578686,0.00040390317339367154
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without__putative_polar_contacts,5281,171,0.9653875347678015,0.9690570615456618,0.9502857748778337,0.0020403134380421184,-0.0007294927343327595,0.0005545062742685625
esm3_frozen_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without__water_network,5281,171,0.9661170275021342,0.9699200919092934,0.9509865388044315,0.002769806172374878,0.0,-0.00017498646006419705
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,query_biophysics,8824,199,0.8686499579116275,0.8661819893376115,0.8634811683951777,0.0,-0.0066999222351556975,0.00636833244553181
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,query_plus_ordinary_structure,8824,199,0.8753498801467832,0.8715123595152313,0.8793635354524325,0.0066999222351556975,0.0,-0.0003315897896238873
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,query_plus_structure_and_water,8824,199,0.8750182903571593,0.8712383204585799,0.8815669654540146,0.00636833244553181,-0.0003315897896238873,0.0
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,full_without_rsa,8824,199,0.8586703074752895,0.8609870547692835,0.8630663027212633,-0.009979650436337972,-0.01667957267149367,0.016347982881869783
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,full_without__geometry,8824,199,0.8740114472974662,0.87083750589225,0.8792639919477507,0.005361489385838691,-0.0013384328493170061,0.0010068430596931188
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,full_without__contact_network,8824,199,0.8749234476624512,0.8704378464246741,0.8812820715898193,0.0062734897508237575,-0.00042643248433194003,9.484269470805273e-05
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,full_without__community_domain,8824,199,0.8733212432017414,0.87028077329985,0.8783949829823856,0.004671285290113958,-0.0020286369450417396,0.0016970471554178523
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,full_without__putative_polar_contacts,8824,199,0.8733425134485503,0.8693216649004425,0.8776387133573785,0.004692555536922827,-0.002007366698232871,0.0016757769086089835
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,validation,full_without__water_network,8824,199,0.8753498801467832,0.8715123595152313,0.8793635354524325,0.0066999222351556975,0.0,-0.0003315897896238873
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,test,query_biophysics,8936,202,0.8667555526033777,0.8590126607766774,0.8577024892388755,0.0,-0.00723420517593254,0.0064196845881735465
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,test,query_plus_ordinary_structure,8936,202,0.8739897577793102,0.8661609533665208,0.8712026063111379,0.00723420517593254,0.0,-0.0008145205877589934
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,test,query_plus_structure_and_water,8936,202,0.8731752371915512,0.8665093252277409,0.869747286167675,0.0064196845881735465,-0.0008145205877589934,0.0
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,test,full_without_rsa,8936,202,0.8576731972082081,0.8570392225074235,0.8483239271408713,-0.00908235539516955,-0.01631656057110209,0.015502039983343097
esm3_frozen_bilstm_attn,1,water_eligible_fixed,all_eligible_queries,test,full_without__geometry,8936,202,0.8725703078792645,0.8663007929390314,0.8672106737029274,0.005814755275886818,-0.0014194499000457217,0.0006049293122867283
