condition,sign,model_cohort,receiver_scope,stage,evaluation_split,n_pairs,n_proteins,auroc,average_precision,macro_protein_auroc,delta_auroc_from_previous_stage
esm3_frozen_bilstm_attn,-1,all_receivers,all_eligible_queries,00_distance_q8,validation,5752,172,0.5049558406775025,0.5096247504195294,0.5204537282870263,
esm3_frozen_bilstm_attn,-1,all_receivers,all_eligible_queries,00_distance_q8,test,5318,171,0.5059253250771367,0.5033881073171567,0.5004614516999883,
esm3_frozen_bilstm_attn,-1,all_receivers,all_eligible_queries,01_add_query_biophysics,validation,5752,172,0.9652415284673987,0.9692580270302813,0.9584112622085658,0.4602856877898962
esm3_frozen_bilstm_attn,-1,all_receivers,all_eligible_queries,01_add_query_biophysics,test,5318,171,0.9630574329461001,0.9668033349795581,0.946609484547453,0.4571321078689634
esm3_frozen_bilstm_attn,-1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,validation,5752,172,0.9668041253815963,0.970266903969333,0.9590832551015013,0.0015625969141975782
esm3_frozen_bilstm_attn,-1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,test,5318,171,0.9638890872947119,0.9669153460507436,0.9484763818257387,0.0008316543486117656
esm3_frozen_bilstm_attn,1,all_receivers,all_eligible_queries,00_distance_q8,validation,9614,201,0.5191164301986608,0.5155403896386228,0.5412366799004147,
esm3_frozen_bilstm_attn,1,all_receivers,all_eligible_queries,00_distance_q8,test,9926,205,0.5134211575151049,0.505931347510487,0.539083485228051,
esm3_frozen_bilstm_attn,1,all_receivers,all_eligible_queries,01_add_query_biophysics,validation,9614,201,0.8700033583303906,0.868241386291823,0.8644058341342242,0.3508869281317297
esm3_frozen_bilstm_attn,1,all_receivers,all_eligible_queries,01_add_query_biophysics,test,9926,205,0.8652133037217272,0.8566672056216015,0.8581925369648621,0.35179214620662236
esm3_frozen_bilstm_attn,1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,validation,9614,201,0.8690499560301074,0.8680929451110035,0.8627740799293715,-0.0009534023002831793
esm3_frozen_bilstm_attn,1,all_receivers,all_eligible_queries,07_add_source_mechanism_interactions,test,9926,205,0.8648142185402633,0.8586666409593745,0.8566845098693608,-0.0003990851814639207
esm3_frozen_bilstm_attn,-1,all_receivers,sequence_distal_ge21,00_distance_q8,validation,5026,165,0.5018560961673197,0.5047197322844803,0.5046206872255539,
esm3_frozen_bilstm_attn,-1,all_receivers,sequence_distal_ge21,00_distance_q8,test,4728,165,0.49898594966788823,0.49689048618397225,0.48648117824195825,
esm3_frozen_bilstm_attn,-1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,validation,5026,165,0.9674188607243716,0.9710125893046193,0.9583723047850006,0.4655627645570518
esm3_frozen_bilstm_attn,-1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,test,4728,165,0.9655940434608337,0.9678081206179611,0.9465529804793499,0.46660809379294543
esm3_frozen_bilstm_attn,-1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,5026,165,0.9691252972604528,0.9721858047446891,0.9595449760373418,0.0017064365360812683
esm3_frozen_bilstm_attn,-1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,test,4728,165,0.9674593091502519,0.9683651231483883,0.9518531162243153,0.0018652656894182496
esm3_frozen_bilstm_attn,1,all_receivers,sequence_distal_ge21,00_distance_q8,validation,8374,196,0.5157588544138585,0.5139544403130862,0.5495314061555301,
esm3_frozen_bilstm_attn,1,all_receivers,sequence_distal_ge21,00_distance_q8,test,8656,198,0.5121394288583119,0.5035970366010312,0.5256679715141915,
esm3_frozen_bilstm_attn,1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,validation,8374,196,0.8724171488810193,0.8702240200526382,0.873480272468025,0.3566582944671608
esm3_frozen_bilstm_attn,1,all_receivers,sequence_distal_ge21,01_add_query_biophysics,test,8656,198,0.8684380562029695,0.8583479748117601,0.8644862275345099,0.35629862734465767
esm3_frozen_bilstm_attn,1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,validation,8374,196,0.8717343858384141,0.8705148188017828,0.8718558591500729,-0.0006827630426051723
esm3_frozen_bilstm_attn,1,all_receivers,sequence_distal_ge21,07_add_source_mechanism_interactions,test,8656,198,0.8679394271392695,0.8601060093578716,0.8650754526778477,-0.0004986290637000179
