condition,split,sign,mechanism_class,n_proteins,n_bands,fraction_high_receivers_long_range_macro_mean,fraction_positive_directional_mass_long_range_macro_mean,fraction_attention_mass_long_range_macro_mean
esm2_top4_bilstm_attn,test,-1,combined,150,507,0.6162255296293822,0.6839469127880803,0.6845456513188263
esm2_top4_bilstm_attn,test,-1,evidence_dominated,88,205,0.6858040474568727,0.722214659512195,0.7226942427424679
esm2_top4_bilstm_attn,test,-1,unclassified,1,1,0.625,0.6068069185976718,0.6074983164848465
esm2_top4_bilstm_attn,test,1,combined,203,1114,0.6444449254073686,0.7246008692274196,0.7249754249145536
esm2_top4_bilstm_attn,test,1,consultation_dominated,2,2,0.5113636363636364,0.6874864789502908,0.6876906473426667
esm2_top4_bilstm_attn,test,1,evidence_dominated,48,98,0.741194563425455,0.7458211273262263,0.7458820915003992
esm2_top4_bilstm_attn,test,1,unclassified,11,13,0.5689083008617021,0.6567726334086091,0.6572015826540417
esm2_top4_bilstm_attn,train,-1,combined,656,2337,0.5938805684049332,0.6751178862261459,0.6757389186908443
esm2_top4_bilstm_attn,train,-1,evidence_dominated,419,928,0.6529124390778318,0.7026885290279695,0.7033820783081579
esm2_top4_bilstm_attn,train,1,combined,923,5024,0.6128731555052658,0.7055816227924726,0.7059947084522268
esm2_top4_bilstm_attn,train,1,consultation_dominated,29,33,0.5254766454975561,0.6260062038494838,0.6263124583714647
esm2_top4_bilstm_attn,train,1,evidence_dominated,189,349,0.699818223202259,0.746027803866436,0.7462833846849392
esm2_top4_bilstm_attn,train,1,not_magnitude_enriched,1,1,0.6428571428571429,0.6518991100227023,0.6512626981198305
esm2_top4_bilstm_attn,train,1,unclassified,54,64,0.4077323993565176,0.5277403550336424,0.5281834075548318
esm2_top4_bilstm_attn,validation,-1,combined,151,522,0.5912600015983556,0.6735109287784915,0.6741286191197569
esm2_top4_bilstm_attn,validation,-1,evidence_dominated,79,175,0.6872506505220858,0.738792796137269,0.73950660494635
esm2_top4_bilstm_attn,validation,1,combined,206,1109,0.6317250207470614,0.7237864061840645,0.7241846676801129
esm2_top4_bilstm_attn,validation,1,consultation_dominated,4,6,0.48223039215686275,0.5549959374872874,0.5555286366386094
esm2_top4_bilstm_attn,validation,1,evidence_dominated,43,65,0.719874959950862,0.768961057581419,0.7691212794855781
esm2_top4_bilstm_attn,validation,1,unclassified,11,13,0.5826713268932949,0.6901584020433089,0.6905069887298318
