condition,sign,model_cohort,receiver_scope,evaluation_split,specification,n_pairs,n_proteins,auroc,average_precision,macro_protein_auroc,delta_auroc_from_query_biophysics,delta_auroc_from_ordinary_structure,delta_auroc_full_minus_specification
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,query_biophysics,5408,166,0.9775762545074325,0.9764331956410908,0.9535147349105033,0.0,4.8143105380704654e-05,-0.0005413363951618511
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,query_plus_ordinary_structure,5408,166,0.9775281114020518,0.9770923852517602,0.9553145442938271,-4.8143105380704654e-05,0.0,-0.0004931932897811464
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,query_plus_structure_and_water,5408,166,0.9770349181122706,0.9780058568173406,0.9546712255824072,-0.0005413363951618511,-0.0004931932897811464,0.0
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without_rsa,5408,166,0.9774951497872881,0.9783780980556545,0.9544521170949692,-8.110472014433157e-05,-3.296161476362691e-05,-0.0004602316750175195
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__geometry,5408,166,0.9771565068073941,0.9777887301371988,0.9552524613330979,-0.00041974770003838646,-0.0003716045946576818,-0.0001215886951234646
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__contact_network,5408,166,0.9771015251927263,0.9773458288741698,0.955562502606461,-0.0004747293147061571,-0.00042658620932545244,-6.660708045569397e-05
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__community_domain,5408,166,0.9769200311562484,0.9778617802460416,0.954635821841732,-0.0006562233511840931,-0.0006080802458033885,0.00011488695602224208
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__putative_polar_contacts,5408,166,0.9774320987316618,0.9782565339273389,0.9543607445093804,-0.00014415577577064909,-9.601267038994443e-05,-0.00039718061939120197
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,validation,full_without__water_network,5408,166,0.9775281114020518,0.9770923852517602,0.9553145442938271,-4.8143105380704654e-05,0.0,-0.0004931932897811464
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,query_biophysics,5294,173,0.9742398595609854,0.9722107931118988,0.9512395926233049,0.0,-0.001379841863385911,0.0014453515257043525
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,query_plus_ordinary_structure,5294,173,0.9756197014243713,0.9743927133406379,0.9582108361399556,0.001379841863385911,0.0,6.550966231844146e-05
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,query_plus_structure_and_water,5294,173,0.9756852110866897,0.9758785759423559,0.9575287332426907,0.0014453515257043525,6.550966231844146e-05,0.0
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without_rsa,5294,173,0.9748948134615933,0.9736400171524058,0.9509450259515929,0.0006549539006079907,-0.0007248879627779203,0.0007903976250963618
esm2_top4_bilstm_attn,-1,water_eligible_fixed,all_eligible_queries,test,full_without__geometry,5294,173,0.9758611880227214,0.9755701338432602,0.9565432877206581,0.0016213284617360157,0.00024148659835010466,-0.0001759769360316632
