condition,sign,evaluation_split,feature,feature_type,n_pairs,n_proteins,baseline_auroc,single_feature_auroc,delta_auroc_single_from_baseline,full_query_auroc,without_feature_auroc,delta_auroc_full_minus_without,baseline_macro_protein_auroc,single_feature_macro_protein_auroc,delta_macro_auroc_single_from_baseline,full_query_macro_protein_auroc,without_feature_macro_protein_auroc,delta_macro_auroc_full_minus_without,baseline_average_precision,single_feature_average_precision,full_query_average_precision,without_feature_average_precision
esm2_top4_bilstm_attn,-1,validation,neq,numeric,5422,166,0.5101824718993492,0.8105377032031368,0.3003552313037876,0.9776786783387145,0.9726304397047009,0.005048238634013602,0.5095068471651883,0.8354887329299101,0.32598188576472176,0.9530343877041306,0.9456684038274201,0.007365983876710502,0.5043039179819248,0.7366431918920355,0.9764419905932209,0.9697574644080461
esm2_top4_bilstm_attn,-1,validation,rsa,numeric,5422,166,0.5101824718993492,0.7157418887468948,0.20555941684754564,0.9776786783387145,0.978004695959994,-0.0003260176212794841,0.5095068471651883,0.7372545636904081,0.22774771652521975,0.9530343877041306,0.9517846556587254,0.0012497320454052385,0.5043039179819248,0.712146410957246,0.9764419905932209,0.9777976995443874
esm2_top4_bilstm_attn,-1,validation,disorder,numeric,5422,166,0.5101824718993492,0.7460073726789613,0.23582490077961216,0.9776786783387145,0.9771314150362156,0.0005472633024988793,0.5095068471651883,0.8116301287401385,0.30212328157495016,0.9530343877041306,0.9528645884218033,0.00016979928232729868,0.5043039179819248,0.69225048185157,0.9764419905932209,0.9758942174122087
esm2_top4_bilstm_attn,-1,validation,torsion_change_from_previous,numeric,5422,166,0.5101824718993492,0.9212334079345832,0.411050936035234,0.9776786783387145,0.9660551160274399,0.011623562311274593,0.5095068471651883,0.9203857208367847,0.41087887367159637,0.9530343877041306,0.9388425087577473,0.014191878946383296,0.5043039179819248,0.8855517562694668,0.9764419905932209,0.9636279563357748
esm2_top4_bilstm_attn,-1,validation,query_amino_acid_class,categorical,5422,166,0.5101824718993492,0.6369551586981936,0.12677268679884446,0.9776786783387145,0.9775217925635327,0.00015688577518180313,0.5095068471651883,0.6314265703110971,0.12191972314590871,0.9530343877041306,0.9524657433057138,0.0005686443984168621,0.5043039179819248,0.5956050142130175,0.9764419905932209,0.9774092652957395
esm2_top4_bilstm_attn,-1,validation,normalized_query_position,numeric,5422,166,0.5101824718993492,0.5033652883214936,-0.006817183577855546,0.9776786783387145,0.9776522812525172,2.639708619722736e-05,0.5095068471651883,0.5037106309663321,-0.0057962161988562855,0.9530343877041306,0.953307975719062,-0.00027358801493138074,0.5043039179819248,0.5001867106078814,0.9764419905932209,0.9758897532961374
esm2_top4_bilstm_attn,-1,validation,query_in_any_band,numeric,5422,166,0.5101824718993492,0.9132383564357729,0.4030558845364237,0.9776786783387145,0.940578526160873,0.03710015217784146,0.5095068471651883,0.8226447532410899,0.31313790607590153,0.9530343877041306,0.9386894985342163,0.014344889169914277,0.5043039179819248,0.8991277422549001,0.9764419905932209,0.923480726358364
esm2_top4_bilstm_attn,-1,test,neq,numeric,5315,173,0.5032569482459363,0.8121635827266128,0.30890663448067657,0.9740028936806016,0.9679072753496532,0.006095618330948405,0.5234849905265457,0.8125694444139877,0.28908445388744197,0.9482213731947442,0.9285775366215074,0.01964383657323676,0.5042302640581706,0.7257345249606668,0.9681177576236392,0.9609527176437145
esm2_top4_bilstm_attn,-1,test,rsa,numeric,5315,173,0.5032569482459363,0.6827724054222669,0.17951545717633066,0.9740028936806016,0.9732236842291575,0.0007792094514440517,0.5234849905265457,0.7229700241658849,0.19948503363933912,0.9482213731947442,0.9427919311971943,0.005429441997549911,0.5042302640581706,0.6992335082983422,0.9681177576236392,0.96650703904771
esm2_top4_bilstm_attn,-1,test,disorder,numeric,5315,173,0.5032569482459363,0.7402597402597402,0.23700279201380392,0.9740028936806016,0.9733138816524848,0.0006890120281167755,0.5234849905265457,0.7953795551658359,0.2718945646392902,0.9482213731947442,0.9505916258946757,-0.0023702526999315188,0.5042302640581706,0.6836418652847156,0.9681177576236392,0.9700035972261452
