match_scheme,condition,split,sign,label,q3,metric,metric_kind,metric_description,n_proteins,n_matched_apices,case_macro_protein_mean,matched_control_macro_protein_mean,case_minus_control_macro_mean,case_minus_control_ci95_low,case_minus_control_ci95_high,sign_flip_z,p_upper,p_lower,p_two_sided,p_upper_q_bh,p_lower_q_bh,p_two_sided_q_bh
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,neq,continuous,Neq,191,834,1.6598674151909756,1.6423623471897664,0.017505068001208907,0.00900530135763537,0.026340495063981957,3.810123781688431,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,rsa,continuous,relative solvent accessibility,191,834,0.5338243100547223,0.5187020222021944,0.015122287852527765,0.010474280185752456,0.019885139114509672,5.827309390955699,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,neq_peak,binary,Neq peak,191,834,0.1803625112525636,0.1430774141507126,0.037285097101851024,-0.00017664050124782609,0.07258607021008852,2.038388060705777,0.019998000199980003,0.9801019898010199,0.0405959404059594,0.11245055460498093,1.0,0.09387043608880909
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,distance_to_neq_peak,distance,distance to Neq peak,191,834,2.8129003776909536,2.9212943412027186,-0.10839396351176458,-0.5797614920286714,0.4309218496199842,-0.406785702621578,0.6526347365263474,0.3474652534746525,0.6966303369663034,1.0,0.8771378959665008,0.981108295974088
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q3_boundary_within2,binary,within two residues of Q3 boundary,191,834,0.6349923636572852,0.6553771153705709,-0.020384751713285736,-0.07684645984106063,0.03528712682508493,-0.6917754071906961,0.7549245075492451,0.24517548245175483,0.49065093490650935,1.0,0.6784352976884775,0.7577853865098927
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_boundary_within2,binary,within two residues of Q8 boundary,191,834,0.9028227299169707,0.7605272936293878,0.14229543628758287,0.10273137579043994,0.18099485828428888,6.3888066180304435,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,distance_to_q3_boundary,distance,distance to Q3 boundary,191,834,2.426444294507122,3.2029600530843982,-0.776515758577277,-1.2601980409303706,-0.3444902394362476,-3.2232984705316188,0.9999000099990001,0.00019998000199980003,0.00029997000299970003,1.0,0.0011750451211531715,0.0010341783309524703
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,distance_to_q8_boundary,distance,distance to Q8 boundary,191,834,0.7683638205889514,2.1498828684888895,-1.381519047899938,-1.7848619305723366,-1.0109943205245888,-6.145501232380677,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,torsion_change_from_previous,continuous,backbone torsion change,191,834,102.81516995105692,68.22204598597853,34.593123965078405,26.640210613627303,42.17239603024651,7.347269986702189,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,disorder,continuous,disorder score,191,834,0.0731066065414766,0.17034959076756284,-0.09724298422608624,-0.11643913897895217,-0.07857936864904382,-7.956794307819088,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,disorder_ge05,binary,disorder score >= 0.5,191,834,0.023342059336823734,0.12020844823200844,-0.0968663888951847,-0.12611830754566355,-0.06809757683416062,-5.928135771413946,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,normalized_position,continuous,normalized sequence position,191,834,0.5020366689280272,0.48189644988998,0.020140219038047167,-0.018372219923923478,0.05610416521415385,1.0394612349011125,0.1528847115288471,0.8472152784721528,0.3010698930106989,0.6303163874483921,1.0,0.5122312426291618
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_G,binary,Q8 G,174,558,0.016142334676817433,0.012114826425171253,0.004027508251646182,-0.010625283002438177,0.02197338947769982,0.48534885871550454,0.33736626337366266,0.6627337266273373,0.6685331466853315,1.0,1.0,0.951381458817739
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_H,binary,Q8 H,174,558,0.0009578544061302681,0.02704038777314639,-0.02608253336701612,-0.04433895546503305,-0.010672020388615215,-2.961186455659977,1.0,9.999000099990002e-05,0.00019998000199980003,1.0,0.0006190035202087268,0.000704860340500182
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_I,binary,Q8 I,174,558,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_B,binary,Q8 B,174,558,0.0,0.000752599890530925,-0.000752599890530925,-0.0018883415435139576,0.0,-1.4214421154665509,1.0,0.24747525247475252,0.24747525247475252,1.0,0.6784352976884775,0.43913296036563365
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_E,binary,Q8 E,174,558,0.00842476489028213,0.020452928297755885,-0.012028163407473752,-0.028987694058814746,0.0019262763098969922,-1.5130865865292373,0.9322067793220677,0.0678932106789321,0.13188681131886812,1.0,0.22945134058022768,0.25649390433828023
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_S,binary,Q8 S,174,558,0.14128688999378652,0.07703296756457675,0.06425392242920978,0.0196904886301438,0.10430668752543751,2.8807711643451874,0.0027997200279972004,0.9973002699730027,0.004399560043995601,0.01923791023387288,1.0,0.012612241372515952
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_T,binary,Q8 T,174,558,0.3118183700080252,0.26645984576300663,0.0453585242450185,-0.010060969336113014,0.10214972850425433,1.5811729471519593,0.0570942905709429,0.943005699430057,0.11298870112988701,0.28307827899844745,1.0,0.2307142898533821
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_is_C,binary,Q8 C,174,558,0.5213697860249585,0.5961464442858121,-0.07477665826085367,-0.13456372878265838,-0.016417662551103718,-2.48614561255492,0.9929007099290071,0.0071992800719928,0.012398760123987601,1.0,0.032250697382921766,0.03257379180114775
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_turn_or_bend_TS,binary,Q8 turn or bend (T/S),174,558,0.4531052600018118,0.34349281332758336,0.10961244667422829,0.052927175448008776,0.16814928824501382,3.739096183718696,9.999000099990002e-05,1.0,0.00029997000299970003,0.0008505998715196974,1.0,0.0010341783309524703
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,q8_loop_turn_bend_CTS,binary,Q8 loop/turn/bend (C/T/S),174,558,0.9744750460267702,0.9396392576133955,0.03483578841337462,0.007520264736859567,0.0633014200040062,2.363255852890301,0.006999300069993001,0.9931006899310069,0.014498550144985502,0.044211726316243136,1.0,0.037534547743766536
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,structured_linker_loop,binary,structured linker/loop,174,558,0.8134185418668178,0.5843534945259083,0.22906504734090943,0.17517222731770146,0.2819037872647786,6.930720903021467,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
