match_scheme,condition,split,sign,label,q3,metric,metric_kind,metric_description,n_proteins,n_matched_apices,case_macro_protein_mean,matched_control_macro_protein_mean,case_minus_control_macro_mean,case_minus_control_ci95_low,case_minus_control_ci95_high,sign_flip_z,p_upper,p_lower,p_two_sided,p_upper_q_bh,p_lower_q_bh,p_two_sided_q_bh
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,structured_linker_loop,binary,structured linker/loop,176,222,0.04024621212121212,0.005842266843810389,0.03440394527740173,0.009541691613760974,0.062229456319915506,2.49797643789122,0.003999600039996,0.9961003899610039,0.007599240075992401,0.02670700671868297,1.0,0.02097973031260364
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,neq,continuous,Neq,176,222,1.7446633522727273,1.1679308343571047,0.5767325179156226,0.4582749705515695,0.6912556508356172,7.699727571590231,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,rsa,continuous,relative solvent accessibility,176,222,0.4439825269183722,0.3243438816194858,0.11963864529888645,0.0883800989880046,0.15059718818087414,6.605752742172047,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,neq_peak,binary,Neq peak,176,222,0.18939393939393936,0.03505581920270001,0.15433812019123938,0.1001596751056055,0.21267183617065472,5.101822839192366,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,distance_to_neq_peak,distance,distance to Neq peak,176,222,2.4834280303030303,6.514366117040066,-4.030938086737037,-4.950804953327861,-3.1156553570122076,-7.375204238508276,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,q3_boundary_within2,binary,within two residues of Q3 boundary,176,222,0.9076704545454546,0.6453693908273223,0.26230106371813233,0.20886855232369478,0.3140685715416931,7.957243543761716,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,q8_boundary_within2,binary,within two residues of Q8 boundary,176,222,0.8863636363636364,0.618560997154736,0.2678026392089004,0.20961494427213992,0.32372087864066507,7.523927707621326,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,distance_to_q3_boundary,distance,distance to Q3 boundary,176,222,1.2386363636363635,3.1043330634031436,-1.8656966997667803,-2.917696696750054,-1.0384940152642521,-3.751080159491711,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,distance_to_q8_boundary,distance,distance to Q8 boundary,176,222,1.7201704545454546,3.351929578970221,-1.6317591244247664,-2.7082195416785253,-0.7918965049652823,-3.1787922227884544,1.0,9.999000099990002e-05,0.00019998000199980003,1.0,0.0006190035202087268,0.000704860340500182
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,torsion_change_from_previous,continuous,backbone torsion change,176,222,49.58944278743025,24.570571526247353,25.01887126118289,16.48555357018254,33.897602253621315,5.195141556943258,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,disorder,continuous,disorder score,176,222,0.04297096090671068,0.02761493269508493,0.015356028211625744,0.007147944870856286,0.023771456742772413,3.4921372903083325,0.00029997000299970003,0.9998000199980002,0.00029997000299970003,0.002393977469722907,1.0,0.0010341783309524703
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,disorder_ge05,binary,disorder score >= 0.5,176,222,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
q3_only,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,normalized_position,continuous,normalized sequence position,176,222,0.4640734023550848,0.515714999615957,-0.05164159726087228,-0.10521818490458774,-0.002638104938349815,-1.9705212841064657,0.9769023097690231,0.0231976802319768,0.049295070492950704,1.0,0.09171991674688479,0.11185106654897424
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_G,binary,Q8 G,801,3963,0.007559902005989134,0.11583868587353648,-0.10827878386754736,-0.12398274520500693,-0.0935871500775168,-12.712177002906264,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_H,binary,Q8 H,801,3963,0.9908572551190331,0.8743390880613608,0.11651816705767237,0.10135699301959673,0.13239643932753598,13.169228307978415,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_I,binary,Q8 I,801,3963,0.0,0.00025222879009843206,-0.00025222879009843206,-0.0005187080171796614,-7.255279876459922e-05,-2.181873422757452,1.0,0.0072992700729927005,0.015998400159984,1.0,0.032610408023945804,0.040832289748163636
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_B,binary,Q8 B,801,3963,0.0,4.161464835622139e-05,-4.161464835622139e-05,-0.00012484394506866417,0.0,-1.0191330188408885,1.0,0.49055094490550943,0.49055094490550943,1.0,1.0,0.7577853865098927
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_E,binary,Q8 E,801,3963,0.0014044943820224719,0.0013742570040098739,3.0237378012598086e-05,-0.0016276387169910857,0.0021005299500740015,0.030799635228250202,0.48575142485751427,0.5143485651434857,0.9699030096990301,1.0,1.0,1.0
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_S,binary,Q8 S,801,3963,0.0,2.972474882587242e-05,-2.972474882587242e-05,-8.917424647761726e-05,0.0,-1.0051633286435087,1.0,0.49745025497450257,0.49745025497450257,1.0,1.0,0.7577853865098927
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_T,binary,Q8 T,801,3963,0.00017834849295523451,0.0057928982415629635,-0.005614549748607728,-0.007759741951569836,-0.0038680098391155604,-5.554757392640852,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_is_C,binary,Q8 C,801,3963,0.0,0.0023315026322493623,-0.0023315026322493623,-0.003453635101881347,-0.001385151924415739,-4.266505107822168,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_turn_or_bend_TS,binary,Q8 turn or bend (T/S),801,3963,0.00017834849295523451,0.0058226229903888356,-0.005644274497433601,-0.007711754238398181,-0.003913507821562223,-5.633060856570357,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_loop_turn_bend_CTS,binary,Q8 loop/turn/bend (C/T/S),801,3963,0.00017834849295523451,0.008154125622638198,-0.007975777129682964,-0.010337258192043453,-0.005846360477031998,-6.959444195069572,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,structured_linker_loop,binary,structured linker/loop,801,3963,0.00017834849295523451,0.006142371790484434,-0.005964023297529199,-0.00820205412232657,-0.004092351994465323,-5.712304900639334,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,neq,continuous,Neq,801,3963,1.0103542357732431,1.194236947941832,-0.18388271216858879,-0.2011709586158582,-0.16794864841160764,-17.175094797932655,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,rsa,continuous,relative solvent accessibility,801,3963,0.20237696750388084,0.3369145461727753,-0.13453757866889443,-0.14362005716822127,-0.12505926565049938,-20.00768130243546,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,neq_peak,binary,Neq peak,801,3963,0.0027049521431543903,0.040920898722026325,-0.03821594657887194,-0.043381068358459986,-0.03322195417302489,-12.746070869434325,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,distance_to_neq_peak,distance,distance to Neq peak,801,3963,8.498343775166285,5.993428803856028,2.5049149713102565,2.2449225251860474,2.7661734273420375,15.856754114764826,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q3_boundary_within2,binary,within two residues of Q3 boundary,801,3963,0.11208945785336366,0.6789900056626893,-0.5669005478093257,-0.5868072624175306,-0.5473649442241578,-25.124495637824797,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,q8_boundary_within2,binary,within two residues of Q8 boundary,801,3963,0.10363099886267521,0.6515887970393602,-0.547957798176685,-0.5667755666300667,-0.527974334536789,-24.92481273264819,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,distance_to_q3_boundary,distance,distance to Q3 boundary,801,3963,4.811274897443889,2.3365068105104383,2.4747680869334507,2.2877984654918433,2.6400351743572203,19.81421465636991,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,distance_to_q8_boundary,distance,distance to Q8 boundary,801,3963,4.973383468797484,2.538696082756256,2.4346873860412273,2.247282338701784,2.610220888491027,19.432371640269203,9.999000099990002e-05,1.0,9.999000099990002e-05,0.0008505998715196974,1.0,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,torsion_change_from_previous,continuous,backbone torsion change,801,3963,4.138631105392619,26.21311660430513,-22.074485498912505,-23.606051247432255,-20.616613007978422,-20.04951814412548,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,disorder,continuous,disorder score,801,3963,0.013068457867025589,0.030846003114824966,-0.017777545247799377,-0.019926408723651992,-0.01567635267112896,-13.716408682478013,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.0006190035202087268,0.0003674188794138338
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,H,disorder_ge05,binary,disorder score >= 0.5,801,3963,0.0,7.343761474627305e-05,-7.343761474627305e-05,-0.0002203128442388191,0.0,-0.9915854025105627,1.0,0.5042495750424958,1.0,1.0,1.0,1.0
