match_scheme,condition,split,sign,label,q3,covariate,matched_on_covariate,n_matched_cases,case_mean,matched_control_mean,paired_mean_difference,paired_mean_absolute_difference,standardized_mean_difference,mean_absolute_difference_over_caliper,caliper
q3_neq_rsa,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,E,neq,True,1389,1.0195389968802495,1.0231950883929284,-0.003656091512678972,0.013908799296056294,-0.03741929854475699,0.055635197184225174,0.25
q3_neq_rsa,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,E,rsa,True,1389,0.09489151667322439,0.10225667451391114,-0.00736515784068675,0.023215495320264977,-0.06794131392094162,0.15476996880176652,0.15
q3_neq_rsa,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,E,normalized_position,False,1389,0.5009871138717014,0.5505518636932183,-0.04956474982151694,0.2934439916542929,-0.19663183914435012,1.1737759666171717,0.25
q3_neq_rsa_position,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,E,neq,True,1152,1.0187731481481483,1.026948119212963,-0.008174971064814802,0.019854745370370352,-0.0890036141917692,0.07941898148148141,0.25
q3_neq_rsa_position,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,E,rsa,True,1152,0.09107087005759235,0.10716339041484925,-0.01609252035725688,0.038342699341696804,-0.15839608883262074,0.25561799561131204,0.15
q3_neq_rsa_position,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,E,normalized_position,True,1152,0.522549341799778,0.5276954922665659,-0.005146150466787957,0.09794707328554011,-0.01903432618003609,0.39178829314216046,0.25
q3_neq,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,neq,True,160,1.4217708333333334,1.3932280555555556,0.02854277777777777,0.05969909722222226,0.051990470980437825,0.23879638888888904,0.25
q3_neq,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,rsa,False,160,0.40774701965856364,0.32095706532408563,0.08678995433447803,0.20995710703340595,0.4772061639088487,1.399714046889373,0.15
q3_neq,esm2_frozen_bilstm_attn,train,1,flexibility_supporting,H,normalized_position,False,160,0.460678049719507,0.44618584600112376,0.014492203718383195,0.32756330218940555,0.0543508153216548,1.3102532087576222,0.25
q3_only,esm2_frozen_bilstm_attn,train,-1,rigidity_supporting,C,neq,False,168,1.2644067460317463,1.4742032294891319,-0.20979648345738583,0.5215708076861922,-0.4450509363954748,2.086283230744769,0.25
