match_scheme,condition,split,sign,label,q3,n_proteins_with_cases,n_cases,n_matched_cases,match_rate,n_controls_selected,mean_controls_per_matched_case
q3_neq,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,H,184,828,807,0.9746376811594203,3869,4.794299876084263
q3_neq_rsa,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,H,184,828,769,0.928743961352657,3359,4.368010403120937
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,H,184,828,613,0.7403381642512077,2189,3.570962479608483
q3_only,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,208,1170,1170,1.0,50019,42.751282051282054
q3_neq,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,208,1170,1011,0.8641025641025641,4105,4.060336300692383
q3_neq_rsa,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,208,1170,834,0.7128205128205128,2684,3.2182254196642686
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,1,flexibility_supporting,C,208,1170,558,0.47692307692307695,1317,2.360215053763441
q3_only,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,E,125,300,289,0.9633333333333334,7605,26.314878892733564
q3_neq,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,E,125,300,282,0.94,1332,4.723404255319149
q3_neq_rsa,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,E,125,300,274,0.9133333333333333,1238,4.518248175182482
q3_neq_rsa_position,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,E,125,300,202,0.6733333333333333,748,3.702970297029703
q3_only,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,C,13,17,17,1.0,703,41.35294117647059
q3_neq,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,C,13,17,17,1.0,72,4.235294117647059
q3_neq_rsa,esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,C,13,17,14,0.8235294117647058,56,4.0
