condition,split,sign,label,metric,metric_kind,directional_hypothesis,n_proteins,observed_macro_protein_mean,null_mean,delta,ratio_observed_to_null,null_std,null_z,p_upper,p_lower,p_two_sided,p_upper_q_bh,p_lower_q_bh,p_two_sided_q_bh
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,q8_loop_turn_bend_CTS,binary,upper,963,0.9198066954173182,0.4122725403298765,0.5075341550874417,2.2310646609675784,0.007688504038492458,66.01208148509443,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,structured_linker_loop,binary,upper,963,0.6503736197536595,0.275485243556267,0.37488837619739246,2.3608292457262694,0.006586913128605484,56.91412181668777,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,q3_boundary_within2,binary,upper,963,0.6258624031127734,0.6347566982862337,-0.008894295173460298,0.9859878671663114,0.007267178979165856,-1.2238992873244476,0.8941058941058941,0.1068931068931069,0.21678321678321677,1.0,0.2252576691601082,0.23325118219265165
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,q8_boundary_within2,binary,upper,963,0.8148020131432098,0.6847599369340478,0.13004207620916197,1.1899090019655851,0.007001394687163811,18.573738807723267,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,distance_to_q3_boundary,distance,lower,963,2.8832552008055954,2.8354645284583753,0.04779067234722012,1.0168546183059477,0.06173393983397501,0.7741393547171393,0.2137862137862138,0.7872127872127872,0.43756243756243757,0.465267729751357,1.0,0.4661577633217584
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,distance_to_q8_boundary,distance,lower,963,1.6172532605056382,2.4492985257028788,-0.8320452651972405,0.660292423946784,0.06033527476037285,-13.790361749437384,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,rsa,continuous,two-sided,963,0.530617254684212,0.3498546468396468,0.18076260784456516,1.5166791679843439,0.003321862361617486,54.416043823244976,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,exposed_rsa_ge025,binary,two-sided,963,0.8944728792706894,0.6196889767340802,0.2747839025366092,1.4434222857808297,0.006986632094388175,39.3299516597306,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,disorder,continuous,upper,963,0.1367337102526789,0.06527272837131144,0.07146098188136747,2.0948061106754023,0.002194772207579389,32.559634951903135,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,disorder_ge05,binary,upper,963,0.08475187554244998,0.033663132726170095,0.05108874281627988,2.517646715528734,0.0030247380018457604,16.890303485824038,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,interface,binary,two-sided,963,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
esm2_frozen_bilstm_attn,train,1,flexibility_supporting,torsion_change_from_previous,continuous,upper,963,89.65583865418209,45.40232709911863,44.25351155506346,1.974696989836068,0.9440739518080509,46.87504773361344,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,neq,continuous,flexibility-supporting higher,207,1.0311552242666977,1.3624308956296431,-0.33127567136294545,0.7568495602781766,0.024020299782865878,-13.791487798135245,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,flexible_neq_gt1,binary,flexibility-supporting higher,207,0.13735722141519244,0.5887108356686254,-0.4513536142534329,0.2333186567887606,0.016302913516750325,-27.685457190807796,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,neq_top10_within_protein,binary,flexibility-supporting higher,207,0.0020933977455716585,0.1039413363139812,-0.10184793856840954,0.02014018502944795,0.010288313874660187,-9.899380968465398,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,neq_peak,binary,flexibility-supporting higher,207,0.004115570419918247,0.07244077227120704,-0.06832520185128879,0.05681290095183121,0.009183668824425752,-7.439859075663164,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,distance_to_neq_peak,distance,flexibility-supporting lower,207,7.658124732218935,5.093608045906053,2.5645166863128823,1.5034774295941542,0.1365904557211638,18.775226078373258,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,distance_to_neq_top10,distance,flexibility-supporting lower,207,9.709763840560942,7.974565265136099,1.7351985754248433,1.2175916200737533,0.21133006335105697,8.210845858416125,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q3_is_H,binary,two-sided,207,0.6636658094991428,0.3639856437510424,0.29968016574810036,1.8233296309704854,0.014869607507703353,20.153871956125805,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q3_is_E,binary,two-sided,207,0.3011992838079795,0.19991283432750834,0.10128644948047116,1.506653061176343,0.012474524964758118,8.119463447835997,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q3_is_C,binary,two-sided,207,0.03513490669287771,0.43610152192144946,-0.40096661522857174,0.08056588873635301,0.016918659197388695,-23.699668546456614,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q8_is_T,binary,upper,207,0.00582010582010582,0.08856399256942732,-0.0827438867493215,0.06571638937284029,0.009360317627273393,-8.839858864215094,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q8_is_S,binary,upper,207,0.0009661835748792271,0.03395635854349622,-0.03299017496861699,0.02845368632922165,0.00590274724109915,-5.5889526725650365,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q8_turn_or_bend_TS,binary,upper,207,0.0067862893949850464,0.12252035111292352,-0.11573406171793847,0.05538907890273932,0.010905929159973309,-10.612031310702344,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q8_loop_turn_bend_CTS,binary,upper,207,0.029698032777742918,0.4113118789624225,-0.3816138461846796,0.07220319737095687,0.016922484094185314,-22.550699061717825,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,structured_linker_loop,binary,upper,207,0.021495841785696856,0.2813876495820337,-0.25989180779633686,0.07639227172061834,0.01507762895408859,-17.23691494118259,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q3_boundary_within2,binary,upper,207,0.28574631219558755,0.6443577379879915,-0.3586114257924039,0.4434591149441785,0.015910774150567703,-22.538904920576005,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,q8_boundary_within2,binary,upper,207,0.26197448552521013,0.6984891119347639,-0.4365146264095538,0.3750587962632086,0.01517814828250799,-28.759412431924503,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,distance_to_q3_boundary,distance,lower,207,3.9345551389029656,2.624769723868456,1.3097854150345096,1.499009647636484,0.10192633030056303,12.850314645609041,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,distance_to_q8_boundary,distance,lower,207,4.060140456698428,2.1606361490830697,1.8995043076153584,1.8791412234871057,0.09738255941219397,19.505590313921324,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,rsa,continuous,two-sided,207,0.16006750439194387,0.3374566374889969,-0.17738913309705304,0.47433503037012575,0.007680163960312627,-23.097050273108007,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,exposed_rsa_ge025,binary,two-sided,207,0.2535388122344644,0.5915772924606258,-0.33803848022616145,0.42858104167569855,0.016350630435316836,-20.67433922890271,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,validation,-1,rigidity_supporting,disorder,continuous,upper,207,0.009978098887662915,0.05516989372952563,-0.04519179484186272,0.1808613033873377,0.004616149683237404,-9.789932723795202,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
