condition,split,sign,label,target,unit_type,detection_method,n_proteins_total,n_proteins_with_target,n_proteins_with_prediction,total_target_units,total_detected_target_units,micro_coverage,macro_coverage,macro_coverage_ci95_low,macro_coverage_ci95_high,macro_precision,macro_precision_ci95_low,macro_precision_ci95_high,macro_recall,macro_recall_ci95_low,macro_recall_ci95_high,macro_specificity,macro_specificity_ci95_low,macro_specificity_ci95_high,macro_f1,macro_f1_ci95_low,macro_f1_ci95_high,macro_balanced_accuracy,macro_balanced_accuracy_ci95_low,macro_balanced_accuracy_ci95_high,macro_mcc,macro_mcc_ci95_low,macro_mcc_ci95_high,macro_target_prevalence,macro_target_prevalence_ci95_low,macro_target_prevalence_ci95_high,micro_tp,micro_fp,micro_fn,micro_tn,micro_precision,micro_recall,micro_specificity,micro_f1,micro_balanced_accuracy,micro_mcc
esm2_top4_bilstm_attn,test,1,flexibility_supporting,neq_peak,residue,band_interval,208,208,204,3498,1587,0.45368782161234994,0.43845386798798575,0.4161402838275284,0.4593462058668594,0.11945152209420358,0.11523620490260073,0.1236341592325894,0.43845386798798575,0.41710486328113383,0.45933886556609704,0.7458588777300369,0.7334184110343053,0.7584382300798497,0.18085532879297916,0.17406591417068634,0.187254360502308,0.5921563728590115,0.5844767576926754,0.6003168976849342,0.1082881465214638,0.10060017167268949,0.1162714048397223,0.07254445246022237,0.0703488729438896,0.07464743004340743,1587.0,12039.0,1911.0,31798.0,0.11646851607221488,0.45368782161234994,0.7253689805415516,0.18535388927820604,0.5895284010769508,0.10345798423909267
esm2_top4_bilstm_attn,test,1,flexibility_supporting,q8_loop_turn_bend_CTS,segment,apex_any,208,208,0,3581,1126,0.3144373080145211,0.3203093547906533,0.3042645224110692,0.3367932516973427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top4_bilstm_attn,test,1,flexibility_supporting,q8_loop_turn_bend_CTS,segment,band_interval_any,208,208,0,3581,1578,0.44065903378944427,0.4276106365940525,0.40854960818250113,0.44642135736508487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,q8_loop_turn_bend_CTS,residue,apex_exact,967,967,931,92205,82,0.0008893227048424705,0.0009129707481284065,0.0006604826343151767,0.001205282667126422,0.022265851698906384,0.015608830298709112,0.029574560171714937,0.0009129707481284065,0.000652303995480805,0.001186796008901089,0.96270401255118,0.9617476424782357,0.9636563487392681,0.0017374118189041208,0.0012568547045405329,0.0022755501007963586,0.4818084916496542,0.4813056623979958,0.4823327210806204,-0.12115229341941254,-0.12370270748599982,-0.11849135756237422,0.41236833872113504,0.4050580546475849,0.42016923117500105,82.0,4964.0,92123.0,124470.0,0.016250495441934205,0.0008893227048424705,0.96164840768268,0.001686357980894798,0.4812688651937612,-0.12379402284664077
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,q8_loop_turn_bend_CTS,residue,band_interval,967,967,931,92205,19584,0.21239629087359688,0.17146834525568805,0.16216134273502894,0.18142629970672705,0.19167916197649254,0.18193856763474656,0.20162567062559736,0.17146834525568805,0.16284721319238118,0.1805303900822294,0.5096974403207947,0.49853203382002886,0.5212461673161203,0.1711307948855114,0.16253475746992263,0.1803242947457962,0.3405828927882414,0.3361632423218543,0.3452332075224737,-0.33722918292839243,-0.34491848213601356,-0.32939856427050823,0.41236833872113504,0.4046344621694436,0.4203786659413909,19584.0,67790.0,72621.0,61644.0,0.22413990431936273,0.21239629087359688,0.4762581701871224,0.21811013537217602,0.34432723053035963,-0.3140302989376141
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,neq_peak,residue,apex_exact,967,967,931,16230,6,0.0003696857670979667,0.00028921440503653533,4.924410301866351e-05,0.0006104942971540693,0.0008566871724766462,0.0001288936627282492,0.001802973342447026,0.00028921440503653533,4.924410301866351e-05,0.0006166876901106479,0.9764501538426256,0.9759355255167671,0.9770006653733366,0.00042374932771166375,6.463288521199587e-05,0.0008872902249392199,0.488369684123831,0.4880696386018745,0.48866564551889197,-0.04148173070477353,-0.04218795415978188,-0.04072604944164091,0.07197259418148319,0.0710331804515212,0.07291672041847252,6.0,5040.0,16224.0,200369.0,0.0011890606420927466,0.0003696857670979667,0.9754635872819594,0.0005640157924421884,0.48791663652452866,-0.04220763301841547
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,neq_peak,residue,apex_within1,967,967,931,16230,35,0.0021565003080714724,0.0012562377190153315,0.0007899188253817723,0.0017674219342949265,0.001432953163093732,0.0009005398650853516,0.0019969211914642256,0.0012562377190153315,0.0008053967729963513,0.001777827827280135,0.9293850873574282,0.9277129053818105,0.9310360593675132,0.0013001057177688103,0.0008384708103569244,0.0018113138462342096,0.4653206625382218,0.46453233063430804,0.4661746822915538,-0.07315549462708053,-0.07426894612947439,-0.0719606088329617,0.07197259418148319,0.07105198396672753,0.07290736758115124,35.0,15103.0,16195.0,190306.0,0.0023120623596247854,0.0021565003080714724,0.926473523555443,0.0022315735781688346,0.4643150119317572,-0.07370368730178961
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,neq_peak,residue,apex_within2,967,967,931,16230,83,0.0051139864448552065,0.0038818859833186716,0.002909059545460571,0.00495242885539259,0.002433003127653696,0.001818071973857595,0.003088711658419956,0.0038818859833186716,0.0028372505984633053,0.0050617336611443004,0.882448598690179,0.8797020703000311,0.8850210004076579,0.002869675772206375,0.0021771693799743953,0.0036541643345353396,0.4431652423367488,0.4418212175513087,0.4445292971929666,-0.09549246097208368,-0.09702611341728626,-0.09389795720655435,0.07197259418148319,0.07104876594961676,0.07291373324148619,83.0,25147.0,16147.0,180262.0,0.003289734443123266,0.0051139864448552065,0.877575958210205,0.004003859141341052,0.44134497232753006,-0.09621990333227123
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,neq_peak,residue,apex_within5,967,967,931,16230,1137,0.07005545286506469,0.060450285471163046,0.0552335575408742,0.06565913992428273,0.018014270513927403,0.016526833577247223,0.019574370354885465,0.060450285471163046,0.05535198526237644,0.06577803119662808,0.7459197857094111,0.7402819958942431,0.7514326113160804,0.026553109044131506,0.024393475406983875,0.0288003985724827,0.40318503559028707,0.4000767581245092,0.40621610122937996,-0.11968653918200176,-0.12275181565406523,-0.11642914667904893,0.07197259418148319,0.07101609244329278,0.07292974457856709,1137.0,54367.0,15093.0,151042.0,0.020485010089362928,0.07005545286506469,0.7353231844758507,0.03170044888058661,0.40268931867045765,-0.11702180535262455
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,neq_peak,residue,band_interval,967,967,931,16230,2926,0.1802834257547751,0.143816730570818,0.13435997962161395,0.15358449355495607,0.026596796175123266,0.02495359695748967,0.028349517207343675,0.143816730570818,0.1348870830936266,0.15330909287408168,0.6223014520606768,0.6126913611805613,0.6316035538451509,0.042787554259927134,0.04033098791439838,0.04542121639833943,0.38305909131574734,0.3793539909214853,0.3868825042066293,-0.1313805105340133,-0.13467260292281488,-0.12787761841152398,0.07197259418148319,0.07098665103738047,0.07291615583970684,2926.0,84448.0,13304.0,120961.0,0.0334882230411793,0.1802834257547751,0.588878773568831,0.056484305625265435,0.38458109966180304,-0.12305617304452654
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,q8_loop_turn_bend_CTS,segment,apex_any,967,967,0,16731,79,0.0047217739525431835,0.006676125402474079,0.004326279651825844,0.009754367223407225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,train,-1,rigidity_supporting,q8_loop_turn_bend_CTS,segment,band_interval_any,967,967,0,16731,6530,0.3902934672165441,0.3328145368318757,0.318517375739172,0.347267687346145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,train,1,flexibility_supporting,q8_loop_turn_bend_CTS,residue,apex_exact,967,967,954,92205,4927,0.053435280082425034,0.055861583990615686,0.0545240401989002,0.0572354028435456,0.9064428394349288,0.8952308619388185,0.9172277130841919,0.055861583990615686,0.05446908383166245,0.0572514589809655,0.9963180270251125,0.9958863325257121,0.9967253894295008,0.1043708631861512,0.10178295614244622,0.10688934313716676,0.5260898055078641,0.5252884074350089,0.526853728501633,0.16164963430911317,0.1575830703128757,0.16552918064184582,0.41236833872113504,0.4049445769000364,0.41998851109369273,4927.0,462.0,87278.0,128972.0,0.9142698088699202,0.053435280082425034,0.9964306132855355,0.10096932188454208,0.5249329466839803,0.15957794813885626
esm2_top28_bilstm_attn,train,1,flexibility_supporting,q8_loop_turn_bend_CTS,residue,band_interval,967,967,954,92205,44008,0.4772843121305786,0.45041069820057406,0.4400707811698644,0.4599747717120824,0.6662828538173912,0.6561900689991705,0.6766849617623072,0.45041069820057406,0.44063133181626846,0.4598251835136595,0.8403948047067562,0.8341752549512056,0.8464156672069665,0.5129992435362438,0.5047444524586396,0.5213033326377208,0.645402751453665,0.6411148723666066,0.649436873131564,0.31965784802709923,0.311334948868978,0.32776648764289285,0.41236833872113504,0.40444020624364024,0.4201178215899445,44008.0,24179.0,48197.0,105255.0,0.6454016161438397,0.4772843121305786,0.8131943693310877,0.5487555489051823,0.6452393407308331,0.3102263040152666
esm2_top28_bilstm_attn,train,1,flexibility_supporting,neq_peak,residue,apex_exact,967,967,954,16230,1190,0.07332101047443007,0.07426157554563143,0.06918198204469576,0.07957881662256502,0.218487306745808,0.20398726242944754,0.2330475341657176,0.07426157554563143,0.06935770861078105,0.07930081210480139,0.9792670802416951,0.978702400250271,0.9798512889865263,0.10814136668084963,0.10113298002082478,0.11522502224091456,0.5267643278936632,0.5242533917740599,0.5295219211638094,0.08890892215638485,0.08085978419349528,0.09755555225521008,0.07197259418148319,0.07101815674284828,0.07287209714524619,1190.0,4199.0,15040.0,201210.0,0.22082018927444794,0.07332101047443007,0.9795578577374896,0.11008834821222073,0.5264394341059598,0.0894373649643444
esm2_top28_bilstm_attn,train,1,flexibility_supporting,neq_peak,residue,apex_within1,967,967,954,16230,3158,0.19457794208256315,0.199443859341365,0.1919376765150611,0.20684830290659764,0.19437943202258548,0.18866406346383394,0.20051485650149703,0.199443859341365,0.19212102446875223,0.20667469087397924,0.9360797372663732,0.9347488518727461,0.9375599443068244,0.19040848133126564,0.1844692734379788,0.19626897583806352,0.5677617983038691,0.5640420600861278,0.571576655688696,0.13297626221700487,0.12660048038802466,0.1393016796553152,0.07197259418148319,0.07099544732538629,0.07287095946166791,3158.0,13009.0,13072.0,192400.0,0.19533617863549205,0.19457794208256315,0.9366678188394861,0.19495632311633793,0.5656228804610246,0.1314810718692461
esm2_top28_bilstm_attn,train,1,flexibility_supporting,neq_peak,residue,apex_within2,967,967,954,16230,4466,0.2751694393099199,0.2801453312463681,0.2725642129067737,0.28842047440774543,0.16303248678768237,0.15974581853929787,0.16613212561245969,0.2801453312463681,0.2720136296764044,0.2881637031289859,0.8896022510253556,0.8871646901754426,0.8919137030286789,0.19927732538189374,0.19512446791382682,0.20345310102058542,0.5848737911358618,0.5814480849738929,0.5884368856529538,0.13214928179754118,0.12719015934480474,0.13702206645314066,0.07197259418148319,0.07104190977996591,0.07293535510527205,4466.0,22479.0,11764.0,182930.0,0.16574503618482092,0.2751694393099199,0.8905646782760249,0.20687898089171974,0.5828670587929724,0.1321190786812388
esm2_top28_bilstm_attn,train,1,flexibility_supporting,neq_peak,residue,apex_within5,967,967,954,16230,6369,0.3924214417744917,0.39344908270945206,0.38434821635163297,0.4026818274212541,0.10560193613924217,0.10389446604964753,0.10724376302058142,0.39344908270945206,0.3843309004998374,0.40270295605222184,0.7408543460985856,0.7353696911677349,0.7465489219037357,0.1617842473025629,0.15907413176711638,0.16439052587844996,0.5671517144040188,0.5638213107148665,0.5705036344619367,0.07814254835289167,0.07456615225002615,0.08159000625640465,0.07197259418148319,0.07106050532507671,0.0729291030726473,6369.0,52825.0,9861.0,152584.0,0.10759536439504004,0.3924214417744917,0.7428301583669654,0.16888523546881629,0.5676258000707286,0.07963782448643988
esm2_top28_bilstm_attn,train,1,flexibility_supporting,neq_peak,residue,band_interval,967,967,954,16230,7794,0.4802218114602588,0.4508768510570715,0.4412585566333668,0.4609514210498125,0.11792946496988004,0.11607557539405759,0.11986053857085527,0.4508768510570715,0.4406308312413977,0.4605216763028591,0.7345421172970023,0.7284699932151735,0.7402073132400493,0.18066696094575482,0.17769316046495254,0.1835984292854077,0.5927094841770368,0.5893617477445161,0.5959337287964945,0.10822708621254608,0.10484754674012464,0.11181523760720095,0.07197259418148319,0.07104116697806424,0.0728633366897679,7794.0,60393.0,8436.0,145016.0,0.11430331294821594,0.4802218114602588,0.7059865926030505,0.1846547496357369,0.5931042020316546,0.1051068942978589
esm2_top28_bilstm_attn,train,1,flexibility_supporting,q8_loop_turn_bend_CTS,segment,apex_any,967,967,0,16731,4902,0.29298906221983145,0.2978225001048204,0.29058356387396156,0.30546759815621166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,train,1,flexibility_supporting,q8_loop_turn_bend_CTS,segment,band_interval_any,967,967,0,16731,7353,0.4394835933297472,0.4135690179748005,0.40461664818538207,0.4218362504683303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,q8_loop_turn_bend_CTS,residue,apex_exact,208,208,208,19379,15,0.0007740337478714072,0.0005446751085669417,0.0002467258158665864,0.0008892993536746211,0.012117189701324317,0.005680462366159481,0.020488220713581286,0.0005446751085669417,0.0002557794365414151,0.0008817364348977155,0.9593228204203824,0.9572939610726087,0.9613168607972409,0.0010367337715027603,0.000501614541203468,0.0016603316541464093,0.4799337477644746,0.4788988088680928,0.48093462806408427,-0.12646820640824424,-0.13144425836819476,-0.12137776734651129,0.41067693071209754,0.3952876050111646,0.42707584844467633,15.0,1097.0,19364.0,26983.0,0.013489208633093525,0.0007740337478714072,0.9609330484330484,0.0014640573910497292,0.4808535410904599,-0.12442839099340519
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,q8_loop_turn_bend_CTS,residue,band_interval,208,208,208,19379,4181,0.21574900665669022,0.19120300340342133,0.17207646506079174,0.2113154908109993,0.19473167896755506,0.17578858935465902,0.21571852374215691,0.19120300340342133,0.1712736518826321,0.2114950219707591,0.46722442023210375,0.4470312947598404,0.48749501443511994,0.18604459052869723,0.16755963809305727,0.2048419062262804,0.32921371181776254,0.321592412106616,0.3372054982209661,-0.34630183755521887,-0.3618031922551602,-0.3301028026144486,0.41067693071209754,0.39500041110062756,0.42670043627669435,4181.0,15312.0,15198.0,12768.0,0.2144872518339917,0.21574900665669022,0.4547008547008547,0.21511627906976744,0.33522493067877246,-0.3292541167165561
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,neq_peak,residue,apex_exact,208,208,208,3497,6,0.0017157563625965113,0.00217458823228054,0.0004762865339788417,0.004424629857322164,0.006343482905982906,0.0016025641025641025,0.01295405982905983,0.00217458823228054,0.0004753059440559441,0.004536601219293526,0.9749883189040051,0.9739980515214435,0.9760105320355277,0.003219436813186813,0.0006868131868131868,0.006611292353479849,0.4885814535681427,0.4875179567878018,0.48990146032413456,-0.0387676146939263,-0.042001488994279204,-0.03472500440934899,0.07262432419660286,0.07059386860912145,0.07462607035867383,6.0,1106.0,3491.0,42856.0,0.00539568345323741,0.0017157563625965113,0.9748419089213411,0.002603601648947711,0.4882788326419688,-0.04048780122849103
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,neq_peak,residue,apex_within1,208,208,208,3497,14,0.004003431512725193,0.0038868964096183635,0.001772030877305199,0.0065231729980764494,0.003841066341066341,0.0017156974969474968,0.00643044744607244,0.0038868964096183635,0.0017368696594077897,0.0065194679780613595,0.9247859120815215,0.9218097072143735,0.9277544256608932,0.003817088156164351,0.0015774456339853183,0.006432773611458786,0.4643364042455699,0.4624707693567133,0.4662559155180958,-0.07164818803521,-0.07471459651808673,-0.06827214996424977,0.07262432419660286,0.07054771901300118,0.07463700403829547,14.0,3322.0,3483.0,40640.0,0.004196642685851319,0.004003431512725193,0.9244347390928529,0.004097760866383726,0.46421908530278905,-0.0731345231050174
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,neq_peak,residue,apex_within2,208,208,208,3497,34,0.009722619388046897,0.008641227363580905,0.005079986208331997,0.01283614303557773,0.004865173555077401,0.00296109819667512,0.007101724764284859,0.008641227363580905,0.004899657629353029,0.01287770393383165,0.8748100443596526,0.8696327321862666,0.8798851005528595,0.006138549000587517,0.003633488041562021,0.00886605797382462,0.44172563586161673,0.4386910619353034,0.44465703485602776,-0.09339197259832642,-0.09711506092677054,-0.08936153845662288,0.07262432419660286,0.07043257317204923,0.07464205916623715,34.0,5526.0,3463.0,38436.0,0.006115107913669065,0.009722619388046897,0.8743005322778763,0.00750800485812079,0.4420115758329616,-0.09421468817246498
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,neq_peak,residue,apex_within5,208,208,208,3497,263,0.0752073205604804,0.07207749012895533,0.05976574078706931,0.08479114076997891,0.020331325978114854,0.016832969712796686,0.023836996466307644,0.07207749012895533,0.06024302699729118,0.08462584863640374,0.7291200351437171,0.7184502069690603,0.7395387782899664,0.031163452711310137,0.026197945245811927,0.03652630375398283,0.4005987626363362,0.39322158116775097,0.40762166777627784,-0.1172417289261747,-0.1243712485991595,-0.10946935658884714,0.07262432419660286,0.07059883276499807,0.07461324078358396,263.0,11969.0,3234.0,31993.0,0.021500981033355133,0.0752073205604804,0.7277421409399026,0.033441413948757076,0.4014747307501915,-0.11770030744379777
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,neq_peak,residue,band_interval,208,208,208,3497,691,0.1975979410923649,0.17373373418369495,0.15159971245992804,0.19644443940412162,0.029222911155511143,0.025899104764133707,0.032681850234176815,0.17373373418369495,0.1513796110161804,0.19790718326278922,0.5883365938462416,0.5710075623768278,0.6073374705466482,0.049406030464546655,0.04362657705474935,0.05514453847185628,0.3810351640149683,0.37303012180763395,0.3893531768046435,-0.1278673012463732,-0.13569934850650253,-0.11945390662873512,0.07262432419660286,0.0705965077088096,0.07463879749637771,691.0,18802.0,2806.0,25160.0,0.0354486225824655,0.1975979410923649,0.5723124516627996,0.060113092648977816,0.38495519637758224,-0.12218813099490222
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,q8_loop_turn_bend_CTS,segment,apex_any,208,208,0,3587,15,0.004181767493727348,0.0035663056787185545,0.0016268725242295722,0.005895252687175377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,validation,-1,rigidity_supporting,q8_loop_turn_bend_CTS,segment,band_interval_any,208,208,0,3587,1438,0.40089211039866185,0.3733510592526557,0.3435124315032773,0.4053612412075562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,q8_loop_turn_bend_CTS,residue,apex_exact,208,208,208,19379,1126,0.05810413334021363,0.0630009496435784,0.05969311651619449,0.0663148344154887,0.9265542016743941,0.908062814088956,0.9445799329543321,0.0630009496435784,0.05964192885052898,0.0665091006760386,0.9964164587644414,0.9954442799075516,0.9972981473377958,0.11697441253779207,0.11123645710306232,0.12303357628394343,0.5297087042040098,0.5277909230064101,0.5315802595008514,0.17531599900768052,0.1665884934737191,0.18415574686474342,0.41067693071209754,0.39546564385936867,0.42601505837744585,1126.0,93.0,18253.0,27987.0,0.9237079573420837,0.05810413334021363,0.9966880341880342,0.10933100301000097,0.527396083764124,0.1702440524732068
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,q8_loop_turn_bend_CTS,residue,band_interval,208,208,208,19379,9541,0.49233706589607307,0.47252244220225503,0.45477199626710424,0.4908084524618314,0.6829068558946189,0.6615790079807765,0.7039010834168502,0.47252244220225503,0.4530939403340308,0.4913865425256369,0.8451333408858316,0.832379949055961,0.8577200379425437,0.5371785237235126,0.522891410107356,0.5520727789597545,0.6588278915440433,0.6501785898891026,0.6674551621793797,0.3437339752598466,0.32625581166890233,0.3603068977367368,0.41067693071209754,0.39538106123828665,0.4264281432558844,9541.0,5053.0,9838.0,23027.0,0.653761819925997,0.49233706589607307,0.8200498575498576,0.5616813351779354,0.6561934617229653,0.3327385270669373
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,neq_peak,residue,apex_exact,208,208,208,3497,265,0.07577923934801258,0.08331036007528524,0.07158045286380077,0.09555142176467586,0.2172940440969287,0.18739853445833013,0.24606464915960108,0.08331036007528524,0.07196498568437881,0.09538064463217905,0.9776751117130894,0.9764567529199802,0.9788234980436696,0.11755723650472787,0.10199008248728654,0.1331497927205288,0.5304927358941873,0.5242260298113348,0.5367013862473169,0.09390507597527538,0.076868710789324,0.11343367533985603,0.07262432419660286,0.07055592936392042,0.07464990358163938,265.0,954.0,3232.0,43008.0,0.21739130434782608,0.07577923934801258,0.9782994404258223,0.11238337574215437,0.5270393398869174,0.08931036251777659
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,neq_peak,residue,apex_within1,208,208,208,3497,713,0.20388904775521877,0.21412867458194468,0.1986894979884727,0.22873590389590667,0.19271542871302486,0.18080586241794178,0.20483051131338392,0.21412867458194468,0.19885737770953799,0.22948164073622185,0.9312084162640039,0.9282768926387706,0.9341842514806856,0.19734547432187208,0.18490468743314623,0.20990023870260374,0.5726685454229743,0.5647655605098393,0.5803196701629003,0.13594457098253684,0.12273460332487177,0.15014834311500141,0.07262432419660286,0.07045045951424839,0.07449941482740631,713.0,2944.0,2784.0,41018.0,0.1949685534591195,0.20388904775521877,0.9330330740184705,0.19932904668716803,0.5684610608868446,0.1341376541477692
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,neq_peak,residue,apex_within2,208,208,208,3497,985,0.2816700028595939,0.2890462732409277,0.27385854546677857,0.30522646915261936,0.15847792698754237,0.15128985854556767,0.16549886274916326,0.2890462732409277,0.27288650465909897,0.30438657569349836,0.8802957504248776,0.8753247013525723,0.8851577935924161,0.19961608385571383,0.19098648760567993,0.20795716477350523,0.5846710118329026,0.5774209467247591,0.5920666444098586,0.1277259140802278,0.11717855389871318,0.13756011855707817,0.07262432419660286,0.07051490164036563,0.07469344699041769,985.0,5110.0,2512.0,38852.0,0.1616078753076292,0.2816700028595939,0.8837632500796142,0.20537948290241867,0.5827166264696041,0.12918474337975686
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,neq_peak,residue,apex_within5,208,208,208,3497,1411,0.40348870460394626,0.41504110195003163,0.39734119230388193,0.43280078710205283,0.10410440298487676,0.1004797732184422,0.10778735982222608,0.41504110195003163,0.3967303533795044,0.43383892175123284,0.7208270834965488,0.7101481197260435,0.7315356476908016,0.1633202413238369,0.1583074138380996,0.168540318785757,0.5679340927232901,0.5603523772861433,0.5757113706977252,0.07656834359251413,0.06873458999385185,0.08374562119519201,0.07262432419660286,0.07067844328365003,0.07465369612619263,1411.0,11976.0,2086.0,31986.0,0.10540076193321879,0.40348870460394626,0.7275829125153541,0.16714048803601042,0.5655358085596502,0.07609475963371651
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,neq_peak,residue,band_interval,208,208,208,3497,1682,0.48098370031455534,0.45929478794451045,0.43860217351304664,0.4792015102463163,0.11938378371860921,0.11499861069542454,0.12379624538439167,0.45929478794451045,0.43879878315345305,0.4795192731651195,0.7313561951365196,0.7188666188604522,0.7430116603401761,0.18524887188091751,0.1788091669642915,0.19155851180187397,0.5953254915405151,0.5875483309924964,0.6028970991781786,0.1099658969685715,0.10160969321779706,0.11825428034954824,0.07262432419660286,0.0706423034530923,0.07461211907384221,1682.0,12912.0,1815.0,31050.0,0.11525284363437029,0.48098370031455534,0.706291797461444,0.1859488143275662,0.5936377488879997,0.10602627603750665
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,q8_loop_turn_bend_CTS,segment,apex_any,208,208,0,3587,1122,0.3127962085308057,0.3295931495526437,0.31408668392270167,0.3457936550689527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,validation,1,flexibility_supporting,q8_loop_turn_bend_CTS,segment,band_interval_any,208,208,0,3587,1649,0.4597156398104265,0.4412876627804669,0.4231324287364962,0.4610852436711667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esm2_top28_bilstm_attn,test,-1,rigidity_supporting,q8_loop_turn_bend_CTS,residue,apex_exact,208,208,205,19451,15,0.0007711685774510308,0.0007401928876325028,0.0003002075019656748,0.0012571511164791924,0.01864410657093584,0.006684141062189843,0.035684893358673836,0.0007401928876325028,0.0002843159759528018,0.0012819133315779294,0.9607479063079667,0.9589002177806731,0.9625671686377179,0.0014124884599119284,0.0005366379264379326,0.002447468954418728,0.4807440495977996,0.479826610319868,0.4818297010426163,-0.12395811477820529,-0.12944281051011586,-0.11815965192653394,0.4139743765456635,0.39733895735696595,0.4310327450808785,15.0,1111.0,19436.0,26773.0,0.013321492007104795,0.0007711685774510308,0.9601563620714388,0.0014579384749963552,0.48046376532444496,-0.12614989193320164
esm2_top28_bilstm_attn,test,-1,rigidity_supporting,q8_loop_turn_bend_CTS,residue,band_interval,208,208,205,19451,4264,0.21921752095007968,0.18925889536911944,0.17149504798178855,0.20819544618406513,0.19873063067124822,0.18016907145172023,0.21864273503352555,0.18925889536911944,0.1708959017048388,0.20715793507088107,0.4659635024353853,0.4426471641104418,0.4879893595282704,0.1854598709060803,0.16792166642203954,0.20279428095321825,0.3276111989022524,0.3184288133282317,0.3374433143760707,-0.34858943299016715,-0.3659959875479461,-0.32990791121033397,0.4139743765456635,0.3978857292858127,0.4304687983779572,4264.0,15379.0,15187.0,12505.0,0.21707478491065518,0.21921752095007968,0.4484650695739492,0.21814089118534813,0.33384129526201445,-0.3318337293208935
esm2_top28_bilstm_attn,test,-1,rigidity_supporting,neq_peak,residue,apex_exact,208,208,205,3498,1,0.0002858776443682104,0.0001717032967032967,0.0,0.0005151098901098901,0.0006968641114982578,0.0,0.0020905923344947735,0.0001717032967032967,0.0,0.0005151098901098901,0.9753567590270819,0.9743065117767568,0.976414879143839,0.0002747252747252747,0.0,0.0008241758241758242,0.48776423116189255,0.48718396131304403,0.48833297385942176,-0.04205706436182873,-0.043474880359997546,-0.040641875157618704,0.07254445246022237,0.07036675478715791,0.07458032396469619,1.0,1125.0,3497.0,42712.0,0.0008880994671403197,0.0002858776443682104,0.9743367474964072,0.00043252595155709344,0.4873113125703877,-0.04356568327514176
esm2_top28_bilstm_attn,test,-1,rigidity_supporting,neq_peak,residue,apex_within1,208,208,205,3498,14,0.004002287021154946,0.00222725046025967,0.0009231079348016126,0.003815371712377157,0.002339301691034682,0.0010216653977886327,0.004055341374500552,0.00222725046025967,0.0009723755500964552,0.0037575557668690462,0.9262104202064528,0.9229575945373849,0.9295402514020268,0.0022440993773179814,0.0009244411991988395,0.003867830223422873,0.4642188353333563,0.46244190392750256,0.4659619859369084,-0.07291496179193585,-0.07537117426663645,-0.07036139727935445,0.07254445246022237,0.07040385173459175,0.07462419976599756,14.0,3364.0,3484.0,40473.0,0.0041444641799881585,0.004002287021154946,0.9232611720692566,0.004072134962187318,0.46363172954520576,-0.07391611184929515
esm2_top28_bilstm_attn,test,-1,rigidity_supporting,neq_peak,residue,apex_within2,208,208,205,3498,40,0.011435105774728416,0.010550762508796226,0.006459068766065917,0.01504959802737128,0.006441380613396018,0.004150838432000177,0.009027212849196161,0.010550762508796226,0.0064804020862556915,0.015086889977731211,0.8775649538429812,0.8722486513616466,0.8828144930240548,0.007831136913583924,0.004952031307633988,0.011008919514889077,0.4440578581758886,0.44097971008444203,0.4475215748384039,-0.09083853103333145,-0.09506994630596272,-0.08632022845462368,0.07254445246022237,0.0704170257733854,0.07459663432851715,40.0,5590.0,3458.0,38247.0,0.007104795737122558,0.011435105774728416,0.8724821497821476,0.008764241893076249,0.441958627778438,-0.09381012664752789
