condition,split,metric,metric_kind,directional_hypothesis,n_paired_proteins,flex_minus_rigid_mean,flex_minus_rigid_median,sign_flip_null_mean,sign_flip_null_std,sign_flip_z,p_upper,p_lower,p_two_sided,p_upper_q_bh,p_lower_q_bh,p_two_sided_q_bh
esm2_frozen_bilstm_attn,train,q8_is_S,binary,upper,949,0.11475780506351861,0.0,-6.349767998160288e-06,0.006143845580268922,18.67953113927278,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,q8_turn_or_bend_TS,binary,upper,949,0.32923250889128386,0.3333333333333333,-7.215157994944946e-05,0.013215140557956133,24.918740669237643,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,q8_loop_turn_bend_CTS,binary,upper,949,0.8884972151691761,1.0,0.00017009145801089596,0.029536452194754093,30.07562038439197,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,structured_linker_loop,binary,upper,949,0.6434102187676081,0.6666666666666666,-0.00016938528839470778,0.02244664705614005,28.671525081068093,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,q3_boundary_within2,binary,upper,949,0.3763046383383981,0.40476190476190477,0.00022394709651052676,0.017565384033796167,21.41033128101842,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,q8_boundary_within2,binary,upper,949,0.5824043715335918,0.6527777777777778,0.00010386190607428296,0.02203648483971036,26.424382739038116,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,distance_to_q3_boundary,distance,lower,949,-1.4107932821574172,-1.5,0.000789658809524712,0.0962141190311653,-14.671266080082358,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,train,distance_to_q8_boundary,distance,lower,949,-2.7851004383349762,-2.9166666666666665,0.0006416316624277305,0.12045898060690637,-23.126063793351467,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,train,rsa,continuous,two-sided,949,0.3449108968329533,0.341798834502697,9.196022198006085e-05,0.012045718348709761,28.625850831711286,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,exposed_rsa_ge025,binary,two-sided,949,0.586772285106341,0.6000000000000001,-0.0003734806856090466,0.021395417707390778,27.442594195724816,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,disorder,continuous,upper,949,0.11701220612810075,0.08088924580564107,-7.872706228947938e-05,0.005337334094042622,21.938093274146684,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,disorder_ge05,binary,upper,949,0.07924906634601829,0.0,3.011471777186435e-05,0.005635355948227239,14.057488534183364,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,train,interface,binary,two-sided,949,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
esm2_frozen_bilstm_attn,train,torsion_change_from_previous,continuous,upper,949,81.59479441652067,82.25607825349131,0.06044788646486148,2.9495814334556374,27.642683672080455,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,neq,continuous,flexibility-supporting higher,207,0.9994770938416038,0.8272666666666666,0.0010700619747027187,0.08029954686903036,12.433532576408137,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,flexible_neq_gt1,binary,flexibility-supporting higher,207,0.8096944257721841,0.8888888888888888,0.00038672852215545264,0.05798890235954285,13.956251357064119,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,neq_top10_within_protein,binary,flexibility-supporting higher,207,0.35532343539926436,0.3333333333333333,0.00026902463918908483,0.029156805165960108,12.177411370659808,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,neq_peak,binary,flexibility-supporting higher,207,0.20795868380334662,0.2,-4.883348421801329e-05,0.0193792617840796,10.733510884219873,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,distance_to_neq_peak,distance,flexibility-supporting lower,207,-5.250774292118462,-5.541666666666667,0.0005437931574606544,0.39971452464539414,-13.137671416705755,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,distance_to_neq_top10,distance,flexibility-supporting lower,207,-4.455210880774549,-4.400000000000002,0.00609427788154041,0.41414040771479876,-10.772445952022156,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q3_is_H,binary,two-sided,207,-0.6283476210345011,-0.6868686868686869,0.00013021902900049346,0.04937025458965606,-12.729888579411515,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q3_is_E,binary,two-sided,207,-0.27560927053400247,-0.2,-0.00022141019690588944,0.028567428689835212,-9.639924661300872,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q3_is_C,binary,two-sided,207,0.9039568915685036,1.0,-0.00017527932281196512,0.06411339183312767,14.102079846977405,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q8_is_T,binary,upper,207,0.23824027750980684,0.25,-0.0001675657431821338,0.02068608745592401,11.525033129680333,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q8_is_S,binary,upper,207,0.13331705471574004,0.09090909090909091,3.108576192290917e-05,0.014172888815106113,9.404290874825382,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q8_turn_or_bend_TS,binary,upper,207,0.3715573322255469,0.39999999999999997,-0.00036847354802160294,0.03040621441331567,12.231901042264983,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q8_loop_turn_bend_CTS,binary,upper,207,0.8898265774381897,1.0,-0.00022470010559827504,0.06193456590246598,14.37083258071806,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,structured_linker_loop,binary,upper,207,0.6454914037759419,0.6666666666666666,0.0003137525123256715,0.04763806110977639,13.54332305374224,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q3_boundary_within2,binary,upper,207,0.36120265835346377,0.4487179487179488,-0.0001780172999004606,0.037550204243033306,9.623933689266451,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,q8_boundary_within2,binary,upper,207,0.5821431532743059,0.6666666666666666,-0.0005657902074012362,0.047036878497568956,12.38834212843915,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,distance_to_q3_boundary,distance,lower,207,-1.3115305715341607,-1.5166666666666662,0.0010407069368357344,0.18277355047951402,-7.1814071293543895,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,distance_to_q8_boundary,distance,lower,207,-2.7817764600098474,-3.066666666666667,-0.002832929165565792,0.2364577295888716,-11.752390313803751,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,rsa,continuous,two-sided,207,0.37836014848342303,0.38561402358269947,0.00013675330306414532,0.027592251180425856,13.707594668776911,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,exposed_rsa_ge025,binary,two-sided,207,0.6401675624047409,0.6666666666666666,0.0011031181447904203,0.04787881815034169,13.347540080318165,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,disorder,continuous,upper,207,0.11311209144855981,0.08171675920441178,7.216464187982996e-05,0.010594698714103217,10.66948007272788,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,disorder_ge05,binary,upper,207,0.07373162264466612,0.0,5.926236136381062e-05,0.009933013749743914,7.416919188821388,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,validation,interface,binary,two-sided,207,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
esm2_frozen_bilstm_attn,validation,torsion_change_from_previous,continuous,upper,207,84.96744088232737,86.14032877399933,0.011943834199458766,6.355442711018379,13.367361002380095,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,neq,continuous,flexibility-supporting higher,207,1.0013747537279563,0.9140000000000001,0.0010162354706130608,0.08019829013038084,12.473564169897255,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,flexible_neq_gt1,binary,flexibility-supporting higher,207,0.7942518300703565,0.8333333333333334,-0.0006166540340310924,0.05787723855334575,13.733697459870225,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,neq_top10_within_protein,binary,flexibility-supporting higher,207,0.35044525326472203,0.3333333333333333,-0.00032927456602199734,0.028607695085004846,12.261544552556693,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,neq_peak,binary,flexibility-supporting higher,207,0.18775131121734523,0.2,-5.3901860405091085e-05,0.01764481458216337,10.643648999723531,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,distance_to_neq_peak,distance,flexibility-supporting lower,207,-5.2415656767117245,-5.344444444444445,-0.0012174863307383387,0.407635697408843,-12.855469292045633,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,test,distance_to_neq_top10,distance,flexibility-supporting lower,207,-4.333201645109932,-4.083333333333334,0.0009657263480218568,0.3908007084672471,-11.090479821433586,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q3_is_H,binary,two-sided,207,-0.6885513586785628,-0.75,-0.0003230526892314033,0.05247771848633971,-13.11467658733071,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q3_is_E,binary,two-sided,207,-0.22672733889138066,-0.125,-0.00013863821810820062,0.02581476789338,-8.777483555503105,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q3_is_C,binary,two-sided,207,0.9152786975699436,1.0,9.389575084599087e-05,0.06424451429765939,14.24533770430327,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q8_is_T,binary,upper,207,0.19890631718547092,0.2,7.363647557280618e-05,0.019078183797969658,10.421992093977956,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q8_is_S,binary,upper,207,0.11947503195932774,0.0,0.00015501476834305387,0.01342930975122849,8.885044682216039,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q8_turn_or_bend_TS,binary,upper,207,0.3183813491447987,0.3333333333333333,-1.7820408645329088e-05,0.027385954010042148,11.626367642211418,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q8_loop_turn_bend_CTS,binary,upper,207,0.9037282587283709,1.0,-0.0004497121824696195,0.06308057713788408,14.33369845260692,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,structured_linker_loop,binary,upper,207,0.6618039178158305,0.7142857142857143,0.000874560611839631,0.04906367067517449,13.470850185255534,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q3_boundary_within2,binary,upper,207,0.3922534556772005,0.43636363636363634,-0.00023665202154915895,0.03773694012857697,10.400687134713646,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,q8_boundary_within2,binary,upper,207,0.5950084372477472,0.6666666666666666,0.0011193831012609899,0.04743716006170515,12.519490065888624,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,distance_to_q3_boundary,distance,lower,207,-1.2967937545679054,-1.4027777777777777,-0.003522485085280435,0.22356294949615466,-5.784819320004854,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,test,distance_to_q8_boundary,distance,lower,207,-2.7071311919087524,-2.8125,-0.002019593425482733,0.26482796192542685,-10.21459961710918,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
esm2_frozen_bilstm_attn,test,rsa,continuous,two-sided,207,0.3401127162416047,0.3558070557191968,-0.0004198183371207089,0.02587476473468327,13.160797327840665,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,exposed_rsa_ge025,binary,two-sided,207,0.573617901071125,0.6,0.0006298179856749874,0.045363644151543016,12.630997659079384,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,disorder,continuous,upper,207,0.10756794121399092,0.06671124285785482,-3.606615133392617e-05,0.0106648549896616,10.089589353970124,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,disorder_ge05,binary,upper,207,0.07525151655866871,0.0,-0.0002099732788121759,0.011661446403957443,6.47102316672074,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_frozen_bilstm_attn,test,interface,binary,two-sided,207,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
esm2_frozen_bilstm_attn,test,torsion_change_from_previous,continuous,upper,207,82.28340877954842,83.34475698206721,0.028932550527095407,6.158573757138884,13.356091762914057,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_top4_bilstm_attn,train,neq,continuous,flexibility-supporting higher,929,0.9470526112071711,0.8676969696969692,0.00019294640568119786,0.03623957672686572,26.12777935950748,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_top4_bilstm_attn,train,flexible_neq_gt1,binary,flexibility-supporting higher,929,0.8479481391175786,1.0,-0.00021887739685181887,0.028848617393232193,29.400612339689044,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_top4_bilstm_attn,train,neq_top10_within_protein,binary,flexibility-supporting higher,929,0.335623666368559,0.3333333333333333,-5.41562534671059e-05,0.01383743456179049,24.258674620867815,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_top4_bilstm_attn,train,neq_peak,binary,flexibility-supporting higher,929,0.2251557335970531,0.2,-0.00010177182100059621,0.010382687117800557,21.69549201110586,9.999000099990002e-05,1.0,9.999000099990002e-05,0.00014116235435280002,1.0,0.00010433739234772175
esm2_top4_bilstm_attn,train,distance_to_neq_peak,distance,flexibility-supporting lower,929,-6.036950018059995,-6.0,-0.0056190994218751,0.2212353269719395,-27.26206072596673,1.0,9.999000099990002e-05,9.999000099990002e-05,1.0,0.00039996000399960006,0.00010433739234772175
