condition,split,catalog_scope,sign,direction,n_protein_rows,mean_median_nearest_apex_distance,median_median_nearest_apex_distance,n_finite_median_nearest_apex_distance,mean_fraction_within_0_residues,median_fraction_within_0_residues,n_finite_fraction_within_0_residues,mean_fraction_within_2_residues,median_fraction_within_2_residues,n_finite_fraction_within_2_residues,mean_fraction_within_5_residues,median_fraction_within_5_residues,n_finite_fraction_within_5_residues,mean_fraction_within_10_residues,median_fraction_within_10_residues,n_finite_fraction_within_10_residues,mean_source_present_target_missing,median_source_present_target_missing,n_finite_source_present_target_missing,test_set_primary
esm3_frozen_bilstm_attn,train,mean_candidate,-1,observed_to_uniform,967,18.06275720164609,0.0,486,0.36404945874378913,0.25,802,0.405888153091835,0.3333333333333333,802,0.4081548078834275,0.3333333333333333,802,0.41119532167830536,0.3333333333333333,802,0.3267838676318511,0.0,967,False
esm3_frozen_bilstm_attn,train,mean_candidate,-1,uniform_to_observed,967,1.6121399176954732,0.0,486,0.8119842244842245,1.0,518,0.9069167962025104,1.0,518,0.9122403015260158,1.0,518,0.9126264019121162,1.0,518,0.033092037228541885,0.0,967,False
esm3_frozen_bilstm_attn,train,mean_candidate,1,observed_to_uniform,967,47.94166666666667,28.25,240,0.08739487394905676,0.0,957,0.09756581006043172,0.0,957,0.09843658679327742,0.0,957,0.10247077099987544,0.0,957,0.7414684591520165,1.0,967,False
esm3_frozen_bilstm_attn,train,mean_candidate,1,uniform_to_observed,967,0.33958333333333335,0.0,240,0.8551768425212408,1.0,241,0.9720904959494171,1.0,241,0.9752025291444378,1.0,241,0.9793519067377988,1.0,241,0.001034126163391934,0.0,967,False
esm3_frozen_bilstm_attn,train,seed_stable,-1,observed_to_uniform,967,20.244493392070485,0.5,454,0.3389613539804867,0.18181818181818182,784,0.3792789941068002,0.25,784,0.381479249208841,0.25,784,0.38323307573945325,0.25,784,0.34126163391933817,0.0,967,False
esm3_frozen_bilstm_attn,train,seed_stable,-1,uniform_to_observed,967,1.6662995594713657,0.0,454,0.8080738475448019,1.0,482,0.9097625633932689,1.0,482,0.915156754264638,1.0,482,0.9155716920239741,1.0,482,0.028955532574974147,0.0,967,False
esm3_frozen_bilstm_attn,train,seed_stable,1,observed_to_uniform,967,53.247549019607845,33.0,204,0.06983843514536066,0.0,953,0.07830088909574744,0.0,953,0.07935020703908427,0.0,953,0.08116152967936809,0.0,953,0.7745604963805585,1.0,967,False
esm3_frozen_bilstm_attn,train,seed_stable,1,uniform_to_observed,967,0.7941176470588235,0.0,204,0.8555016181229774,1.0,206,0.954935275080906,1.0,206,0.9610032362459545,1.0,206,0.9610032362459545,1.0,206,0.002068252326783868,0.0,967,False
esm3_frozen_bilstm_attn,validation,mean_candidate,-1,observed_to_uniform,208,12.381578947368421,0.0,114,0.4068494045636903,0.3333333333333333,175,0.46877083234226086,0.5,175,0.48289781646924507,0.5,175,0.4926121021835307,0.5,175,0.2932692307692308,0.0,208,False
esm3_frozen_bilstm_attn,validation,mean_candidate,-1,uniform_to_observed,208,0.7412280701754386,0.0,114,0.7731809163059162,1.0,120,0.8965972222222223,1.0,120,0.919861111111111,1.0,120,0.9295833333333333,1.0,120,0.028846153846153848,0.0,208,False
esm3_frozen_bilstm_attn,validation,mean_candidate,1,observed_to_uniform,208,58.991379310344826,32.0,58,0.08835037746943855,0.0,208,0.09914142465754455,0.0,208,0.09914142465754455,0.0,208,0.10348742587854579,0.0,208,0.7211538461538461,1.0,208,False
esm3_frozen_bilstm_attn,validation,mean_candidate,1,uniform_to_observed,208,0.05172413793103448,0.0,58,0.925287356321839,1.0,58,1.0,1.0,58,1.0,1.0,58,1.0,1.0,58,0.0,0.0,208,False
esm3_frozen_bilstm_attn,validation,seed_stable,-1,observed_to_uniform,208,14.945454545454545,0.0,110,0.3852758352758353,0.26136363636363635,174,0.4390261558365007,0.375,174,0.45214876120048536,0.4307692307692308,174,0.4609610217368838,0.5,174,0.3076923076923077,0.0,208,False
esm3_frozen_bilstm_attn,validation,seed_stable,-1,uniform_to_observed,208,1.481818181818182,0.0,110,0.775908521303258,1.0,114,0.8968358395989975,1.0,114,0.9270258980785296,1.0,114,0.9357978279030911,1.0,114,0.019230769230769232,0.0,208,False
esm3_frozen_bilstm_attn,validation,seed_stable,1,observed_to_uniform,208,53.90217391304348,27.5,46,0.07383177692286773,0.0,206,0.08415308991408364,0.0,206,0.08415308991408364,0.0,206,0.08775919254931248,0.0,206,0.7692307692307693,1.0,208,False
esm3_frozen_bilstm_attn,validation,seed_stable,1,uniform_to_observed,208,0.08695652173913043,0.0,46,0.8900709219858155,1.0,47,0.9787234042553191,1.0,47,0.9787234042553191,1.0,47,0.9787234042553191,1.0,47,0.004807692307692308,0.0,208,False
esm3_top28_bilstm_attn,train,mean_candidate,-1,observed_to_uniform,967,16.845238095238095,0.0,420,0.31987626775822064,0.0,801,0.36396223417086465,0.14285714285714285,801,0.3649269373827589,0.14285714285714285,801,0.3669256644641033,0.14285714285714285,801,0.3940020682523268,0.0,967,False
esm3_top28_bilstm_attn,train,mean_candidate,-1,uniform_to_observed,967,1.8571428571428572,0.0,420,0.8232050232050232,1.0,444,0.9172297297297297,1.0,444,0.9191253753753753,1.0,444,0.9213776276276275,1.0,444,0.02481902792140641,0.0,967,False
esm3_top28_bilstm_attn,train,mean_candidate,1,observed_to_uniform,967,51.847682119205295,33.0,151,0.046146342241223354,0.0,944,0.055813642043586714,0.0,944,0.05602550645036638,0.0,944,0.05829422113963192,0.0,944,0.8200620475698035,1.0,967,False
esm3_top28_bilstm_attn,train,mean_candidate,1,uniform_to_observed,967,0.695364238410596,0.0,151,0.8550438596491228,1.0,152,0.9813596491228069,1.0,152,0.9813596491228069,1.0,152,0.9824561403508772,1.0,152,0.001034126163391934,0.0,967,False
esm3_top28_bilstm_attn,train,seed_stable,-1,observed_to_uniform,967,20.355013550135503,0.5,369,0.27289048664018895,0.0,780,0.30965551969838706,0.0,780,0.3103256828685502,0.0,780,0.31143805089268295,0.0,780,0.4250258531540848,0.0,967,False
esm3_top28_bilstm_attn,train,seed_stable,-1,uniform_to_observed,967,1.970189701897019,0.0,369,0.8368996613212552,1.0,389,0.9275676337372994,1.0,389,0.9297343616109682,1.0,389,0.9323050556983717,1.0,389,0.020682523267838676,0.0,967,False
esm3_top28_bilstm_attn,train,seed_stable,1,observed_to_uniform,967,50.18636363636364,33.75,110,0.03351044046455247,0.0,933,0.04158730465074141,0.0,933,0.04158730465074141,0.0,933,0.04291813709089861,0.0,933,0.8510858324715616,1.0,967,False
esm3_top28_bilstm_attn,train,seed_stable,1,uniform_to_observed,967,0.8545454545454545,0.0,110,0.8316816816816818,1.0,111,0.9668168168168167,1.0,111,0.9668168168168167,1.0,111,0.9686186186186186,1.0,111,0.001034126163391934,0.0,967,False
esm3_top28_bilstm_attn,validation,mean_candidate,-1,observed_to_uniform,208,17.622448979591837,0.0,98,0.357864010989011,0.25,176,0.3854948870573871,0.25,176,0.38740460927960924,0.25,176,0.3915712759462759,0.25,176,0.375,0.0,208,False
esm3_top28_bilstm_attn,validation,mean_candidate,-1,uniform_to_observed,208,0.4846938775510204,0.0,98,0.8483745421245421,1.0,104,0.9196314102564103,1.0,104,0.9243589743589743,1.0,104,0.9262820512820512,1.0,104,0.028846153846153848,0.0,208,False
esm3_top28_bilstm_attn,validation,mean_candidate,1,observed_to_uniform,208,33.0,23.0,37,0.05841634094061278,0.0,206,0.06456520825452863,0.0,206,0.06456520825452863,0.0,206,0.06711375194384903,0.0,206,0.8125,1.0,208,False
esm3_top28_bilstm_attn,validation,mean_candidate,1,uniform_to_observed,208,1.6891891891891893,0.0,37,0.9472972972972972,1.0,37,0.9864864864864865,1.0,37,0.9864864864864865,1.0,37,0.9864864864864865,1.0,37,0.0,0.0,208,False
esm3_top28_bilstm_attn,validation,seed_stable,-1,observed_to_uniform,208,16.943181818181817,0.0,88,0.31215694028194024,0.0,176,0.3393143315018315,0.05,176,0.34122405372405373,0.05,176,0.3450119325119325,0.05,176,0.4230769230769231,0.0,208,False
esm3_top28_bilstm_attn,validation,seed_stable,-1,uniform_to_observed,208,0.4375,0.0,88,0.8478907867494824,1.0,92,0.9332298136645963,1.0,92,0.9420289855072462,1.0,92,0.9456521739130435,1.0,92,0.019230769230769232,0.0,208,False
esm3_top28_bilstm_attn,validation,seed_stable,1,observed_to_uniform,208,36.13333333333333,24.5,30,0.04285136384650948,0.0,206,0.04924294960702728,0.0,206,0.04924294960702728,0.0,206,0.050456541840036985,0.0,206,0.8461538461538461,1.0,208,False
esm3_top28_bilstm_attn,validation,seed_stable,1,uniform_to_observed,208,2.283333333333333,0.0,30,0.9155555555555556,1.0,30,0.9666666666666667,1.0,30,0.9666666666666667,1.0,30,0.9666666666666667,1.0,30,0.0,0.0,208,False
esm3_top4_bilstm_attn,train,mean_candidate,-1,observed_to_uniform,967,23.62847222222222,0.0,432,0.3184226054040584,0.1,804,0.352090495695083,0.16666666666666666,804,0.353530266537839,0.16666666666666666,804,0.3553103497078475,0.16666666666666666,804,0.3846949327817994,0.0,967,False
esm3_top4_bilstm_attn,train,mean_candidate,-1,uniform_to_observed,967,1.4953703703703705,0.0,432,0.8228095175492139,1.0,461,0.9141375797015711,1.0,461,0.9169378163412871,1.0,461,0.918474331164136,1.0,461,0.02998965873836608,0.0,967,False
esm3_top4_bilstm_attn,train,mean_candidate,1,observed_to_uniform,967,48.541666666666664,22.75,192,0.07561663769012938,0.0,956,0.08102384186825407,0.0,956,0.08154685442055531,0.0,956,0.0852237156810986,0.0,956,0.7900723888314375,1.0,967,False
esm3_top4_bilstm_attn,train,mean_candidate,1,uniform_to_observed,967,0.171875,0.0,192,0.9250678509745868,1.0,193,0.9832839871699975,1.0,193,0.9884653343202565,1.0,193,0.9884653343202565,1.0,193,0.001034126163391934,0.0,967,False
esm3_top4_bilstm_attn,train,seed_stable,-1,observed_to_uniform,967,25.573383084577113,0.5,402,0.2937438017930442,0.0,792,0.32558277335739455,0.08391608391608392,792,0.326791833657364,0.08391608391608392,792,0.32875897075707683,0.08391608391608392,792,0.40330920372285417,0.0,967,False
esm3_top4_bilstm_attn,train,seed_stable,-1,uniform_to_observed,967,1.763681592039801,0.0,402,0.825930735930736,1.0,425,0.920546218487395,1.0,425,0.923389355742297,1.0,425,0.9246442577030813,1.0,425,0.023784901758014478,0.0,967,False
esm3_top4_bilstm_attn,train,seed_stable,1,observed_to_uniform,967,50.09880239520958,24.0,167,0.06333652144956493,0.0,950,0.06897256610666222,0.0,950,0.0700251976856096,0.0,950,0.07335393619855862,0.0,950,0.8097207859358841,1.0,967,False
esm3_top4_bilstm_attn,train,seed_stable,1,uniform_to_observed,967,0.20359281437125748,0.0,167,0.9132936507936508,1.0,168,0.9804563492063492,1.0,168,0.9864087301587302,1.0,168,0.9864087301587302,1.0,168,0.001034126163391934,0.0,967,False
esm3_top4_bilstm_attn,validation,mean_candidate,-1,observed_to_uniform,208,16.72596153846154,0.0,104,0.39397358707703545,0.3333333333333333,174,0.44143720264409925,0.3666666666666667,174,0.44766325628394593,0.4083333333333333,174,0.45091996126478895,0.4083333333333333,174,0.33653846153846156,0.0,208,False
esm3_top4_bilstm_attn,validation,mean_candidate,-1,uniform_to_observed,208,0.5096153846153846,0.0,104,0.8062121212121212,1.0,110,0.9081060606060606,1.0,110,0.9295454545454546,1.0,110,0.9295454545454546,1.0,110,0.028846153846153848,0.0,208,False
esm3_top4_bilstm_attn,validation,mean_candidate,1,observed_to_uniform,208,35.244680851063826,24.5,47,0.08454541969034722,0.0,207,0.08933607991579005,0.0,207,0.08933607991579005,0.0,207,0.09707129960753148,0.0,207,0.7692307692307693,1.0,208,False
esm3_top4_bilstm_attn,validation,mean_candidate,1,uniform_to_observed,208,1.351063829787234,0.0,47,0.9397163120567376,1.0,47,0.9893617021276596,1.0,47,0.9893617021276596,1.0,47,0.9893617021276596,1.0,47,0.0,0.0,208,False
esm3_top4_bilstm_attn,validation,seed_stable,-1,observed_to_uniform,208,20.126315789473683,0.0,95,0.33966633879928676,0.1111111111111111,173,0.376694612388254,0.15384615384615385,173,0.382956654777464,0.15384615384615385,173,0.38729191489307097,0.15384615384615385,173,0.375,0.0,208,False
esm3_top4_bilstm_attn,validation,seed_stable,-1,uniform_to_observed,208,1.2210526315789474,0.0,95,0.80025,1.0,100,0.8987380952380952,1.0,100,0.9225,1.0,100,0.9225,1.0,100,0.02403846153846154,0.0,208,False
esm3_top4_bilstm_attn,validation,seed_stable,1,observed_to_uniform,208,38.38636363636363,26.5,44,0.07432578209277238,0.0,206,0.07735976267529665,0.0,206,0.07735976267529665,0.0,206,0.08048042841732163,0.0,206,0.7788461538461539,1.0,208,False
esm3_top4_bilstm_attn,validation,seed_stable,1,uniform_to_observed,208,2.1818181818181817,0.0,44,0.9318181818181818,1.0,44,0.9545454545454546,1.0,44,0.9545454545454546,1.0,44,0.9545454545454546,1.0,44,0.0,0.0,208,False
