condition,split,catalog_scope,sign,analysis_component,metric,estimate_equal_protein_mean,bootstrap_ci_lower_95,bootstrap_ci_upper_95,n_protein_rows,n_finite_protein_rows,n_bootstrap,test_set_primary,direction
esm2_top4_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,fraction_uniform_iou_ge_0_75,0.19793956043956046,0.1356843984962406,0.2617568648921833,208,104,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,mean_matched_interval_iou,0.6859563768095274,0.666192095498711,0.7062801361097495,208,105,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,mean_matched_interval_iou,0.680268687330704,0.660626742012911,0.7000373374697287,208,99,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,median_matched_interval_iou,0.6879384380014633,0.6675275168310113,0.7090837605264282,208,105,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,median_matched_interval_iou,0.683439316839495,0.6624324825225145,0.7034395939784652,208,99,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,observed_only_bands,2.355769230769231,2.019110576923077,2.706730769230769,208,208,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,observed_only_bands,2.3653846153846154,2.0336538461538463,2.7211538461538463,208,208,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,uniform_only_bands,0.052884615384615384,0.019230769230769232,0.09615384615384616,208,208,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,uniform_only_bands,0.052884615384615384,0.019230769230769232,0.09615384615384616,208,208,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_observed_iou_ge_0_25,0.11848260435216956,0.0855819741156279,0.15369779736835953,208,207,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_observed_iou_ge_0_25,0.10738741934394108,0.07689809150859875,0.13898826893158597,208,207,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_observed_iou_ge_0_5,0.10525892518646142,0.07488394205876961,0.13731161644139794,208,207,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_observed_iou_ge_0_5,0.09904066679429,0.0697753910636697,0.1284748598089944,208,207,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_observed_iou_ge_0_75,0.03089591567852437,0.013541120337995337,0.051919682259488086,208,207,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_observed_iou_ge_0_75,0.03089591567852437,0.013758021660782582,0.04963679574874962,208,207,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_25,0.981638418079096,0.9589781746031746,1.0,208,59,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_25,0.9824561403508771,0.9532140899122807,1.0,208,57,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_5,0.8882566585956416,0.8136888557600899,0.9517402882205513,208,59,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_5,0.9175438596491228,0.8448227157607637,0.9774052042590179,208,57,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_75,0.15653753026634382,0.07590213384204256,0.23966924617316626,208,59,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_75,0.17163742690058478,0.08750000000000001,0.2606598120985523,208,57,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,mean_matched_interval_iou,0.5992006060256666,0.5699957003732791,0.6293615312908852,208,59,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,mean_matched_interval_iou,0.6092455570745045,0.5770100952708909,0.6395980996507217,208,57,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,median_matched_interval_iou,0.5981314354195709,0.5660399403400583,0.6313387231155089,208,59,2000,True,
