condition,split,sign,mechanism_class,n_proteins,n_bands,fraction_high_receivers_long_range_macro_mean,fraction_positive_directional_mass_long_range_macro_mean,fraction_attention_mass_long_range_macro_mean
esm3_frozen_bilstm_attn,train,1,consultation_dominated,137,191,0.6179936312586365,0.7215769970218394,0.7152660855157987
esm3_frozen_bilstm_attn,train,1,evidence_dominated,333,539,0.7579723269212841,0.7930879555725108,0.7566747188920463
esm3_frozen_bilstm_attn,train,1,not_magnitude_enriched,114,134,0.8919862618573137,0.8893700152947317,0.7899793919567631
esm3_frozen_bilstm_attn,train,1,unclassified,228,393,0.5670510535273303,0.6625733450585384,0.6587396595980711
esm3_frozen_bilstm_attn,validation,-1,combined,136,516,0.5489740233483672,0.6464865835151491,0.6565428539888064
esm3_frozen_bilstm_attn,validation,-1,consultation_dominated,2,2,0.7916666666666667,0.6527104089409721,0.708269683910467
esm3_frozen_bilstm_attn,validation,-1,evidence_dominated,160,555,0.669794529708091,0.705195091118956,0.6857536824861532
esm3_frozen_bilstm_attn,validation,-1,not_magnitude_enriched,45,58,0.8095863452698222,0.8155812905843537,0.7076177298595899
esm3_frozen_bilstm_attn,validation,-1,unclassified,26,51,0.5315489265689267,0.5761503547554341,0.5347990332787333
esm3_frozen_bilstm_attn,validation,1,combined,204,1044,0.6018293528906352,0.7109388506764482,0.7104830794888856
esm3_frozen_bilstm_attn,validation,1,consultation_dominated,30,37,0.6225150768593716,0.7321067071194379,0.7222576886121613
esm3_frozen_bilstm_attn,validation,1,evidence_dominated,64,97,0.7827447662311553,0.7978349648960231,0.7674330030821612
esm3_frozen_bilstm_attn,validation,1,not_magnitude_enriched,28,31,0.8758053876904809,0.8813160738681263,0.7764399519701669
esm3_frozen_bilstm_attn,validation,1,unclassified,41,65,0.605376402106889,0.6941748460832635,0.692413893114191
esm3_top28_bilstm_attn,test,-1,combined,126,449,0.5544817878066342,0.6451187452202667,0.6537159524375648
esm3_top28_bilstm_attn,test,-1,evidence_dominated,174,672,0.6657646547485024,0.7055911306318068,0.6827255571383011
esm3_top28_bilstm_attn,test,-1,not_magnitude_enriched,37,46,0.8327143273264094,0.8734853865662171,0.7409294607405509
