condition,split,sign,mechanism_class,feature,n_proteins,n_bands,high_minus_low_macro_protein_mean,ci95_low,ci95_high,inference_eligible,protein_sign_p_two_sided,protein_sign_q_bh
esm2_top4_bilstm_attn,train,-1,combined,torsion_change_from_previous,531,1861,-40.41043688459056,-42.5559634420521,-38.26491032712902,True,6.544938047552693e-145,1.7016838923637003e-143
esm2_top4_bilstm_attn,train,-1,evidence_dominated,absolute_sequence_separation,740,3011,-1.2669628637817179,-1.9389012248600994,-0.5950245027033363,True,0.00030631987096461124,0.0005807314220370754
esm2_top4_bilstm_attn,train,-1,evidence_dominated,disorder,740,3011,-0.01293306549619966,-0.015686369321106286,-0.010179761671293034,True,8.220714182473231e-104,1.3601545283728437e-102
esm2_top4_bilstm_attn,train,-1,evidence_dominated,neq,740,3011,-0.40449063744722646,-0.42486565612266536,-0.38411561877178757,True,3.0662979366975305e-208,5.580662244789506e-206
esm2_top4_bilstm_attn,train,-1,evidence_dominated,normalized_query_position,740,3011,0.0028666884600985574,-0.004716192884301977,0.010449569804499091,True,0.9413581751836572,0.990330565800148
esm2_top4_bilstm_attn,train,-1,evidence_dominated,query_in_any_band,740,3011,0.157985825563848,0.13948943799762048,0.1764822131300755,True,1.3772728801337245e-51,1.6710910945622524e-50
esm2_top4_bilstm_attn,train,-1,evidence_dominated,rsa,740,3011,-0.13820112656616082,-0.14467255138056015,-0.1317297017517615,True,3.772691377250415e-171,1.7165745766489388e-169
esm2_top4_bilstm_attn,train,-1,evidence_dominated,torsion_change_from_previous,740,3011,-35.04614195296192,-36.84400757063798,-33.24827633528586,True,6.016200088857888e-174,3.649828053907119e-172
esm2_top4_bilstm_attn,train,1,combined,absolute_sequence_separation,859,4437,-2.9473141677188726,-3.755304479850327,-2.1393238555874183,True,1.1118950677583565e-14,3.489050040207256e-14
esm2_top4_bilstm_attn,train,1,combined,disorder,859,4437,-0.04168929775388079,-0.04900315082284479,-0.034375444684916795,True,1.274088337728691e-13,3.8647346244436963e-13
esm2_top4_bilstm_attn,train,1,combined,neq,859,4437,0.6549124840732535,0.622259531687313,0.6875654364591941,True,4.681971572020683e-181,4.2605941305388215e-179
esm2_top4_bilstm_attn,train,1,combined,normalized_query_position,859,4437,-0.007325431259580857,-0.0171147403472895,0.002463877828127785,True,0.002117187443885198,0.0036351708942179814
esm2_top4_bilstm_attn,train,1,combined,query_in_any_band,859,4437,0.3185635920286513,0.2983684420374856,0.33875874201981704,True,4.8473462741472315e-158,1.7644340437895924e-156
esm2_top4_bilstm_attn,train,1,combined,rsa,859,4437,0.09742549053713735,0.09023049594251785,0.10462048513175685,True,2.391227670986869e-106,4.3520343611961014e-105
esm2_top4_bilstm_attn,train,1,combined,torsion_change_from_previous,859,4437,21.093409702250476,18.79387110601167,23.39294829848928,True,4.6548640945945114e-61,6.051323322972864e-60
esm2_top4_bilstm_attn,train,1,evidence_dominated,absolute_sequence_separation,376,720,-1.6533891660089914,-3.234531393929129,-0.07224693808885374,True,0.05622998304535018,0.07995200714260729
esm2_top4_bilstm_attn,train,1,evidence_dominated,disorder,376,720,-0.023607149000168734,-0.032017233583715575,-0.015197064416621895,True,0.00015947524913122787,0.00030877122704131354
esm2_top4_bilstm_attn,train,1,evidence_dominated,neq,376,720,0.431610006157258,0.39337833109604065,0.4698416812184753,True,2.9426256588258437e-69,4.462982249219196e-68
esm2_top4_bilstm_attn,train,1,evidence_dominated,normalized_query_position,376,720,-0.01761696813161011,-0.030141018623718874,-0.005092917639501345,True,0.015246403950908071,0.02331802957197705
