condition,split,sign,label,metric,metric_description,n_proteins,n_bands,case_macro_protein_mean,control_macro_protein_mean,case_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm2_top4_bilstm_attn,train,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,940,5407,1.173678492872414,0.3475175190524208,0.8261609738199933,0.8145970180215157,0.8377249296184709,True,2.0273224689747117e-155,2.432786962769654e-154
esm2_top4_bilstm_attn,train,1,flexibility_supporting,directional_influence,sign * I_j,940,5407,0.020240880564335175,0.0027447281202990725,0.017496152444036055,0.01660828184249609,0.01838402304557602,True,2.0273224689747117e-155,2.432786962769654e-154
esm2_top4_bilstm_attn,train,1,flexibility_supporting,log_abs_evidence,log absolute intrinsic evidence,940,5407,0.14360957200323785,-1.0534917967374247,1.1971013687406624,1.1797220725413156,1.2144806649400093,True,2.0273224689747117e-155,2.432786962769654e-154
esm2_top4_bilstm_attn,train,1,flexibility_supporting,log_abs_influence,log absolute signed influence,940,5407,-4.242555903288988,-6.444676214485732,2.2021203111967442,2.177800822343634,2.2264398000498544,True,2.0273224689747117e-155,2.432786962769654e-154
esm2_top4_bilstm_attn,train,1,flexibility_supporting,log_attention_breadth,log attention column mean,940,5407,-4.386165475032894,-5.391184417370424,1.005018942337531,0.9912571354928772,1.018780749182185,True,2.0273224689747117e-155,2.432786962769654e-154
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,attention_breadth,attention column mean B_j,171,697,0.00839846600070021,0.004001397525876001,0.004397068474824159,0.003946463682274107,0.004847673267374211,True,8.196393225355608e-30,8.196393225355608e-30
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,directional_evidence,sign * intrinsic signed evidence s_j,171,697,1.5634995612022113,0.48634032138200883,1.0771592398202026,1.0520243660649575,1.1022941135754476,True,8.196393225355608e-30,8.196393225355608e-30
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,directional_influence,sign * I_j,171,697,0.013426390533607273,0.0021312522526769416,0.011295138280930284,0.01021502450343716,0.012375252058423408,True,8.196393225355608e-30,8.196393225355608e-30
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,log_abs_evidence,log absolute intrinsic evidence,171,697,0.43960233173442037,-0.7844429818705314,1.224045313604952,1.1895222194521518,1.2585684077577524,True,8.196393225355608e-30,8.196393225355608e-30
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,log_abs_influence,log absolute signed influence,171,697,-4.516415069731477,-6.481673312324748,1.9652582425932716,1.9236081638344416,2.006908321352102,True,8.196393225355608e-30,8.196393225355608e-30
esm2_top4_bilstm_attn,validation,-1,rigidity_supporting,log_attention_breadth,log attention column mean,171,697,-4.9560174016337095,-5.697230331304523,0.7412129296708132,0.7142996597817622,0.7681261995598642,True,8.196393225355608e-30,8.196393225355608e-30
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,attention_breadth,attention column mean B_j,207,1180,0.015195615260076185,0.005302423539597163,0.009893191720478976,0.009055060782509708,0.010731322658448244,True,1.022821555889401e-35,2.6301125722870313e-35
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,207,1180,1.1953670003828536,0.35333260568630326,0.8420343946965504,0.8183446834348561,0.8657241059582447,True,1.022821555889401e-35,2.6301125722870313e-35
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,directional_influence,sign * I_j,207,1180,0.019283672252374425,0.002618812832124105,0.016664859420250273,0.015195020397513566,0.01813469844298698,True,1.022821555889401e-35,2.6301125722870313e-35
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,log_abs_evidence,log absolute intrinsic evidence,207,1180,0.16303917751843439,-1.0383913197969061,1.2014304973153405,1.1646915877528377,1.2381694068778433,True,1.022821555889401e-35,2.6301125722870313e-35
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,log_abs_influence,log absolute signed influence,207,1180,-4.239067295614529,-6.491147446592666,2.252080150978138,2.1982455513259724,2.3059147506303033,True,1.022821555889401e-35,2.6301125722870313e-35
esm2_top4_bilstm_attn,validation,1,flexibility_supporting,log_attention_breadth,log attention column mean,207,1180,-4.402106471755844,-5.452756127871881,1.0506496561160361,1.0203037228887992,1.080995589343273,True,1.022821555889401e-35,2.6301125722870313e-35
esm3_frozen_bilstm_attn,test,-1,rigidity_supporting,attention_breadth,attention column mean B_j,180,752,0.008548797103168288,0.0036876272190979444,0.0048611698840703,0.004403471398525055,0.005318868369615545,True,3.0746665334404435e-31,4.150799820144599e-31
esm3_frozen_bilstm_attn,test,-1,rigidity_supporting,directional_evidence,sign * intrinsic signed evidence s_j,180,752,1.9653967110982067,0.6632882679928502,1.3021084431053562,1.2669875841348797,1.3372293020758328,True,2.734791969022842e-31,3.786635034031627e-31
